tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset,delay_type,M
5,0.0,123,1,2.0463,28.71,40.84,1.0,G,0.0928,at_bound,0.0000,0.3,geometric,6
5,0.0,123,2,1.6533,39.03,46.29,1.0,G,0.0982,at_bound,0.2929,0.3,geometric,6
5,0.0,123,3,1.4455,47.04,41.44,1.0,G,0.0684,at_bound,0.2929,0.3,geometric,6
5,0.0,123,4,1.2528,54.53,55.30,1.0,G,0.0569,at_bound,0.2929,0.3,geometric,6
5,0.0,123,5,1.1399,59.19,60.28,1.0,G,0.0545,at_bound,0.2929,0.3,geometric,6
5,0.0,123,6,1.0304,63.45,57.08,1.0,G,0.0524,at_bound,0.2929,0.3,geometric,6
5,0.0,123,7,0.9676,65.36,66.76,1.0,G,0.0515,at_bound,0.2929,0.3,geometric,6
5,0.0,123,8,0.8790,68.82,71.85,1.0,G,0.0440,at_bound,0.2929,0.3,geometric,6
5,0.0,123,9,0.8370,70.47,67.92,1.0,G,0.0385,at_bound,0.2929,0.3,geometric,6
5,0.0,123,10,0.7823,72.64,64.79,1.0,G,0.0319,at_bound,0.2929,0.3,geometric,6
5,0.0,123,11,0.7348,74.37,73.73,1.0,G,0.0363,at_bound,0.2929,0.3,geometric,6
5,0.0,123,12,0.7183,74.86,75.03,1.0,G,0.0367,at_bound,0.2929,0.3,geometric,6
5,0.0,123,13,0.6800,76.29,65.96,1.0,G,0.0336,at_bound,0.2929,0.3,geometric,6
5,0.0,123,14,0.6515,77.21,77.35,1.0,G,0.0322,at_bound,0.2929,0.3,geometric,6
5,0.0,123,15,0.6112,78.70,75.29,1.0,G,0.0251,at_bound,0.2929,0.3,geometric,6
5,0.0,123,16,0.6035,78.86,76.54,1.0,G,0.0349,at_bound,0.2929,0.3,geometric,6
5,0.0,123,17,0.5763,79.88,75.06,1.0,G,0.0290,at_bound,0.2929,0.3,geometric,6
5,0.0,123,18,0.5655,80.25,78.89,1.0,G,0.0294,at_bound,0.2929,0.3,geometric,6
5,0.0,123,19,0.5587,80.55,79.38,1.0,G,0.0328,at_bound,0.2929,0.3,geometric,6
5,0.0,123,20,0.5372,81.31,75.37,1.0,G,0.0246,at_bound,0.2929,0.3,geometric,6
5,0.0,123,21,0.5139,82.13,81.68,1.0,G,0.0254,at_bound,0.2929,0.3,geometric,6
5,0.0,123,22,0.5111,82.28,77.88,1.0,G,0.0233,at_bound,0.2929,0.3,geometric,6
5,0.0,123,23,0.4940,83.00,82.21,1.0,G,0.0248,at_bound,0.2929,0.3,geometric,6
5,0.0,123,24,0.4902,82.94,79.14,1.0,G,0.0270,at_bound,0.2929,0.3,geometric,6
5,0.0,123,25,0.4775,83.58,81.19,1.0,G,0.0227,at_bound,0.2929,0.3,geometric,6
5,0.0,123,26,0.4656,83.81,80.61,1.0,G,0.0254,at_bound,0.2929,0.3,geometric,6
5,0.0,123,27,0.4579,84.23,83.10,1.0,G,0.0270,at_bound,0.2929,0.3,geometric,6
5,0.0,123,28,0.4406,84.79,82.57,1.0,G,0.0218,at_bound,0.2929,0.3,geometric,6
5,0.0,123,29,0.4324,85.05,82.74,1.0,G,0.0194,at_bound,0.2929,0.3,geometric,6
5,0.0,123,30,0.4252,85.39,83.26,1.0,G,0.0230,at_bound,0.2929,0.3,geometric,6
5,0.0,123,31,0.3590,87.59,85.67,1.0,G,0.0107,at_bound,0.7764,0.3,geometric,6
5,0.0,123,32,0.3439,88.29,85.58,1.0,G,0.0097,at_bound,0.7764,0.3,geometric,6
5,0.0,123,33,0.3393,88.37,85.51,1.0,G,0.0110,at_bound,0.7764,0.3,geometric,6
5,0.0,123,34,0.3327,88.44,85.29,1.0,G,0.0122,at_bound,0.7764,0.3,geometric,6
5,0.0,123,35,0.3298,88.57,85.17,1.0,G,0.0117,at_bound,0.7764,0.3,geometric,6
5,0.0,123,36,0.3265,88.70,86.08,1.0,G,0.0099,at_bound,0.7764,0.3,geometric,6
5,0.0,123,37,0.3238,88.75,85.92,1.0,G,0.0141,at_bound,0.7764,0.3,geometric,6
5,0.0,123,38,0.3224,88.88,86.13,1.0,G,0.0083,at_bound,0.7764,0.3,geometric,6
5,0.0,123,39,0.3150,89.09,85.79,1.0,G,0.0148,at_bound,0.7764,0.3,geometric,6
5,0.0,123,40,0.3095,89.28,85.93,1.0,G,0.0114,at_bound,0.7764,0.3,geometric,6
5,0.0,123,41,0.2896,89.94,86.82,1.0,G,0.0091,at_bound,0.9293,0.3,geometric,6
5,0.0,123,42,0.2864,90.13,86.70,1.0,G,0.0031,at_bound,0.9293,0.3,geometric,6
5,0.0,123,43,0.2811,90.30,86.73,1.0,G,0.0034,at_bound,0.9293,0.3,geometric,6
5,0.0,123,44,0.2786,90.38,87.00,1.0,G,0.0045,at_bound,0.9293,0.3,geometric,6
5,0.0,123,45,0.2766,90.40,87.05,1.0,G,0.0066,at_bound,0.9293,0.3,geometric,6
5,0.0,123,46,0.2767,90.42,86.98,1.0,G,0.0038,at_bound,0.9293,0.3,geometric,6
5,0.0,123,47,0.2717,90.46,87.24,1.0,G,0.0010,at_bound,0.9293,0.3,geometric,6
5,0.0,123,48,0.2738,90.65,86.97,1.0,G,0.0052,at_bound,0.9293,0.3,geometric,6
5,0.0,123,49,0.2711,90.58,87.13,1.0,G,0.0030,at_bound,0.9293,0.3,geometric,6
5,0.0,123,50,0.2720,90.64,87.07,1.0,G,0.0051,at_bound,0.9293,0.3,geometric,6
