tau,momentum,seed,epoch,train_loss,train_acc,test_acc
0,0.9,456,1,1.7339,36.00,39.50
0,0.9,456,2,1.2247,55.46,48.79
0,0.9,456,3,0.9713,65.24,61.31
0,0.9,456,4,0.8104,71.36,73.59
0,0.9,456,5,0.7109,75.20,71.41
0,0.9,456,6,0.6477,77.46,71.96
0,0.9,456,7,0.5944,79.39,71.37
0,0.9,456,8,0.5568,80.71,78.08
0,0.9,456,9,0.5320,81.44,75.72
0,0.9,456,10,0.5054,82.46,81.20
0,0.9,456,11,0.4813,83.32,79.53
0,0.9,456,12,0.4589,84.05,78.79
0,0.9,456,13,0.4486,84.30,78.29
0,0.9,456,14,0.4297,85.14,74.31
0,0.9,456,15,0.4217,85.50,81.47
0,0.9,456,16,0.4088,85.71,82.28
0,0.9,456,17,0.3974,86.28,80.56
0,0.9,456,18,0.3870,86.66,80.71
0,0.9,456,19,0.3749,86.97,82.20
0,0.9,456,20,0.3733,87.19,81.47
0,0.9,456,21,0.3587,87.44,83.84
0,0.9,456,22,0.3525,87.79,82.26
0,0.9,456,23,0.3480,88.06,82.78
0,0.9,456,24,0.3390,88.12,84.75
0,0.9,456,25,0.3418,88.10,85.71
0,0.9,456,26,0.3336,88.25,86.02
0,0.9,456,27,0.3281,88.51,81.05
0,0.9,456,28,0.3198,88.93,85.34
0,0.9,456,29,0.3161,88.98,84.51
0,0.9,456,30,0.3142,88.93,84.33
0,0.9,456,31,0.2220,92.27,89.63
0,0.9,456,32,0.1916,93.36,89.74
0,0.9,456,33,0.1799,93.84,89.84
0,0.9,456,34,0.1745,93.98,89.86
0,0.9,456,35,0.1691,94.21,89.87
0,0.9,456,36,0.1608,94.47,90.06
0,0.9,456,37,0.1564,94.58,90.12
0,0.9,456,38,0.1543,94.69,90.14
0,0.9,456,39,0.1487,94.91,90.38
0,0.9,456,40,0.1468,94.90,90.32
0,0.9,456,41,0.1364,95.35,90.27
0,0.9,456,42,0.1328,95.41,90.24
0,0.9,456,43,0.1299,95.48,90.41
0,0.9,456,44,0.1320,95.50,90.45
0,0.9,456,45,0.1293,95.45,90.27
0,0.9,456,46,0.1295,95.63,90.34
0,0.9,456,47,0.1300,95.49,90.27
0,0.9,456,48,0.1300,95.49,90.30
0,0.9,456,49,0.1297,95.62,90.53
0,0.9,456,50,0.1264,95.73,90.39
