tau,momentum,seed,epoch,train_loss,train_acc,test_acc
0,0.9,42,1,1.6813,37.91,45.69
0,0.9,42,2,1.1912,56.96,59.92
0,0.9,42,3,0.9446,66.54,63.03
0,0.9,42,4,0.8046,71.59,71.40
0,0.9,42,5,0.7030,75.47,72.79
0,0.9,42,6,0.6340,77.85,75.62
0,0.9,42,7,0.5855,79.82,77.07
0,0.9,42,8,0.5502,80.92,78.09
0,0.9,42,9,0.5155,82.20,80.23
0,0.9,42,10,0.4972,82.76,77.98
0,0.9,42,11,0.4774,83.49,79.74
0,0.9,42,12,0.4510,84.35,81.55
0,0.9,42,13,0.4363,84.74,80.83
0,0.9,42,14,0.4232,85.31,79.83
0,0.9,42,15,0.4141,85.75,82.15
0,0.9,42,16,0.3971,86.20,83.48
0,0.9,42,17,0.3873,86.66,81.76
0,0.9,42,18,0.3790,86.77,81.89
0,0.9,42,19,0.3748,86.90,84.52
0,0.9,42,20,0.3665,87.18,79.62
0,0.9,42,21,0.3588,87.53,84.36
0,0.9,42,22,0.3471,87.92,81.89
0,0.9,42,23,0.3453,87.93,85.34
0,0.9,42,24,0.3348,88.19,79.97
0,0.9,42,25,0.3348,88.35,83.45
0,0.9,42,26,0.3262,88.54,82.23
0,0.9,42,27,0.3240,88.76,83.13
0,0.9,42,28,0.3186,88.86,84.13
0,0.9,42,29,0.3094,89.24,83.75
0,0.9,42,30,0.3066,89.33,84.55
0,0.9,42,31,0.2150,92.47,89.54
0,0.9,42,32,0.1870,93.50,89.64
0,0.9,42,33,0.1730,94.05,89.87
0,0.9,42,34,0.1685,94.21,89.74
0,0.9,42,35,0.1635,94.44,89.96
0,0.9,42,36,0.1573,94.56,89.95
0,0.9,42,37,0.1526,94.67,90.03
0,0.9,42,38,0.1484,94.78,90.15
0,0.9,42,39,0.1469,94.84,90.24
0,0.9,42,40,0.1404,95.12,90.08
0,0.9,42,41,0.1315,95.47,90.12
0,0.9,42,42,0.1269,95.59,90.36
0,0.9,42,43,0.1255,95.64,90.41
0,0.9,42,44,0.1281,95.55,90.34
0,0.9,42,45,0.1235,95.83,90.36
0,0.9,42,46,0.1243,95.74,90.45
0,0.9,42,47,0.1265,95.59,90.48
0,0.9,42,48,0.1231,95.76,90.45
0,0.9,42,49,0.1227,95.79,90.42
0,0.9,42,50,0.1213,95.87,90.42
