tau,momentum,seed,epoch,train_loss,train_acc,test_acc
2,0.9,123,1,2.5811,15.88,17.65
2,0.9,123,2,1.9380,24.85,32.77
2,0.9,123,3,1.7482,33.84,28.50
2,0.9,123,4,1.6399,38.71,39.55
2,0.9,123,5,1.5012,44.76,50.27
2,0.9,123,6,1.3999,48.88,43.73
2,0.9,123,7,1.2789,53.85,47.96
2,0.9,123,8,1.2041,56.64,53.25
2,0.9,123,9,1.1458,58.92,51.90
2,0.9,123,10,1.0443,62.77,59.74
2,0.9,123,11,0.9998,64.78,58.88
2,0.9,123,12,0.9375,66.84,62.98
2,0.9,123,13,0.8869,68.77,64.19
2,0.9,123,14,0.8500,70.48,66.58
2,0.9,123,15,0.7965,72.25,68.71
2,0.9,123,16,0.7719,73.12,69.59
2,0.9,123,17,0.7469,74.08,68.89
2,0.9,123,18,0.7078,75.44,73.15
2,0.9,123,19,0.6937,75.99,71.71
2,0.9,123,20,0.6753,76.49,72.24
2,0.9,123,21,0.6488,77.57,72.12
2,0.9,123,22,0.6311,78.14,76.78
2,0.9,123,23,0.6137,78.75,75.40
2,0.9,123,24,0.6071,78.92,63.91
2,0.9,123,25,0.5893,79.54,70.55
2,0.9,123,26,0.5623,80.51,80.10
2,0.9,123,27,0.5521,81.00,74.67
2,0.9,123,28,0.5475,81.21,76.05
2,0.9,123,29,0.5307,81.63,75.61
2,0.9,123,30,0.5292,81.90,75.23
2,0.9,123,31,0.4050,86.07,84.73
2,0.9,123,32,0.3694,87.24,85.16
2,0.9,123,33,0.3565,87.70,85.49
2,0.9,123,34,0.3475,87.86,85.50
2,0.9,123,35,0.3396,88.33,85.44
2,0.9,123,36,0.3339,88.51,85.72
2,0.9,123,37,0.3286,88.64,85.44
2,0.9,123,38,0.3231,88.72,85.78
2,0.9,123,39,0.3177,89.12,85.79
2,0.9,123,40,0.3137,89.11,85.60
2,0.9,123,41,0.3020,89.48,85.85
2,0.9,123,42,0.2999,89.60,85.91
2,0.9,123,43,0.3006,89.62,85.97
2,0.9,123,44,0.3019,89.40,86.12
2,0.9,123,45,0.2935,89.85,86.10
2,0.9,123,46,0.2957,89.70,85.92
2,0.9,123,47,0.2937,89.86,86.10
2,0.9,123,48,0.2943,89.90,86.08
2,0.9,123,49,0.2946,89.86,86.10
2,0.9,123,50,0.2945,89.84,86.11
