tau,momentum,seed,epoch,train_loss,train_acc,test_acc
20,0.9,42,1,31.0871,10.08,10.00
20,0.9,42,2,4.2409,10.08,10.00
20,0.9,42,3,4.2037,9.79,10.00
20,0.9,42,4,4.4471,10.12,10.00
20,0.9,42,5,4.4425,10.07,10.01
20,0.9,42,6,4.1481,9.91,10.00
20,0.9,42,7,4.4971,10.32,9.98
20,0.9,42,8,4.7012,10.09,10.01
20,0.9,42,9,4.5145,10.23,10.00
20,0.9,42,10,4.6089,9.96,10.01
20,0.9,42,11,4.6274,9.92,10.02
20,0.9,42,12,4.8038,9.69,9.98
20,0.9,42,13,4.3925,10.06,9.99
20,0.9,42,14,4.6581,10.03,9.99
20,0.9,42,15,4.3781,10.10,10.00
20,0.9,42,16,4.3691,9.97,10.00
20,0.9,42,17,4.4007,10.07,10.00
20,0.9,42,18,4.2329,10.18,9.99
20,0.9,42,19,4.5353,9.94,10.00
20,0.9,42,20,4.5035,10.05,10.00
20,0.9,42,21,4.3779,9.88,10.01
20,0.9,42,22,4.4962,10.14,10.00
20,0.9,42,23,4.1312,10.07,9.99
20,0.9,42,24,3.8892,9.99,10.00
20,0.9,42,25,4.4589,9.99,10.00
20,0.9,42,26,4.3989,10.20,10.00
20,0.9,42,27,4.1786,10.10,10.01
20,0.9,42,28,4.3190,9.84,10.00
20,0.9,42,29,4.5031,10.03,10.06
20,0.9,42,30,4.0218,9.96,10.00
20,0.9,42,31,2.7411,10.18,10.01
20,0.9,42,32,2.3110,10.02,10.24
20,0.9,42,33,2.3023,10.10,10.18
20,0.9,42,34,2.3023,9.78,10.25
20,0.9,42,35,2.3021,9.94,9.95
20,0.9,42,36,2.3019,9.89,9.82
20,0.9,42,37,2.3020,9.98,9.88
20,0.9,42,38,2.3018,9.89,9.94
20,0.9,42,39,2.3016,9.88,10.24
20,0.9,42,40,2.3013,9.99,9.82
20,0.9,42,41,2.3012,9.95,9.76
20,0.9,42,42,2.3010,9.94,9.75
20,0.9,42,43,2.3010,9.82,9.76
20,0.9,42,44,2.3007,9.89,9.79
20,0.9,42,45,2.3008,10.18,10.31
20,0.9,42,46,2.3006,10.07,9.80
20,0.9,42,47,2.3006,9.95,10.30
20,0.9,42,48,2.3006,10.39,10.30
20,0.9,42,49,2.3006,10.46,10.34
20,0.9,42,50,2.3005,10.44,10.32
