tau,momentum,seed,epoch,train_loss,train_acc,test_acc
0,0.5,42,1,1.6063,40.85,48.96
0,0.5,42,2,1.1657,57.88,55.79
0,0.5,42,3,0.9705,65.37,50.19
0,0.5,42,4,0.8376,70.41,64.92
0,0.5,42,5,0.7497,73.62,70.83
0,0.5,42,6,0.6865,76.08,69.57
0,0.5,42,7,0.6370,77.79,72.82
0,0.5,42,8,0.5960,79.24,74.81
0,0.5,42,9,0.5658,80.34,76.41
0,0.5,42,10,0.5376,81.27,73.79
0,0.5,42,11,0.5153,82.03,79.71
0,0.5,42,12,0.4932,82.87,78.64
0,0.5,42,13,0.4747,83.67,75.93
0,0.5,42,14,0.4627,83.89,78.86
0,0.5,42,15,0.4437,84.63,81.37
0,0.5,42,16,0.4253,85.38,78.61
0,0.5,42,17,0.4147,85.64,80.18
0,0.5,42,18,0.4004,86.16,81.34
0,0.5,42,19,0.3949,86.19,79.30
0,0.5,42,20,0.3832,86.70,81.32
0,0.5,42,21,0.3734,86.86,80.49
0,0.5,42,22,0.3634,87.35,81.18
0,0.5,42,23,0.3517,87.73,82.85
0,0.5,42,24,0.3389,88.12,78.49
0,0.5,42,25,0.3335,88.35,82.80
0,0.5,42,26,0.3253,88.60,81.87
0,0.5,42,27,0.3201,88.83,80.27
0,0.5,42,28,0.3077,89.20,84.89
0,0.5,42,29,0.3055,89.30,82.28
0,0.5,42,30,0.2967,89.59,84.28
0,0.5,42,31,0.2347,91.84,88.42
0,0.5,42,32,0.2170,92.53,88.50
0,0.5,42,33,0.2067,92.93,88.52
0,0.5,42,34,0.2031,93.06,88.34
0,0.5,42,35,0.1980,93.22,88.43
0,0.5,42,36,0.1914,93.51,88.43
0,0.5,42,37,0.1931,93.38,88.71
0,0.5,42,38,0.1913,93.41,88.86
0,0.5,42,39,0.1883,93.48,88.73
0,0.5,42,40,0.1866,93.57,88.49
0,0.5,42,41,0.1782,93.90,88.73
0,0.5,42,42,0.1769,93.93,88.74
0,0.5,42,43,0.1765,93.98,88.88
0,0.5,42,44,0.1754,94.03,88.87
0,0.5,42,45,0.1753,94.07,88.73
0,0.5,42,46,0.1737,94.05,88.81
0,0.5,42,47,0.1750,94.05,88.86
0,0.5,42,48,0.1726,94.02,88.83
0,0.5,42,49,0.1729,94.10,88.77
0,0.5,42,50,0.1733,94.04,88.80
