tau,momentum,seed,epoch,train_loss,train_acc,test_acc
10,0.0,42,1,3.1013,10.90,11.46
10,0.0,42,2,2.2788,12.57,15.31
10,0.0,42,3,2.1594,18.74,21.78
10,0.0,42,4,2.0270,22.48,25.08
10,0.0,42,5,1.9109,26.81,26.52
10,0.0,42,6,1.8365,30.16,29.07
10,0.0,42,7,1.7760,32.33,36.14
10,0.0,42,8,1.7054,35.34,35.06
10,0.0,42,9,1.6489,37.95,39.45
10,0.0,42,10,1.5919,39.65,42.68
10,0.0,42,11,1.5307,42.95,46.42
10,0.0,42,12,1.4605,45.65,45.05
10,0.0,42,13,1.3941,48.20,48.43
10,0.0,42,14,1.3428,50.19,51.92
10,0.0,42,15,1.2804,53.17,54.20
10,0.0,42,16,1.1985,56.08,54.59
10,0.0,42,17,1.1594,57.71,54.90
10,0.0,42,18,1.1198,59.39,55.07
10,0.0,42,19,1.0492,62.36,59.34
10,0.0,42,20,1.0096,63.58,60.37
10,0.0,42,21,0.9293,66.61,68.32
10,0.0,42,22,0.8911,68.33,65.13
10,0.0,42,23,0.8518,69.99,69.09
10,0.0,42,24,0.8026,72.04,64.49
10,0.0,42,25,0.7777,72.43,69.77
10,0.0,42,26,0.7612,73.23,70.77
10,0.0,42,27,0.7204,74.70,68.17
10,0.0,42,28,0.6907,75.72,73.95
10,0.0,42,29,0.6623,76.89,72.18
10,0.0,42,30,0.6612,76.71,73.78
10,0.0,42,31,0.5648,80.56,80.30
10,0.0,42,32,0.5476,81.00,80.48
10,0.0,42,33,0.5377,81.43,80.66
10,0.0,42,34,0.5346,81.43,80.63
10,0.0,42,35,0.5277,81.78,80.72
10,0.0,42,36,0.5219,81.77,80.86
10,0.0,42,37,0.5230,81.74,80.95
10,0.0,42,38,0.5190,82.01,80.97
10,0.0,42,39,0.5148,82.05,81.39
10,0.0,42,40,0.5121,82.25,81.24
10,0.0,42,41,0.5041,82.67,81.42
10,0.0,42,42,0.5037,82.66,81.46
10,0.0,42,43,0.5046,82.44,81.37
10,0.0,42,44,0.5022,82.53,81.31
10,0.0,42,45,0.5046,82.46,81.35
10,0.0,42,46,0.5038,82.61,81.49
10,0.0,42,47,0.5038,82.44,81.55
10,0.0,42,48,0.4980,82.74,81.45
10,0.0,42,49,0.5005,82.54,81.41
10,0.0,42,50,0.5000,82.59,81.42
