tau,momentum,seed,epoch,train_loss,train_acc,test_acc
20,0.5,456,1,5.0341,10.17,10.04
20,0.5,456,2,2.3032,9.78,10.01
20,0.5,456,3,2.3031,9.90,9.97
20,0.5,456,4,2.3031,9.84,9.95
20,0.5,456,5,2.3034,9.71,9.83
20,0.5,456,6,2.3033,9.76,9.86
20,0.5,456,7,2.3030,9.71,9.90
20,0.5,456,8,2.3031,9.74,10.07
20,0.5,456,9,2.3029,9.90,10.03
20,0.5,456,10,2.3030,9.95,10.35
20,0.5,456,11,2.3032,9.96,10.94
20,0.5,456,12,2.3020,10.51,11.18
20,0.5,456,13,2.2980,10.71,11.53
20,0.5,456,14,2.2899,11.45,11.76
20,0.5,456,15,2.2840,11.96,12.28
20,0.5,456,16,2.2792,11.91,12.36
20,0.5,456,17,2.2677,13.64,16.37
20,0.5,456,18,2.2333,16.94,14.45
20,0.5,456,19,2.1461,18.28,19.08
20,0.5,456,20,2.1368,18.65,20.68
20,0.5,456,21,2.1166,19.07,19.72
20,0.5,456,22,2.0667,21.01,20.67
20,0.5,456,23,2.0721,20.52,22.03
20,0.5,456,24,2.0156,21.54,21.27
20,0.5,456,25,2.0058,22.41,20.51
20,0.5,456,26,1.9973,21.76,19.46
20,0.5,456,27,1.9899,22.59,22.51
20,0.5,456,28,1.9845,22.14,24.04
20,0.5,456,29,1.9570,23.84,23.39
20,0.5,456,30,1.9461,24.29,24.42
20,0.5,456,31,1.8751,26.46,26.99
20,0.5,456,32,1.8598,26.84,27.06
20,0.5,456,33,1.8567,27.23,27.46
20,0.5,456,34,1.8481,27.58,27.81
20,0.5,456,35,1.8421,27.84,28.51
20,0.5,456,36,1.8332,28.10,28.59
20,0.5,456,37,1.8323,28.65,29.45
20,0.5,456,38,1.8224,29.14,29.66
20,0.5,456,39,1.8183,29.64,30.39
20,0.5,456,40,1.8108,30.00,31.26
20,0.5,456,41,1.8026,30.48,30.90
20,0.5,456,42,1.8015,30.74,31.13
20,0.5,456,43,1.7961,30.74,31.06
20,0.5,456,44,1.7986,30.87,31.16
20,0.5,456,45,1.7968,30.84,31.32
20,0.5,456,46,1.7956,30.83,31.16
20,0.5,456,47,1.7931,30.93,31.31
20,0.5,456,48,1.7929,30.80,31.50
20,0.5,456,49,1.7915,30.94,31.40
20,0.5,456,50,1.7910,30.84,31.57
