tau,momentum,seed,epoch,train_loss,train_acc,test_acc
2,0.9,42,1,2.6292,10.06,10.21
2,0.9,42,2,2.2379,13.92,17.79
2,0.9,42,3,2.1342,17.36,17.90
2,0.9,42,4,2.0477,20.52,18.87
2,0.9,42,5,1.9837,21.82,17.35
2,0.9,42,6,1.9111,24.48,29.06
2,0.9,42,7,1.8251,28.54,28.89
2,0.9,42,8,1.7363,33.09,29.52
2,0.9,42,9,1.6167,38.89,39.49
2,0.9,42,10,1.5288,43.45,30.98
2,0.9,42,11,1.4072,48.52,49.86
2,0.9,42,12,1.2953,52.97,50.50
2,0.9,42,13,1.1989,56.69,56.42
2,0.9,42,14,1.1556,58.67,51.93
2,0.9,42,15,1.0757,61.71,49.44
2,0.9,42,16,1.0078,64.14,61.27
2,0.9,42,17,0.9615,66.00,58.49
2,0.9,42,18,0.9347,67.04,64.72
2,0.9,42,19,0.8621,69.64,69.09
2,0.9,42,20,0.8136,71.40,63.31
2,0.9,42,21,0.8008,71.83,61.17
2,0.9,42,22,0.7569,73.68,62.02
2,0.9,42,23,0.7547,73.82,61.69
2,0.9,42,24,0.6996,75.68,69.71
2,0.9,42,25,0.6864,76.22,74.78
2,0.9,42,26,0.6769,76.62,76.15
2,0.9,42,27,0.6454,77.73,73.01
2,0.9,42,28,0.6370,77.87,70.66
2,0.9,42,29,0.6124,78.62,74.66
2,0.9,42,30,0.5979,79.40,72.15
2,0.9,42,31,0.4659,83.96,83.94
2,0.9,42,32,0.4348,85.00,84.24
2,0.9,42,33,0.4224,85.40,84.54
2,0.9,42,34,0.4158,85.47,84.82
2,0.9,42,35,0.4057,85.87,84.32
2,0.9,42,36,0.3992,86.10,84.76
2,0.9,42,37,0.3941,86.37,85.05
2,0.9,42,38,0.3903,86.43,85.11
2,0.9,42,39,0.3825,86.67,85.20
2,0.9,42,40,0.3824,86.75,85.07
2,0.9,42,41,0.3673,87.30,85.44
2,0.9,42,42,0.3648,87.44,85.11
2,0.9,42,43,0.3619,87.39,85.42
2,0.9,42,44,0.3640,87.43,85.43
2,0.9,42,45,0.3616,87.47,85.57
2,0.9,42,46,0.3598,87.51,85.51
2,0.9,42,47,0.3604,87.56,85.44
2,0.9,42,48,0.3568,87.54,85.41
2,0.9,42,49,0.3589,87.55,85.45
2,0.9,42,50,0.3591,87.44,85.55
