tau,momentum,seed,epoch,train_loss,train_acc,test_acc
5,0.9,456,1,3.1890,10.61,10.55
5,0.9,456,2,2.2964,12.28,13.19
5,0.9,456,3,2.2826,13.72,17.76
5,0.9,456,4,2.2627,15.10,14.98
5,0.9,456,5,2.2354,16.51,19.55
5,0.9,456,6,2.1495,19.06,18.88
5,0.9,456,7,2.0687,20.50,20.03
5,0.9,456,8,2.0107,21.00,21.97
5,0.9,456,9,1.9910,21.79,23.80
5,0.9,456,10,1.9765,22.30,24.02
5,0.9,456,11,1.9476,24.11,23.15
5,0.9,456,12,1.9400,24.26,25.53
5,0.9,456,13,1.9244,25.28,20.52
5,0.9,456,14,1.9046,27.59,29.04
5,0.9,456,15,1.8739,28.17,32.93
5,0.9,456,16,1.8127,31.13,30.18
5,0.9,456,17,1.8020,31.72,36.01
5,0.9,456,18,1.7205,34.67,26.14
5,0.9,456,19,1.6907,36.41,39.45
5,0.9,456,20,1.6649,37.55,38.56
5,0.9,456,21,1.6093,39.91,32.21
5,0.9,456,22,1.5138,43.60,38.65
5,0.9,456,23,1.5260,43.02,46.05
5,0.9,456,24,1.4505,46.22,47.28
5,0.9,456,25,1.4299,47.20,48.05
5,0.9,456,26,1.4156,48.26,49.01
5,0.9,456,27,1.3646,50.63,46.61
5,0.9,456,28,1.3122,52.37,45.31
5,0.9,456,29,1.2649,53.96,46.48
5,0.9,456,30,1.2194,55.94,54.63
5,0.9,456,31,0.9804,65.12,66.54
5,0.9,456,32,0.9307,66.95,66.99
5,0.9,456,33,0.9122,67.72,67.64
5,0.9,456,34,0.8990,68.21,68.34
5,0.9,456,35,0.8887,68.54,68.49
5,0.9,456,36,0.8777,69.03,68.79
5,0.9,456,37,0.8646,69.41,69.19
5,0.9,456,38,0.8520,69.70,69.48
5,0.9,456,39,0.8425,70.15,69.53
5,0.9,456,40,0.8387,70.37,69.86
5,0.9,456,41,0.8223,70.98,70.30
5,0.9,456,42,0.8193,70.83,70.40
5,0.9,456,43,0.8115,71.28,70.48
5,0.9,456,44,0.8161,71.13,70.44
5,0.9,456,45,0.8125,71.22,70.54
5,0.9,456,46,0.8170,71.08,70.44
5,0.9,456,47,0.8099,71.43,70.59
5,0.9,456,48,0.8098,71.54,70.72
5,0.9,456,49,0.8133,71.21,70.77
5,0.9,456,50,0.8088,71.42,70.77
