tau,momentum,seed,epoch,train_loss,train_acc,test_acc
10,0.9,456,1,5.5933,10.17,10.02
10,0.9,456,2,2.3227,9.97,10.01
10,0.9,456,3,2.3226,9.85,10.00
10,0.9,456,4,2.3136,9.89,10.02
10,0.9,456,5,2.3169,10.22,9.84
10,0.9,456,6,2.3162,10.01,9.97
10,0.9,456,7,2.3204,9.93,10.00
10,0.9,456,8,2.3160,9.95,10.00
10,0.9,456,9,2.3129,10.06,10.00
10,0.9,456,10,2.3219,9.93,9.97
10,0.9,456,11,2.3204,9.92,10.00
10,0.9,456,12,2.3151,9.91,9.96
10,0.9,456,13,2.3178,10.15,10.00
10,0.9,456,14,2.3238,10.04,10.01
10,0.9,456,15,2.3152,9.89,10.02
10,0.9,456,16,2.3118,10.07,10.01
10,0.9,456,17,2.3152,9.96,10.00
10,0.9,456,18,2.3142,9.92,9.96
10,0.9,456,19,2.3201,9.87,10.00
10,0.9,456,20,2.3218,9.92,10.00
10,0.9,456,21,2.3203,9.94,10.01
10,0.9,456,22,2.3176,10.01,10.00
10,0.9,456,23,2.3163,9.65,9.99
10,0.9,456,24,2.3247,9.76,9.99
10,0.9,456,25,2.3190,10.10,10.00
10,0.9,456,26,2.3192,10.01,9.97
10,0.9,456,27,2.3148,10.03,9.99
10,0.9,456,28,2.3197,9.86,9.89
10,0.9,456,29,2.3212,10.04,10.00
10,0.9,456,30,2.3187,9.88,9.99
10,0.9,456,31,2.3058,9.99,10.01
10,0.9,456,32,2.3029,9.97,10.02
10,0.9,456,33,2.3028,10.07,10.03
10,0.9,456,34,2.3029,9.84,9.97
10,0.9,456,35,2.3029,9.76,10.01
10,0.9,456,36,2.3029,9.70,9.94
10,0.9,456,37,2.3029,9.96,10.00
10,0.9,456,38,2.3028,9.80,10.00
10,0.9,456,39,2.3029,9.95,9.93
10,0.9,456,40,2.3028,9.94,10.01
10,0.9,456,41,2.3027,10.00,10.02
10,0.9,456,42,2.3027,10.00,10.02
10,0.9,456,43,2.3026,9.78,10.03
10,0.9,456,44,2.3026,9.90,10.01
10,0.9,456,45,2.3026,10.00,10.02
10,0.9,456,46,2.3026,9.92,10.03
10,0.9,456,47,2.3026,9.76,10.02
10,0.9,456,48,2.3026,9.84,10.02
10,0.9,456,49,2.3026,9.72,9.98
10,0.9,456,50,2.3026,9.79,10.02
