tau,momentum,seed,epoch,train_loss,train_acc,test_acc
5,0.5,456,1,2.8175,15.68,20.55
5,0.5,456,2,2.0094,22.71,23.50
5,0.5,456,3,1.8921,28.18,30.04
5,0.5,456,4,1.7619,34.18,38.11
5,0.5,456,5,1.6749,37.72,42.24
5,0.5,456,6,1.6035,40.70,39.84
5,0.5,456,7,1.5398,43.53,42.39
5,0.5,456,8,1.4798,45.98,46.23
5,0.5,456,9,1.4215,47.85,45.19
5,0.5,456,10,1.3571,50.52,44.25
5,0.5,456,11,1.2722,53.63,47.79
5,0.5,456,12,1.1875,57.23,44.50
5,0.5,456,13,1.1078,59.94,60.55
5,0.5,456,14,1.0235,63.53,62.87
5,0.5,456,15,0.9490,66.38,64.32
5,0.5,456,16,0.8887,68.62,67.81
5,0.5,456,17,0.8478,70.38,66.33
5,0.5,456,18,0.7964,72.27,67.69
5,0.5,456,19,0.7483,73.97,65.43
5,0.5,456,20,0.7228,74.81,68.76
5,0.5,456,21,0.6908,75.94,71.47
5,0.5,456,22,0.6667,76.80,72.53
5,0.5,456,23,0.6448,77.53,76.34
5,0.5,456,24,0.6181,78.53,75.47
5,0.5,456,25,0.6037,78.86,74.66
5,0.5,456,26,0.5848,79.76,73.62
5,0.5,456,27,0.5672,80.31,75.00
5,0.5,456,28,0.5471,80.87,74.81
5,0.5,456,29,0.5402,81.17,77.44
5,0.5,456,30,0.5213,81.90,77.12
5,0.5,456,31,0.4280,85.22,83.74
5,0.5,456,32,0.4119,85.63,83.85
5,0.5,456,33,0.4043,86.08,84.10
5,0.5,456,34,0.4032,86.15,83.74
5,0.5,456,35,0.3968,86.22,84.16
5,0.5,456,36,0.3929,86.35,83.84
5,0.5,456,37,0.3888,86.47,84.17
5,0.5,456,38,0.3838,86.74,84.01
5,0.5,456,39,0.3819,86.87,84.04
5,0.5,456,40,0.3832,86.76,84.05
5,0.5,456,41,0.3736,87.12,84.31
5,0.5,456,42,0.3738,87.19,84.27
5,0.5,456,43,0.3707,87.19,84.29
5,0.5,456,44,0.3681,87.31,84.31
5,0.5,456,45,0.3667,87.34,84.20
5,0.5,456,46,0.3712,87.06,84.28
5,0.5,456,47,0.3666,87.36,84.40
5,0.5,456,48,0.3696,87.28,84.28
5,0.5,456,49,0.3703,87.27,84.31
5,0.5,456,50,0.3687,87.22,84.31
