tau,momentum,seed,epoch,train_loss,train_acc,test_acc
5,0.0,42,1,2.4515,19.24,26.28
5,0.0,42,2,1.8458,28.97,30.73
5,0.0,42,3,1.7101,34.54,39.26
5,0.0,42,4,1.6053,39.73,43.65
5,0.0,42,5,1.4739,44.98,46.47
5,0.0,42,6,1.3748,49.46,46.98
5,0.0,42,7,1.2817,53.09,53.90
5,0.0,42,8,1.1771,57.26,57.14
5,0.0,42,9,1.1033,60.01,57.33
5,0.0,42,10,1.0326,62.78,56.10
5,0.0,42,11,0.9771,64.91,62.52
5,0.0,42,12,0.9256,67.08,60.60
5,0.0,42,13,0.8717,68.87,64.21
5,0.0,42,14,0.8315,70.50,66.81
5,0.0,42,15,0.8011,71.55,65.99
5,0.0,42,16,0.7643,73.02,69.79
5,0.0,42,17,0.7208,74.63,71.46
5,0.0,42,18,0.6958,75.46,72.93
5,0.0,42,19,0.6638,76.58,75.52
5,0.0,42,20,0.6409,77.52,76.77
5,0.0,42,21,0.6169,78.39,73.54
5,0.0,42,22,0.5910,79.26,76.31
5,0.0,42,23,0.5761,79.84,77.23
5,0.0,42,24,0.5585,80.53,76.06
5,0.0,42,25,0.5446,81.07,76.90
5,0.0,42,26,0.5334,81.42,80.24
5,0.0,42,27,0.5097,82.23,80.27
5,0.0,42,28,0.4991,82.63,78.67
5,0.0,42,29,0.4873,82.91,79.70
5,0.0,42,30,0.4735,83.53,78.41
5,0.0,42,31,0.4025,86.13,84.59
5,0.0,42,32,0.3878,86.71,84.49
5,0.0,42,33,0.3759,87.11,84.71
5,0.0,42,34,0.3764,87.01,84.56
5,0.0,42,35,0.3717,87.12,84.70
5,0.0,42,36,0.3691,87.27,84.69
5,0.0,42,37,0.3661,87.35,85.16
5,0.0,42,38,0.3666,87.32,84.87
5,0.0,42,39,0.3617,87.46,84.99
5,0.0,42,40,0.3635,87.55,84.83
5,0.0,42,41,0.3543,87.80,84.99
5,0.0,42,42,0.3540,87.94,84.96
5,0.0,42,43,0.3549,87.79,85.04
5,0.0,42,44,0.3539,87.77,85.08
5,0.0,42,45,0.3548,87.72,85.10
5,0.0,42,46,0.3543,87.74,85.06
5,0.0,42,47,0.3549,87.81,85.10
5,0.0,42,48,0.3527,87.78,85.08
5,0.0,42,49,0.3540,87.84,85.12
5,0.0,42,50,0.3520,87.91,85.15
