tau,momentum,seed,epoch,train_loss,train_acc,test_acc
5,0.5,42,1,2.7767,10.53,11.88
5,0.5,42,2,2.2261,14.89,20.10
5,0.5,42,3,2.0225,22.99,26.80
5,0.5,42,4,1.8607,29.58,32.69
5,0.5,42,5,1.7526,34.19,28.18
5,0.5,42,6,1.6512,38.15,37.96
5,0.5,42,7,1.5728,41.38,39.79
5,0.5,42,8,1.4777,45.19,43.28
5,0.5,42,9,1.3863,48.75,46.96
5,0.5,42,10,1.2701,53.54,54.73
5,0.5,42,11,1.1667,57.72,53.70
5,0.5,42,12,1.0846,60.90,60.01
5,0.5,42,13,0.9967,64.11,62.86
5,0.5,42,14,0.9266,66.85,65.88
5,0.5,42,15,0.8555,69.86,64.10
5,0.5,42,16,0.8034,71.55,70.81
5,0.5,42,17,0.7645,73.13,68.56
5,0.5,42,18,0.7276,74.67,71.01
5,0.5,42,19,0.6826,76.06,72.82
5,0.5,42,20,0.6549,77.20,76.49
5,0.5,42,21,0.6232,78.22,75.70
5,0.5,42,22,0.6096,78.65,72.08
5,0.5,42,23,0.5896,79.47,77.28
5,0.5,42,24,0.5653,80.05,78.87
5,0.5,42,25,0.5511,80.92,79.57
5,0.5,42,26,0.5349,81.33,80.05
5,0.5,42,27,0.5137,82.07,78.99
5,0.5,42,28,0.5021,82.62,79.14
5,0.5,42,29,0.4860,83.02,80.86
5,0.5,42,30,0.4773,83.39,81.20
5,0.5,42,31,0.4006,86.27,84.65
5,0.5,42,32,0.3785,86.94,84.95
5,0.5,42,33,0.3663,87.31,84.90
5,0.5,42,34,0.3621,87.50,84.79
5,0.5,42,35,0.3585,87.61,84.92
5,0.5,42,36,0.3573,87.70,85.03
5,0.5,42,37,0.3531,87.70,85.05
5,0.5,42,38,0.3523,87.80,85.26
5,0.5,42,39,0.3478,87.86,85.36
5,0.5,42,40,0.3487,87.92,85.08
5,0.5,42,41,0.3385,88.37,85.12
5,0.5,42,42,0.3393,88.23,85.29
5,0.5,42,43,0.3369,88.26,85.22
5,0.5,42,44,0.3364,88.38,85.27
5,0.5,42,45,0.3364,88.34,85.16
5,0.5,42,46,0.3367,88.30,85.37
5,0.5,42,47,0.3364,88.32,85.36
5,0.5,42,48,0.3337,88.37,85.27
5,0.5,42,49,0.3333,88.45,85.37
5,0.5,42,50,0.3362,88.24,85.23
