tau,momentum,seed,epoch,train_loss,train_acc,test_acc
0,0.5,123,1,1.5853,41.38,44.88
0,0.5,123,2,1.1796,57.56,57.60
0,0.5,123,3,0.9814,64.84,67.09
0,0.5,123,4,0.8532,69.91,67.70
0,0.5,123,5,0.7563,73.57,72.23
0,0.5,123,6,0.6942,75.71,72.74
0,0.5,123,7,0.6392,77.71,71.74
0,0.5,123,8,0.5998,79.26,62.74
0,0.5,123,9,0.5675,80.16,74.78
0,0.5,123,10,0.5383,81.33,76.04
0,0.5,123,11,0.5121,82.04,80.25
0,0.5,123,12,0.4930,82.81,73.85
0,0.5,123,13,0.4705,83.77,77.56
0,0.5,123,14,0.4528,84.18,80.56
0,0.5,123,15,0.4341,84.74,80.64
0,0.5,123,16,0.4244,85.17,71.15
0,0.5,123,17,0.4097,85.93,78.33
0,0.5,123,18,0.3989,86.14,81.38
0,0.5,123,19,0.3851,86.67,82.31
0,0.5,123,20,0.3737,86.97,81.50
0,0.5,123,21,0.3642,87.27,83.17
0,0.5,123,22,0.3533,87.66,79.53
0,0.5,123,23,0.3444,88.08,83.29
0,0.5,123,24,0.3359,88.32,82.22
0,0.5,123,25,0.3309,88.47,80.36
0,0.5,123,26,0.3223,88.54,82.60
0,0.5,123,27,0.3154,88.95,83.97
0,0.5,123,28,0.3094,89.14,84.17
0,0.5,123,29,0.3009,89.41,83.63
0,0.5,123,30,0.2982,89.59,84.88
0,0.5,123,31,0.2323,91.96,87.98
0,0.5,123,32,0.2124,92.75,88.05
0,0.5,123,33,0.2067,92.97,88.30
0,0.5,123,34,0.1989,93.19,88.20
0,0.5,123,35,0.1970,93.21,88.20
0,0.5,123,36,0.1929,93.44,88.37
0,0.5,123,37,0.1896,93.45,88.24
0,0.5,123,38,0.1904,93.42,88.52
0,0.5,123,39,0.1849,93.57,88.27
0,0.5,123,40,0.1838,93.75,88.44
0,0.5,123,41,0.1775,93.89,88.64
0,0.5,123,42,0.1762,93.94,88.59
0,0.5,123,43,0.1755,94.03,88.51
0,0.5,123,44,0.1726,94.03,88.63
0,0.5,123,45,0.1723,94.13,88.60
0,0.5,123,46,0.1741,93.95,88.70
0,0.5,123,47,0.1720,94.15,88.65
0,0.5,123,48,0.1739,94.02,88.60
0,0.5,123,49,0.1736,94.08,88.60
0,0.5,123,50,0.1724,94.04,88.66
