tau,momentum,seed,epoch,train_loss,train_acc,test_acc
20,0.0,456,1,4.3725,10.97,14.82
20,0.0,456,2,2.2736,15.60,16.07
20,0.0,456,3,2.1959,16.90,17.60
20,0.0,456,4,2.1457,17.84,18.70
20,0.0,456,5,2.1324,17.95,16.28
20,0.0,456,6,2.1307,18.82,11.03
20,0.0,456,7,2.0881,19.92,22.63
20,0.0,456,8,2.0420,21.77,21.34
20,0.0,456,9,2.0120,23.12,21.45
20,0.0,456,10,2.0112,23.94,18.27
20,0.0,456,11,1.9643,25.65,26.76
20,0.0,456,12,1.9091,28.02,27.65
20,0.0,456,13,1.8864,29.12,28.57
20,0.0,456,14,1.8261,31.19,31.84
20,0.0,456,15,1.8042,33.21,28.95
20,0.0,456,16,1.7456,35.17,39.78
20,0.0,456,17,1.7198,36.44,41.58
20,0.0,456,18,1.6559,37.90,38.34
20,0.0,456,19,1.6348,39.67,40.48
20,0.0,456,20,1.6122,40.64,40.98
20,0.0,456,21,1.5836,41.73,43.03
20,0.0,456,22,1.5673,42.36,46.76
20,0.0,456,23,1.5186,44.12,44.40
20,0.0,456,24,1.5000,44.52,46.49
20,0.0,456,25,1.4555,46.27,46.64
20,0.0,456,26,1.4376,47.37,48.06
20,0.0,456,27,1.4175,47.64,46.44
20,0.0,456,28,1.3741,49.55,46.43
20,0.0,456,29,1.3734,49.82,49.97
20,0.0,456,30,1.3234,51.44,49.28
20,0.0,456,31,1.1940,56.96,58.94
20,0.0,456,32,1.1530,58.59,59.53
20,0.0,456,33,1.1398,59.35,60.09
20,0.0,456,34,1.1290,59.50,60.40
20,0.0,456,35,1.1226,59.91,61.09
20,0.0,456,36,1.1139,60.01,61.18
20,0.0,456,37,1.1031,60.30,61.44
20,0.0,456,38,1.0976,60.56,61.49
20,0.0,456,39,1.0865,61.19,62.16
20,0.0,456,40,1.0821,61.32,62.02
20,0.0,456,41,1.0748,61.48,62.25
20,0.0,456,42,1.0745,61.62,62.28
20,0.0,456,43,1.0731,61.54,62.33
20,0.0,456,44,1.0748,61.56,62.56
20,0.0,456,45,1.0744,61.49,62.37
20,0.0,456,46,1.0718,61.75,62.59
20,0.0,456,47,1.0720,61.68,62.66
20,0.0,456,48,1.0728,61.71,62.81
20,0.0,456,49,1.0710,61.81,62.50
20,0.0,456,50,1.0681,61.79,62.70
