tau,momentum,seed,epoch,train_loss,train_acc,test_acc
0,0.0,456,1,1.6458,38.68,29.39
0,0.0,456,2,1.2526,54.67,53.91
0,0.0,456,3,1.0645,61.71,55.72
0,0.0,456,4,0.9407,66.21,62.29
0,0.0,456,5,0.8567,69.40,65.36
0,0.0,456,6,0.7798,72.41,72.44
0,0.0,456,7,0.7277,74.29,66.57
0,0.0,456,8,0.6858,76.01,69.35
0,0.0,456,9,0.6467,77.47,68.90
0,0.0,456,10,0.6142,78.64,72.16
0,0.0,456,11,0.5882,79.59,63.63
0,0.0,456,12,0.5619,80.57,78.06
0,0.0,456,13,0.5445,80.94,74.98
0,0.0,456,14,0.5176,81.97,78.08
0,0.0,456,15,0.5118,82.35,77.36
0,0.0,456,16,0.4907,82.86,78.09
0,0.0,456,17,0.4745,83.41,74.53
0,0.0,456,18,0.4619,83.79,80.74
0,0.0,456,19,0.4452,84.48,79.93
0,0.0,456,20,0.4360,84.77,81.05
0,0.0,456,21,0.4229,85.24,82.25
0,0.0,456,22,0.4120,85.59,78.75
0,0.0,456,23,0.4023,85.94,76.57
0,0.0,456,24,0.3908,86.34,79.63
0,0.0,456,25,0.3835,86.59,76.79
0,0.0,456,26,0.3712,87.06,83.02
0,0.0,456,27,0.3681,87.21,82.20
0,0.0,456,28,0.3587,87.37,79.05
0,0.0,456,29,0.3495,87.88,81.64
0,0.0,456,30,0.3439,87.80,74.15
0,0.0,456,31,0.2856,90.16,86.82
0,0.0,456,32,0.2686,90.83,86.75
0,0.0,456,33,0.2618,90.94,86.72
0,0.0,456,34,0.2594,91.03,86.89
0,0.0,456,35,0.2567,91.20,87.01
0,0.0,456,36,0.2509,91.32,87.21
0,0.0,456,37,0.2496,91.38,87.01
0,0.0,456,38,0.2482,91.62,87.11
0,0.0,456,39,0.2479,91.40,86.87
0,0.0,456,40,0.2463,91.46,87.31
0,0.0,456,41,0.2374,91.94,87.26
0,0.0,456,42,0.2378,91.86,87.35
0,0.0,456,43,0.2348,91.96,87.36
0,0.0,456,44,0.2365,91.89,87.36
0,0.0,456,45,0.2360,91.80,87.15
0,0.0,456,46,0.2390,91.79,87.28
0,0.0,456,47,0.2341,91.83,87.31
0,0.0,456,48,0.2369,91.85,87.34
0,0.0,456,49,0.2339,92.00,87.26
0,0.0,456,50,0.2339,91.94,87.32
