tau,momentum,seed,epoch,train_loss,train_acc,test_acc
10,0.0,123,1,3.2271,11.18,11.88
10,0.0,123,2,2.2889,13.44,17.56
10,0.0,123,3,2.1609,18.95,22.57
10,0.0,123,4,1.9705,24.45,27.47
10,0.0,123,5,1.8845,28.07,26.46
10,0.0,123,6,1.7832,32.30,36.47
10,0.0,123,7,1.7118,35.24,35.14
10,0.0,123,8,1.6153,39.41,43.53
10,0.0,123,9,1.5485,41.85,43.08
10,0.0,123,10,1.4633,45.69,43.94
10,0.0,123,11,1.3922,48.56,47.87
10,0.0,123,12,1.3332,51.02,51.02
10,0.0,123,13,1.2571,53.83,55.87
10,0.0,123,14,1.1952,56.46,57.57
10,0.0,123,15,1.1216,59.24,54.99
10,0.0,123,16,1.0700,61.16,61.86
10,0.0,123,17,0.9919,64.11,52.32
10,0.0,123,18,0.9612,65.76,66.02
10,0.0,123,19,0.9112,67.54,66.67
10,0.0,123,20,0.8528,69.76,65.51
10,0.0,123,21,0.8183,70.94,69.85
10,0.0,123,22,0.7903,72.09,68.55
10,0.0,123,23,0.7563,73.46,70.49
10,0.0,123,24,0.7279,74.36,71.76
10,0.0,123,25,0.6997,75.49,72.04
10,0.0,123,26,0.6779,76.20,74.35
10,0.0,123,27,0.6485,77.18,73.78
10,0.0,123,28,0.6365,77.73,76.11
10,0.0,123,29,0.6169,78.40,76.73
10,0.0,123,30,0.6058,78.98,76.30
10,0.0,123,31,0.5176,82.14,81.90
10,0.0,123,32,0.4997,82.74,81.86
10,0.0,123,33,0.4928,82.89,81.99
10,0.0,123,34,0.4888,82.99,82.15
10,0.0,123,35,0.4818,83.30,82.15
10,0.0,123,36,0.4797,83.42,82.32
10,0.0,123,37,0.4763,83.40,82.16
10,0.0,123,38,0.4736,83.45,82.42
10,0.0,123,39,0.4725,83.55,82.26
10,0.0,123,40,0.4658,83.85,82.24
10,0.0,123,41,0.4661,83.73,82.32
10,0.0,123,42,0.4654,83.81,82.30
10,0.0,123,43,0.4648,83.78,82.36
10,0.0,123,44,0.4630,83.90,82.43
10,0.0,123,45,0.4628,84.09,82.47
10,0.0,123,46,0.4612,84.11,82.52
10,0.0,123,47,0.4601,84.18,82.38
10,0.0,123,48,0.4615,83.96,82.42
10,0.0,123,49,0.4651,83.84,82.54
10,0.0,123,50,0.4639,83.91,82.43
