tau,momentum,seed,epoch,train_loss,train_acc,test_acc
10,0.9,123,1,5.4412,9.99,10.00
10,0.9,123,2,2.3201,10.10,10.05
10,0.9,123,3,2.3124,10.31,9.82
10,0.9,123,4,2.3231,10.01,9.88
10,0.9,123,5,2.3252,10.06,9.99
10,0.9,123,6,2.3180,9.77,10.49
10,0.9,123,7,2.3159,10.57,10.57
10,0.9,123,8,2.3193,11.37,10.76
10,0.9,123,9,2.3136,11.43,11.68
10,0.9,123,10,2.3220,12.26,11.09
10,0.9,123,11,2.3401,12.21,13.14
10,0.9,123,12,2.4212,11.90,12.28
10,0.9,123,13,2.3340,14.13,16.70
10,0.9,123,14,2.3704,13.31,17.35
10,0.9,123,15,2.3257,14.65,12.60
10,0.9,123,16,2.3404,14.45,14.44
10,0.9,123,17,2.2760,16.94,17.80
10,0.9,123,18,2.2805,17.07,16.33
10,0.9,123,19,2.2974,15.94,16.31
10,0.9,123,20,2.2801,17.72,21.56
10,0.9,123,21,2.2736,15.17,19.44
10,0.9,123,22,2.2803,16.96,18.87
10,0.9,123,23,2.3326,16.25,9.95
10,0.9,123,24,2.2189,18.30,20.65
10,0.9,123,25,2.3190,17.30,16.10
10,0.9,123,26,2.2460,18.34,20.14
10,0.9,123,27,2.2495,17.53,17.96
10,0.9,123,28,2.1294,18.99,16.74
10,0.9,123,29,2.1659,18.79,21.88
10,0.9,123,30,2.1686,18.39,19.69
10,0.9,123,31,1.9129,24.73,28.46
10,0.9,123,32,1.8206,28.22,30.25
10,0.9,123,33,1.7963,29.32,29.82
10,0.9,123,34,1.7759,30.37,31.30
10,0.9,123,35,1.7627,30.78,32.18
10,0.9,123,36,1.7467,31.63,32.38
10,0.9,123,37,1.7282,32.79,33.54
10,0.9,123,38,1.7174,33.32,34.45
10,0.9,123,39,1.6979,34.40,35.28
10,0.9,123,40,1.6801,35.65,36.52
10,0.9,123,41,1.6632,36.47,36.13
10,0.9,123,42,1.6624,36.55,36.26
10,0.9,123,43,1.6587,36.39,36.15
10,0.9,123,44,1.6553,36.87,36.31
10,0.9,123,45,1.6506,36.91,36.55
10,0.9,123,46,1.6509,36.76,36.99
10,0.9,123,47,1.6470,37.03,37.10
10,0.9,123,48,1.6459,37.01,37.09
10,0.9,123,49,1.6422,37.21,36.86
10,0.9,123,50,1.6390,37.41,37.49
