tau,momentum,seed,epoch,train_loss,train_acc,test_acc
20,0.9,123,1,21.2041,10.11,9.97
20,0.9,123,2,4.6946,10.05,9.99
20,0.9,123,3,4.1013,10.20,9.98
20,0.9,123,4,4.5924,10.01,10.05
20,0.9,123,5,4.4322,9.92,10.00
20,0.9,123,6,4.1472,10.00,9.91
20,0.9,123,7,4.4415,9.76,9.99
20,0.9,123,8,4.5641,10.19,9.98
20,0.9,123,9,4.5431,9.65,10.11
20,0.9,123,10,4.3324,9.99,9.95
20,0.9,123,11,4.1837,10.12,9.98
20,0.9,123,12,4.3604,9.92,10.01
20,0.9,123,13,4.4423,10.06,9.97
20,0.9,123,14,4.1243,9.89,9.99
20,0.9,123,15,4.0748,10.02,10.05
20,0.9,123,16,4.2632,9.88,9.99
20,0.9,123,17,4.1862,9.83,9.97
20,0.9,123,18,4.2179,10.25,10.05
20,0.9,123,19,4.2755,9.92,9.98
20,0.9,123,20,4.3033,10.00,10.18
20,0.9,123,21,4.7171,10.18,9.95
20,0.9,123,22,4.7808,10.28,10.23
20,0.9,123,23,4.7289,10.04,10.00
20,0.9,123,24,4.3913,10.14,9.99
20,0.9,123,25,4.6343,10.01,10.00
20,0.9,123,26,4.5030,10.05,10.01
20,0.9,123,27,4.1557,9.97,9.98
20,0.9,123,28,4.4252,10.43,10.03
20,0.9,123,29,4.5686,10.25,10.71
20,0.9,123,30,4.5122,10.42,10.29
20,0.9,123,31,3.4665,11.04,11.06
20,0.9,123,32,2.4983,11.09,10.95
20,0.9,123,33,2.2910,11.07,10.89
20,0.9,123,34,2.2892,11.07,10.76
20,0.9,123,35,2.2883,11.22,10.98
20,0.9,123,36,2.2884,11.06,11.20
20,0.9,123,37,2.2874,11.22,11.21
20,0.9,123,38,2.2876,11.21,11.22
20,0.9,123,39,2.2866,11.21,11.23
20,0.9,123,40,2.2860,11.27,11.14
20,0.9,123,41,2.2858,11.26,11.16
20,0.9,123,42,2.2852,11.26,11.38
20,0.9,123,43,2.2861,11.21,11.47
20,0.9,123,44,2.2852,11.44,11.29
20,0.9,123,45,2.2853,11.35,11.39
20,0.9,123,46,2.2850,11.41,11.45
20,0.9,123,47,2.2858,11.33,11.48
20,0.9,123,48,2.2864,11.34,11.47
20,0.9,123,49,2.2851,11.49,11.53
20,0.9,123,50,2.2852,11.42,11.43
