tau,momentum,seed,epoch,train_loss,train_acc,test_acc
10,0.9,42,1,5.3142,10.22,11.03
10,0.9,42,2,2.3298,10.58,11.41
10,0.9,42,3,2.3199,10.58,11.86
10,0.9,42,4,2.3130,11.34,11.48
10,0.9,42,5,2.2939,12.30,13.77
10,0.9,42,6,2.3082,12.27,14.39
10,0.9,42,7,2.2900,13.06,15.97
10,0.9,42,8,2.3070,13.63,15.91
10,0.9,42,9,2.3632,13.60,12.03
10,0.9,42,10,2.3433,14.09,13.02
10,0.9,42,11,2.3165,15.33,10.00
10,0.9,42,12,2.3232,14.68,15.95
10,0.9,42,13,2.2998,14.94,16.72
10,0.9,42,14,2.2956,15.96,13.11
10,0.9,42,15,2.2563,15.93,17.26
10,0.9,42,16,2.3091,16.06,18.87
10,0.9,42,17,2.2631,16.98,20.69
10,0.9,42,18,2.2520,18.05,14.51
10,0.9,42,19,2.2360,16.81,18.16
10,0.9,42,20,2.1944,18.69,10.25
10,0.9,42,21,2.2384,17.82,19.41
10,0.9,42,22,2.1980,18.49,15.28
10,0.9,42,23,2.1907,19.11,18.53
10,0.9,42,24,2.1888,19.46,18.13
10,0.9,42,25,2.2429,18.82,20.77
10,0.9,42,26,2.1844,19.70,20.23
10,0.9,42,27,2.1487,19.76,20.03
10,0.9,42,28,2.1958,19.32,17.97
10,0.9,42,29,2.1889,19.76,17.75
10,0.9,42,30,2.1496,19.78,19.97
10,0.9,42,31,1.9122,25.21,28.22
10,0.9,42,32,1.8565,27.32,29.73
10,0.9,42,33,1.8393,27.69,30.21
10,0.9,42,34,1.8242,28.62,30.76
10,0.9,42,35,1.8086,29.71,32.87
10,0.9,42,36,1.7869,31.56,34.00
10,0.9,42,37,1.7644,32.57,35.14
10,0.9,42,38,1.7401,34.04,35.95
10,0.9,42,39,1.7231,34.60,36.99
10,0.9,42,40,1.7115,35.16,38.18
10,0.9,42,41,1.6920,36.14,38.10
10,0.9,42,42,1.6857,36.45,38.34
10,0.9,42,43,1.6885,36.42,38.23
10,0.9,42,44,1.6845,36.61,38.17
10,0.9,42,45,1.6811,36.77,38.40
10,0.9,42,46,1.6831,36.42,38.43
10,0.9,42,47,1.6780,36.83,38.11
10,0.9,42,48,1.6772,36.66,38.55
10,0.9,42,49,1.6762,36.76,38.74
10,0.9,42,50,1.6724,36.85,38.70
