tau,momentum,seed,epoch,train_loss,train_acc,test_acc
0,0.5,456,1,1.5412,43.56,43.79
0,0.5,456,2,1.1260,59.46,58.91
0,0.5,456,3,0.9457,66.11,64.09
0,0.5,456,4,0.8237,70.88,61.07
0,0.5,456,5,0.7418,74.04,69.86
0,0.5,456,6,0.6810,76.12,74.71
0,0.5,456,7,0.6296,78.30,72.12
0,0.5,456,8,0.5982,79.16,70.68
0,0.5,456,9,0.5628,80.37,73.43
0,0.5,456,10,0.5337,81.49,75.93
0,0.5,456,11,0.5119,82.14,68.91
0,0.5,456,12,0.4865,83.01,79.11
0,0.5,456,13,0.4682,83.81,77.53
0,0.5,456,14,0.4489,84.49,76.64
0,0.5,456,15,0.4398,84.70,82.32
0,0.5,456,16,0.4205,85.42,77.47
0,0.5,456,17,0.4058,85.83,82.52
0,0.5,456,18,0.3923,86.33,80.43
0,0.5,456,19,0.3822,86.90,83.13
0,0.5,456,20,0.3751,86.98,82.62
0,0.5,456,21,0.3605,87.48,81.23
0,0.5,456,22,0.3554,87.64,83.66
0,0.5,456,23,0.3448,87.93,81.37
0,0.5,456,24,0.3345,88.19,83.57
0,0.5,456,25,0.3268,88.54,83.45
0,0.5,456,26,0.3213,88.77,84.47
0,0.5,456,27,0.3157,88.93,82.66
0,0.5,456,28,0.3058,89.29,86.43
0,0.5,456,29,0.3015,89.61,83.05
0,0.5,456,30,0.2945,89.66,83.28
0,0.5,456,31,0.2272,92.25,88.59
0,0.5,456,32,0.2108,92.76,89.05
0,0.5,456,33,0.2058,92.90,88.85
0,0.5,456,34,0.1982,93.29,88.96
0,0.5,456,35,0.1958,93.15,88.68
0,0.5,456,36,0.1894,93.56,88.73
0,0.5,456,37,0.1921,93.31,88.73
0,0.5,456,38,0.1849,93.68,88.98
0,0.5,456,39,0.1821,93.73,88.75
0,0.5,456,40,0.1827,93.69,88.73
0,0.5,456,41,0.1737,93.99,88.86
0,0.5,456,42,0.1742,94.12,88.79
0,0.5,456,43,0.1718,94.05,88.92
0,0.5,456,44,0.1710,94.25,88.95
0,0.5,456,45,0.1711,94.25,88.91
0,0.5,456,46,0.1722,94.05,88.96
0,0.5,456,47,0.1716,94.12,88.97
0,0.5,456,48,0.1730,94.12,89.09
0,0.5,456,49,0.1717,93.99,89.02
0,0.5,456,50,0.1712,94.10,89.01
