tau,momentum,seed,epoch,train_loss,train_acc,test_acc
5,0.9,42,1,3.2228,10.22,9.80
5,0.9,42,2,2.2993,10.82,10.58
5,0.9,42,3,2.2141,15.01,16.66
5,0.9,42,4,2.1812,16.75,18.19
5,0.9,42,5,2.1261,17.84,14.12
5,0.9,42,6,2.0991,17.79,16.80
5,0.9,42,7,2.0558,18.40,17.31
5,0.9,42,8,2.0572,18.27,19.48
5,0.9,42,9,2.0369,18.54,18.55
5,0.9,42,10,2.0418,20.56,17.57
5,0.9,42,11,1.9854,23.23,20.57
5,0.9,42,12,1.9776,23.98,23.62
5,0.9,42,13,1.9068,26.29,23.83
5,0.9,42,14,1.8996,27.23,25.95
5,0.9,42,15,1.8572,28.82,26.80
5,0.9,42,16,1.8068,30.50,32.75
5,0.9,42,17,1.7976,31.09,31.99
5,0.9,42,18,1.7392,33.01,30.90
5,0.9,42,19,1.7359,33.88,38.64
5,0.9,42,20,1.7302,33.74,33.52
5,0.9,42,21,1.6515,36.25,35.20
5,0.9,42,22,1.6343,37.41,34.56
5,0.9,42,23,1.6112,38.71,37.06
5,0.9,42,24,1.5643,41.43,31.91
5,0.9,42,25,1.5182,43.12,37.16
5,0.9,42,26,1.4644,45.77,44.20
5,0.9,42,27,1.4267,47.52,49.91
5,0.9,42,28,1.3601,49.82,45.63
5,0.9,42,29,1.3271,51.26,45.31
5,0.9,42,30,1.3031,52.32,39.21
5,0.9,42,31,1.0842,60.79,63.25
5,0.9,42,32,1.0092,63.52,64.15
5,0.9,42,33,0.9853,64.86,65.17
5,0.9,42,34,0.9729,64.90,65.71
5,0.9,42,35,0.9548,65.83,66.07
5,0.9,42,36,0.9423,66.20,66.50
5,0.9,42,37,0.9235,66.94,67.49
5,0.9,42,38,0.9080,67.54,67.95
5,0.9,42,39,0.8915,68.17,67.92
5,0.9,42,40,0.8860,68.56,67.97
5,0.9,42,41,0.8609,69.16,69.03
5,0.9,42,42,0.8622,69.23,69.09
5,0.9,42,43,0.8565,69.42,69.21
5,0.9,42,44,0.8535,69.61,69.22
5,0.9,42,45,0.8546,69.49,69.48
5,0.9,42,46,0.8523,69.55,69.15
5,0.9,42,47,0.8504,69.76,69.32
5,0.9,42,48,0.8530,69.64,69.34
5,0.9,42,49,0.8477,69.84,69.47
5,0.9,42,50,0.8467,69.91,69.75
