tau,momentum,seed,epoch,train_loss,train_acc,test_acc
20,0.5,123,1,5.3679,9.99,10.00
20,0.5,123,2,2.3023,10.40,10.72
20,0.5,123,3,2.3012,10.78,10.85
20,0.5,123,4,2.2997,11.19,11.30
20,0.5,123,5,2.2983,12.07,11.87
20,0.5,123,6,2.2953,12.11,11.66
20,0.5,123,7,2.2909,12.70,12.47
20,0.5,123,8,2.2851,12.77,12.80
20,0.5,123,9,2.2764,13.31,12.70
20,0.5,123,10,2.2695,13.88,14.06
20,0.5,123,11,2.2582,14.37,14.88
20,0.5,123,12,2.2466,14.97,14.36
20,0.5,123,13,2.2189,15.96,16.70
20,0.5,123,14,2.1891,16.73,17.90
20,0.5,123,15,2.1389,18.37,18.56
20,0.5,123,16,2.1192,18.91,17.70
20,0.5,123,17,2.0835,19.69,24.74
20,0.5,123,18,2.0323,21.99,17.02
20,0.5,123,19,1.9934,23.93,28.15
20,0.5,123,20,1.9536,25.03,30.99
20,0.5,123,21,1.9445,25.76,25.53
20,0.5,123,22,1.9208,26.50,26.50
20,0.5,123,23,1.9077,27.74,22.11
20,0.5,123,24,1.8788,28.66,30.54
20,0.5,123,25,1.8182,29.84,29.35
20,0.5,123,26,1.8079,31.52,34.45
20,0.5,123,27,1.7831,31.66,32.86
20,0.5,123,28,1.8123,30.59,32.76
20,0.5,123,29,1.7956,32.27,30.20
20,0.5,123,30,1.7598,33.34,32.41
20,0.5,123,31,1.6307,39.29,42.12
20,0.5,123,32,1.5772,41.25,42.87
20,0.5,123,33,1.5652,41.61,43.41
20,0.5,123,34,1.5544,42.03,43.82
20,0.5,123,35,1.5459,42.32,43.79
20,0.5,123,36,1.5357,42.94,44.32
20,0.5,123,37,1.5269,43.39,44.87
20,0.5,123,38,1.5212,43.65,45.15
20,0.5,123,39,1.5128,43.76,45.15
20,0.5,123,40,1.5040,44.35,45.69
20,0.5,123,41,1.4995,44.16,45.96
20,0.5,123,42,1.4989,44.47,45.98
20,0.5,123,43,1.4976,44.49,45.99
20,0.5,123,44,1.4977,44.54,45.87
20,0.5,123,45,1.4965,44.59,45.96
20,0.5,123,46,1.4944,44.39,46.17
20,0.5,123,47,1.4922,45.02,46.09
20,0.5,123,48,1.4971,44.80,46.22
20,0.5,123,49,1.4929,44.68,45.97
20,0.5,123,50,1.4940,44.72,46.14
