tau,momentum,seed,epoch,train_loss,train_acc,test_acc
5,0.0,123,1,2.3782,23.00,30.23
5,0.0,123,2,1.7506,33.35,38.94
5,0.0,123,3,1.6138,39.66,37.85
5,0.0,123,4,1.4550,45.91,47.25
5,0.0,123,5,1.3235,51.52,52.32
5,0.0,123,6,1.2284,55.23,53.93
5,0.0,123,7,1.1332,58.98,56.08
5,0.0,123,8,1.0624,61.87,52.12
5,0.0,123,9,0.9833,64.86,68.53
5,0.0,123,10,0.9311,66.59,61.34
5,0.0,123,11,0.8663,69.17,69.92
5,0.0,123,12,0.8184,71.15,68.05
5,0.0,123,13,0.7651,73.16,71.34
5,0.0,123,14,0.7272,74.38,70.22
5,0.0,123,15,0.6925,75.79,72.58
5,0.0,123,16,0.6708,76.52,74.60
5,0.0,123,17,0.6402,77.70,75.74
5,0.0,123,18,0.6175,78.47,77.26
5,0.0,123,19,0.5940,79.33,77.39
5,0.0,123,20,0.5746,79.79,74.58
5,0.0,123,21,0.5564,80.61,75.07
5,0.0,123,22,0.5393,81.14,76.94
5,0.0,123,23,0.5297,81.52,78.47
5,0.0,123,24,0.5160,82.05,79.07
5,0.0,123,25,0.5016,82.65,77.08
5,0.0,123,26,0.4833,83.15,78.38
5,0.0,123,27,0.4743,83.44,80.25
5,0.0,123,28,0.4653,83.86,78.48
5,0.0,123,29,0.4525,84.17,80.11
5,0.0,123,30,0.4491,84.34,80.88
5,0.0,123,31,0.3764,87.12,84.72
5,0.0,123,32,0.3599,87.61,84.86
5,0.0,123,33,0.3546,87.92,85.15
5,0.0,123,34,0.3494,88.03,85.23
5,0.0,123,35,0.3476,87.92,85.29
5,0.0,123,36,0.3451,88.21,85.48
5,0.0,123,37,0.3422,88.32,85.19
5,0.0,123,38,0.3413,88.23,85.44
5,0.0,123,39,0.3385,88.45,85.40
5,0.0,123,40,0.3345,88.49,85.47
5,0.0,123,41,0.3336,88.47,85.39
5,0.0,123,42,0.3329,88.47,85.48
5,0.0,123,43,0.3287,88.65,85.40
5,0.0,123,44,0.3300,88.64,85.49
5,0.0,123,45,0.3278,88.77,85.36
5,0.0,123,46,0.3286,88.77,85.54
5,0.0,123,47,0.3269,88.64,85.50
5,0.0,123,48,0.3318,88.60,85.58
5,0.0,123,49,0.3288,88.69,85.48
5,0.0,123,50,0.3307,88.57,85.52
