tau,momentum,seed,epoch,train_loss,train_acc,test_acc
5,0.5,123,1,2.6800,15.39,23.12
5,0.5,123,2,1.9412,25.26,23.90
5,0.5,123,3,1.8024,30.61,31.10
5,0.5,123,4,1.6550,37.30,32.81
5,0.5,123,5,1.5433,42.06,42.72
5,0.5,123,6,1.4249,47.03,43.61
5,0.5,123,7,1.3034,52.01,50.63
5,0.5,123,8,1.2044,56.19,53.46
5,0.5,123,9,1.1105,59.73,61.86
5,0.5,123,10,1.0263,63.23,59.85
5,0.5,123,11,0.9536,65.86,62.84
5,0.5,123,12,0.8968,68.29,59.79
5,0.5,123,13,0.8270,70.92,68.34
5,0.5,123,14,0.7830,72.50,68.70
5,0.5,123,15,0.7413,74.11,68.58
5,0.5,123,16,0.7059,75.30,70.09
5,0.5,123,17,0.6742,76.41,68.82
5,0.5,123,18,0.6412,77.61,72.19
5,0.5,123,19,0.6219,78.41,74.62
5,0.5,123,20,0.5968,79.07,76.22
5,0.5,123,21,0.5749,79.96,77.23
5,0.5,123,22,0.5539,80.68,77.45
5,0.5,123,23,0.5428,81.15,79.18
5,0.5,123,24,0.5264,81.60,74.05
5,0.5,123,25,0.5050,82.53,79.30
5,0.5,123,26,0.4966,82.63,80.27
5,0.5,123,27,0.4830,83.11,78.58
5,0.5,123,28,0.4694,83.65,79.78
5,0.5,123,29,0.4546,84.33,80.47
5,0.5,123,30,0.4527,84.11,72.68
5,0.5,123,31,0.3710,87.14,85.44
5,0.5,123,32,0.3482,88.07,85.71
5,0.5,123,33,0.3405,88.27,85.86
5,0.5,123,34,0.3352,88.45,85.99
5,0.5,123,35,0.3299,88.52,85.77
5,0.5,123,36,0.3254,88.83,85.95
5,0.5,123,37,0.3236,88.91,86.01
5,0.5,123,38,0.3227,88.88,85.93
5,0.5,123,39,0.3205,88.90,85.94
5,0.5,123,40,0.3154,89.03,85.92
5,0.5,123,41,0.3096,89.36,86.10
5,0.5,123,42,0.3078,89.36,86.04
5,0.5,123,43,0.3069,89.41,86.05
5,0.5,123,44,0.3082,89.33,86.13
5,0.5,123,45,0.3069,89.49,86.18
5,0.5,123,46,0.3039,89.61,86.15
5,0.5,123,47,0.3055,89.53,86.16
5,0.5,123,48,0.3057,89.55,86.26
5,0.5,123,49,0.3094,89.33,86.17
5,0.5,123,50,0.3047,89.53,86.32
