tau,momentum,seed,epoch,train_loss,train_acc,test_acc
0,0.0,123,1,1.6640,37.96,37.94
0,0.0,123,2,1.2943,52.81,48.45
0,0.0,123,3,1.1054,60.08,62.41
0,0.0,123,4,0.9797,65.13,59.98
0,0.0,123,5,0.8795,69.10,66.65
0,0.0,123,6,0.8058,71.86,69.16
0,0.0,123,7,0.7394,73.94,67.04
0,0.0,123,8,0.6936,75.67,66.20
0,0.0,123,9,0.6544,77.13,70.97
0,0.0,123,10,0.6192,78.40,74.42
0,0.0,123,11,0.5910,79.31,72.75
0,0.0,123,12,0.5687,80.12,77.96
0,0.0,123,13,0.5443,81.12,77.74
0,0.0,123,14,0.5199,82.01,77.13
0,0.0,123,15,0.5088,82.19,75.73
0,0.0,123,16,0.4901,82.82,75.66
0,0.0,123,17,0.4670,83.74,78.09
0,0.0,123,18,0.4546,84.35,79.36
0,0.0,123,19,0.4429,84.63,80.26
0,0.0,123,20,0.4326,84.90,78.40
0,0.0,123,21,0.4178,85.33,80.05
0,0.0,123,22,0.4086,85.85,81.02
0,0.0,123,23,0.3977,86.14,81.95
0,0.0,123,24,0.3845,86.60,76.02
0,0.0,123,25,0.3802,86.66,79.66
0,0.0,123,26,0.3681,87.17,75.20
0,0.0,123,27,0.3634,87.37,80.40
0,0.0,123,28,0.3553,87.60,81.21
0,0.0,123,29,0.3451,87.87,82.03
0,0.0,123,30,0.3408,88.20,80.86
0,0.0,123,31,0.2814,90.29,86.82
0,0.0,123,32,0.2659,90.84,86.84
0,0.0,123,33,0.2603,91.00,86.96
0,0.0,123,34,0.2543,91.22,87.15
0,0.0,123,35,0.2520,91.21,87.03
0,0.0,123,36,0.2490,91.35,86.99
0,0.0,123,37,0.2480,91.57,87.00
0,0.0,123,38,0.2428,91.58,87.14
0,0.0,123,39,0.2431,91.63,87.22
0,0.0,123,40,0.2414,91.80,87.00
0,0.0,123,41,0.2382,91.81,87.15
0,0.0,123,42,0.2335,92.00,87.14
0,0.0,123,43,0.2360,91.91,87.14
0,0.0,123,44,0.2338,91.94,87.29
0,0.0,123,45,0.2331,91.92,87.24
0,0.0,123,46,0.2341,91.89,87.42
0,0.0,123,47,0.2317,92.11,87.40
0,0.0,123,48,0.2325,92.05,87.15
0,0.0,123,49,0.2335,91.95,87.27
0,0.0,123,50,0.2348,92.01,87.23
