tau,momentum,seed,epoch,train_loss,train_acc,test_acc
2,0.0,123,1,1.9594,29.55,43.07
2,0.0,123,2,1.4949,44.32,47.87
2,0.0,123,3,1.2807,52.85,50.55
2,0.0,123,4,1.1291,59.08,50.80
2,0.0,123,5,1.0188,63.39,63.04
2,0.0,123,6,0.9362,66.27,61.31
2,0.0,123,7,0.8535,69.70,64.34
2,0.0,123,8,0.7969,71.93,65.10
2,0.0,123,9,0.7438,73.76,70.66
2,0.0,123,10,0.7002,75.29,67.44
2,0.0,123,11,0.6586,76.79,74.64
2,0.0,123,12,0.6311,77.98,74.36
2,0.0,123,13,0.6056,79.10,73.72
2,0.0,123,14,0.5784,79.98,77.01
2,0.0,123,15,0.5532,80.60,76.38
2,0.0,123,16,0.5401,81.09,77.37
2,0.0,123,17,0.5199,81.93,78.20
2,0.0,123,18,0.5048,82.41,74.87
2,0.0,123,19,0.4924,82.88,76.89
2,0.0,123,20,0.4763,83.40,81.25
2,0.0,123,21,0.4639,83.76,79.47
2,0.0,123,22,0.4502,84.31,78.85
2,0.0,123,23,0.4401,84.80,81.43
2,0.0,123,24,0.4255,85.37,82.93
2,0.0,123,25,0.4207,85.45,82.08
2,0.0,123,26,0.4118,85.62,81.78
2,0.0,123,27,0.4041,85.91,82.36
2,0.0,123,28,0.3927,86.27,80.10
2,0.0,123,29,0.3836,86.68,82.10
2,0.0,123,30,0.3785,86.92,82.36
2,0.0,123,31,0.3142,89.09,86.18
2,0.0,123,32,0.2990,89.77,86.35
2,0.0,123,33,0.2944,89.89,86.52
2,0.0,123,34,0.2894,89.92,86.43
2,0.0,123,35,0.2847,90.20,86.74
2,0.0,123,36,0.2839,90.24,86.67
2,0.0,123,37,0.2810,90.29,86.65
2,0.0,123,38,0.2798,90.34,86.74
2,0.0,123,39,0.2783,90.37,86.71
2,0.0,123,40,0.2740,90.47,86.78
2,0.0,123,41,0.2717,90.71,86.60
2,0.0,123,42,0.2697,90.65,86.66
2,0.0,123,43,0.2690,90.74,86.57
2,0.0,123,44,0.2707,90.63,86.78
2,0.0,123,45,0.2661,90.90,86.66
2,0.0,123,46,0.2665,90.84,86.77
2,0.0,123,47,0.2633,91.18,86.74
2,0.0,123,48,0.2681,90.75,86.81
2,0.0,123,49,0.2695,90.71,86.80
2,0.0,123,50,0.2649,90.91,86.78
