tau,momentum,seed,epoch,train_loss,train_acc,test_acc
5,0.9,123,1,3.1896,10.94,10.38
5,0.9,123,2,2.3064,10.74,10.03
5,0.9,123,3,2.3046,10.10,11.34
5,0.9,123,4,2.2835,12.95,14.95
5,0.9,123,5,2.2611,14.41,16.34
5,0.9,123,6,2.2241,15.14,13.64
5,0.9,123,7,2.1044,18.80,19.05
5,0.9,123,8,2.0749,20.14,23.84
5,0.9,123,9,2.0014,22.37,18.93
5,0.9,123,10,1.9696,23.16,28.31
5,0.9,123,11,1.9130,25.80,28.32
5,0.9,123,12,1.9026,26.94,24.92
5,0.9,123,13,1.8525,29.35,32.55
5,0.9,123,14,1.8159,30.85,33.15
5,0.9,123,15,1.7441,33.48,35.82
5,0.9,123,16,1.7390,34.07,34.82
5,0.9,123,17,1.6714,36.81,25.84
5,0.9,123,18,1.6641,37.98,33.45
5,0.9,123,19,1.5979,39.75,43.28
5,0.9,123,20,1.5988,40.26,40.84
5,0.9,123,21,1.5800,41.19,42.81
5,0.9,123,22,1.5124,43.66,40.67
5,0.9,123,23,1.4674,45.89,42.98
5,0.9,123,24,1.4588,46.64,47.71
5,0.9,123,25,1.3915,49.25,41.49
5,0.9,123,26,1.4159,48.01,49.64
5,0.9,123,27,1.3427,51.48,52.66
5,0.9,123,28,1.3427,51.26,49.95
5,0.9,123,29,1.2617,54.58,55.23
5,0.9,123,30,1.2424,55.24,48.84
5,0.9,123,31,0.9966,64.36,65.99
5,0.9,123,32,0.9324,66.58,66.87
5,0.9,123,33,0.9155,67.00,67.48
5,0.9,123,34,0.8998,67.93,68.20
5,0.9,123,35,0.8872,68.14,68.30
5,0.9,123,36,0.8702,68.73,69.13
5,0.9,123,37,0.8652,69.10,69.11
5,0.9,123,38,0.8541,69.56,69.48
5,0.9,123,39,0.8424,69.88,70.00
5,0.9,123,40,0.8344,70.15,70.52
5,0.9,123,41,0.8220,70.71,70.56
5,0.9,123,42,0.8221,70.80,70.56
5,0.9,123,43,0.8184,70.96,70.46
5,0.9,123,44,0.8171,70.97,70.53
5,0.9,123,45,0.8154,71.20,70.68
5,0.9,123,46,0.8159,71.13,70.77
5,0.9,123,47,0.8125,71.12,70.74
5,0.9,123,48,0.8150,70.96,70.80
5,0.9,123,49,0.8077,71.30,70.58
5,0.9,123,50,0.8087,71.25,70.91
