tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
0,0.1,42,1,1.6696,37.65,41.49,1.0,E,
0,0.1,42,2,1.2786,53.25,54.98,1.0,E,
0,0.1,42,3,1.0915,60.96,52.64,1.0,E,
0,0.1,42,4,0.9697,65.54,58.52,1.0,E,
0,0.1,42,5,0.8807,68.77,60.62,1.0,E,
0,0.1,42,6,0.8086,71.51,67.18,1.0,E,
0,0.1,42,7,0.7441,73.85,71.62,1.0,E,
0,0.1,42,8,0.6888,75.73,68.27,1.0,E,
0,0.1,42,9,0.6524,77.22,72.66,1.0,E,
0,0.1,42,10,0.6184,78.37,71.45,1.0,E,
0,0.1,42,11,0.5885,79.44,74.69,1.0,E,
0,0.1,42,12,0.5646,80.27,74.57,1.0,E,
0,0.1,42,13,0.5401,81.18,75.30,1.0,E,
0,0.1,42,14,0.5162,81.97,77.51,1.0,E,
0,0.1,42,15,0.4990,82.70,78.15,1.0,E,
0,0.1,42,16,0.4811,83.33,77.59,1.0,E,
0,0.1,42,17,0.4653,83.83,74.71,1.0,E,
0,0.1,42,18,0.4508,84.39,78.21,1.0,E,
0,0.1,42,19,0.4414,84.42,79.71,1.0,E,
0,0.1,42,20,0.4296,85.09,80.02,1.0,E,
0,0.1,42,21,0.4190,85.49,80.89,1.0,E,
0,0.1,42,22,0.4064,85.86,75.46,1.0,E,
0,0.1,42,23,0.3962,86.25,82.92,1.0,E,
0,0.1,42,24,0.3794,86.77,82.74,1.0,E,
0,0.1,42,25,0.3733,86.95,77.17,1.0,E,
0,0.1,42,26,0.3667,87.21,82.11,1.0,E,
0,0.1,42,27,0.3596,87.48,76.76,1.0,E,
0,0.1,42,28,0.3459,87.92,81.27,1.0,E,
0,0.1,42,29,0.3410,88.15,79.85,1.0,E,
0,0.1,42,30,0.3366,88.28,83.38,1.0,E,
0,0.1,42,31,0.2750,90.48,86.93,1.0,E,
0,0.1,42,32,0.2570,91.18,86.81,1.0,E,
0,0.1,42,33,0.2495,91.44,86.87,1.0,E,
0,0.1,42,34,0.2478,91.55,87.14,1.0,E,
0,0.1,42,35,0.2431,91.61,87.23,1.0,E,
0,0.1,42,36,0.2401,91.59,87.29,1.0,E,
0,0.1,42,37,0.2389,91.75,87.13,1.0,E,
0,0.1,42,38,0.2394,91.59,87.52,1.0,E,
0,0.1,42,39,0.2342,92.04,87.12,1.0,E,
0,0.1,42,40,0.2357,91.75,87.20,1.0,E,
0,0.1,42,41,0.2269,92.19,87.25,1.0,E,
0,0.1,42,42,0.2248,92.24,87.38,1.0,E,
0,0.1,42,43,0.2242,92.34,87.37,1.0,E,
0,0.1,42,44,0.2249,92.24,87.56,1.0,E,
0,0.1,42,45,0.2249,92.26,87.42,1.0,E,
0,0.1,42,46,0.2262,92.24,87.51,1.0,E,
0,0.1,42,47,0.2244,92.31,87.64,1.0,E,
0,0.1,42,48,0.2229,92.34,87.41,1.0,E,
0,0.1,42,49,0.2224,92.38,87.56,1.0,E,
0,0.1,42,50,0.2236,92.27,87.57,1.0,E,
