tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
10,0.0,42,1,2.1698,22.73,29.15,0.1,C,0.0864
10,0.0,42,2,1.8270,30.30,33.17,0.1,C,0.0479
10,0.0,42,3,1.7213,34.26,34.85,0.1,C,0.0342
10,0.0,42,4,1.6399,37.79,37.93,0.1,C,0.0380
10,0.0,42,5,1.5910,40.39,42.12,0.1,C,0.0375
10,0.0,42,6,1.5445,41.62,44.88,0.1,C,0.0468
10,0.0,42,7,1.4831,44.96,45.68,0.1,C,0.0307
10,0.0,42,8,1.4324,46.95,44.89,0.1,C,0.0341
10,0.0,42,9,1.4005,48.54,49.82,0.1,C,0.0428
10,0.0,42,10,1.3406,50.93,50.77,0.1,C,0.0332
10,0.0,42,11,1.3085,52.20,50.87,0.1,C,0.0303
10,0.0,42,12,1.2784,53.21,51.10,0.1,C,0.0368
10,0.0,42,13,1.2514,54.38,54.17,0.1,C,0.0376
10,0.0,42,14,1.2107,56.29,55.49,0.1,C,0.0359
10,0.0,42,15,1.1957,56.86,51.56,0.1,C,0.0330
10,0.0,42,16,1.1422,58.82,59.27,0.1,C,0.0315
10,0.0,42,17,1.1367,58.80,55.01,0.1,C,0.0294
10,0.0,42,18,1.1065,60.30,58.99,0.1,C,0.0310
10,0.0,42,19,1.0977,60.05,59.18,0.1,C,0.0360
10,0.0,42,20,1.0723,61.26,58.71,0.1,C,0.0409
10,0.0,42,21,1.0286,63.16,62.82,0.1,C,0.0289
10,0.0,42,22,1.0127,63.72,61.07,0.1,C,0.0295
10,0.0,42,23,1.0061,64.12,63.81,0.1,C,0.0265
10,0.0,42,24,0.9799,65.04,65.28,0.1,C,0.0297
10,0.0,42,25,0.9703,65.37,61.80,0.1,C,0.0270
10,0.0,42,26,0.9582,65.92,66.81,0.1,C,0.0182
10,0.0,42,27,0.9343,66.61,66.08,0.1,C,0.0226
10,0.0,42,28,0.9225,67.39,67.07,0.1,C,0.0323
10,0.0,42,29,0.8932,68.36,66.68,0.1,C,0.0223
10,0.0,42,30,0.9013,67.81,67.04,0.1,C,0.0299
10,0.0,42,31,0.8441,70.20,70.05,0.1,C,0.0236
10,0.0,42,32,0.8389,70.32,70.29,0.1,C,0.0016
10,0.0,42,33,0.8340,70.74,70.50,0.1,C,0.0030
10,0.0,42,34,0.8334,70.55,70.31,0.1,C,0.0011
10,0.0,42,35,0.8312,70.72,70.29,0.1,C,0.0029
10,0.0,42,36,0.8296,70.74,70.41,0.1,C,0.0069
10,0.0,42,37,0.8271,70.57,70.40,0.1,C,0.0056
10,0.0,42,38,0.8257,70.75,70.39,0.1,C,0.0022
10,0.0,42,39,0.8213,71.17,70.64,0.1,C,0.0056
10,0.0,42,40,0.8265,70.90,70.80,0.1,C,0.0039
10,0.0,42,41,0.8175,71.14,70.65,0.1,C,0.0006
10,0.0,42,42,0.8201,71.14,70.86,0.1,C,-0.0073
10,0.0,42,43,0.8188,71.22,70.78,0.1,C,0.0028
10,0.0,42,44,0.8196,71.15,70.76,0.1,C,-0.0010
10,0.0,42,45,0.8158,71.21,70.83,0.1,C,0.0038
10,0.0,42,46,0.8216,70.90,70.81,0.1,C,0.0071
10,0.0,42,47,0.8196,71.00,70.76,0.1,C,-0.0025
10,0.0,42,48,0.8172,71.12,70.88,0.1,C,0.0041
10,0.0,42,49,0.8216,71.09,70.78,0.1,C,-0.0059
10,0.0,42,50,0.8198,70.98,70.74,0.1,C,0.0015
