tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
20,0.0,456,1,4.3470,10.93,14.33,1.0,H,0.1054,above_bound,0.0000,0.1
20,0.0,456,2,2.2750,15.32,15.88,1.0,H,0.0856,above_bound,-0.3142,0.1
20,0.0,456,3,2.2275,16.63,16.82,1.0,H,0.1073,above_bound,-0.3142,0.1
20,0.0,456,4,2.1715,17.55,17.31,1.0,H,0.0560,above_bound,-0.3142,0.1
20,0.0,456,5,2.1192,18.88,18.75,1.0,H,0.0611,above_bound,-0.3142,0.1
20,0.0,456,6,2.1110,19.16,17.62,1.0,H,0.0406,above_bound,-0.3142,0.1
20,0.0,456,7,2.0783,20.49,20.59,1.0,H,0.0335,above_bound,-0.3142,0.1
20,0.0,456,8,2.0345,22.03,23.74,1.0,H,0.0448,above_bound,-0.3142,0.1
20,0.0,456,9,2.0256,22.34,22.38,1.0,H,0.0251,above_bound,-0.3142,0.1
20,0.0,456,10,2.0071,23.00,24.14,1.0,H,0.0390,above_bound,-0.3142,0.1
20,0.0,456,11,1.9747,24.38,25.90,1.0,H,0.0181,above_bound,-0.3142,0.1
20,0.0,456,12,1.9448,25.50,25.30,1.0,H,0.0357,above_bound,-0.3142,0.1
20,0.0,456,13,1.9156,27.63,25.76,1.0,H,0.0265,above_bound,-0.3142,0.1
20,0.0,456,14,1.8710,28.67,26.84,1.0,H,0.0177,above_bound,-0.3142,0.1
20,0.0,456,15,1.8148,30.97,27.35,1.0,H,0.0150,above_bound,-0.3142,0.1
20,0.0,456,16,1.8248,31.14,30.57,1.0,H,0.0274,above_bound,-0.3142,0.1
20,0.0,456,17,1.7320,35.00,38.95,1.0,H,0.0224,above_bound,-0.3142,0.1
20,0.0,456,18,1.7344,35.54,36.64,1.0,H,0.0202,above_bound,-0.3142,0.1
20,0.0,456,19,1.6422,38.54,33.51,1.0,H,0.0245,above_bound,-0.3142,0.1
20,0.0,456,20,1.6628,38.02,39.51,1.0,H,0.0159,above_bound,-0.3142,0.1
20,0.0,456,21,1.6318,39.63,40.32,1.0,H,0.0210,above_bound,-0.3142,0.1
20,0.0,456,22,1.5927,41.05,43.93,1.0,H,0.0168,above_bound,-0.3142,0.1
20,0.0,456,23,1.5594,42.27,40.26,1.0,H,0.0227,above_bound,-0.3142,0.1
20,0.0,456,24,1.5295,43.45,39.78,1.0,H,0.0126,above_bound,-0.3142,0.1
20,0.0,456,25,1.5240,43.77,45.98,1.0,H,0.0145,above_bound,-0.3142,0.1
20,0.0,456,26,1.4713,45.96,45.11,1.0,H,0.0123,above_bound,-0.3142,0.1
20,0.0,456,27,1.4640,46.04,44.72,1.0,H,0.0202,above_bound,-0.3142,0.1
20,0.0,456,28,1.4203,48.42,44.54,1.0,H,0.0135,above_bound,-0.3142,0.1
20,0.0,456,29,1.4040,48.51,44.98,1.0,H,0.0196,above_bound,-0.3142,0.1
20,0.0,456,30,1.3777,49.85,40.56,1.0,H,0.0076,above_bound,-0.3142,0.1
20,0.0,456,31,1.2603,54.32,56.85,1.0,H,0.0402,above_bound,0.6528,0.1
20,0.0,456,32,1.2009,56.41,56.74,1.0,H,0.0100,above_bound,0.6528,0.1
20,0.0,456,33,1.1767,57.43,57.05,1.0,H,0.0134,above_bound,0.6528,0.1
20,0.0,456,34,1.1730,57.49,57.10,1.0,H,0.0182,above_bound,0.6528,0.1
20,0.0,456,35,1.1543,58.33,58.90,1.0,H,0.0194,above_bound,0.6528,0.1
20,0.0,456,36,1.1435,58.51,59.74,1.0,H,0.0181,above_bound,0.6528,0.1
20,0.0,456,37,1.1332,59.14,59.02,1.0,H,0.0204,above_bound,0.6528,0.1
20,0.0,456,38,1.1158,59.47,59.58,1.0,H,0.0200,above_bound,0.6528,0.1
20,0.0,456,39,1.1012,60.25,60.40,1.0,H,0.0163,above_bound,0.6528,0.1
20,0.0,456,40,1.1111,59.95,59.45,1.0,H,0.0287,above_bound,0.6528,0.1
20,0.0,456,41,1.0537,62.17,62.66,1.0,H,0.0351,above_bound,0.9500,0.1
20,0.0,456,42,1.0455,62.40,62.33,1.0,H,0.0289,above_bound,0.9500,0.1
20,0.0,456,43,1.0320,62.75,63.64,1.0,H,0.0329,above_bound,0.9500,0.1
20,0.0,456,44,1.0359,62.84,61.19,1.0,H,0.0541,above_bound,0.9500,0.1
20,0.0,456,45,1.0348,62.97,62.19,1.0,H,0.0609,above_bound,0.9500,0.1
20,0.0,456,46,1.0134,63.74,63.49,1.0,H,0.0441,above_bound,0.9500,0.1
20,0.0,456,47,1.0081,63.83,64.45,1.0,H,0.0489,above_bound,0.9500,0.1
20,0.0,456,48,1.0044,64.10,64.08,1.0,H,0.0563,above_bound,0.9500,0.1
20,0.0,456,49,0.9963,64.19,63.19,1.0,H,0.0501,above_bound,0.9500,0.1
20,0.0,456,50,0.9839,64.71,64.69,1.0,H,0.0605,above_bound,0.9500,0.1
