tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
10,0.0,456,1,3.3200,14.34,15.46,1.0,H,0.0961,above_bound,0.0000,0.1
10,0.0,456,2,2.1068,19.03,21.27,1.0,H,0.0507,above_bound,0.1000,0.1
10,0.0,456,3,2.0104,22.18,24.54,1.0,H,0.0621,above_bound,0.1000,0.1
10,0.0,456,4,1.9323,24.78,28.16,1.0,H,0.0561,above_bound,0.1000,0.1
10,0.0,456,5,1.8457,29.05,30.70,1.0,H,0.0598,above_bound,0.1000,0.1
10,0.0,456,6,1.7699,32.19,30.52,1.0,H,0.0533,above_bound,0.1000,0.1
10,0.0,456,7,1.6671,36.74,34.09,1.0,H,0.0473,above_bound,0.1000,0.1
10,0.0,456,8,1.6082,38.69,39.39,1.0,H,0.0415,above_bound,0.1000,0.1
10,0.0,456,9,1.5575,41.33,42.09,1.0,H,0.0397,above_bound,0.1000,0.1
10,0.0,456,10,1.4861,44.25,45.82,1.0,H,0.0436,above_bound,0.1000,0.1
10,0.0,456,11,1.4313,46.59,43.50,1.0,H,0.0464,above_bound,0.1000,0.1
10,0.0,456,12,1.3762,49.60,45.42,1.0,H,0.0374,above_bound,0.1000,0.1
10,0.0,456,13,1.3154,51.55,43.93,1.0,H,0.0384,above_bound,0.1000,0.1
10,0.0,456,14,1.2434,54.56,45.97,1.0,H,0.0384,above_bound,0.1000,0.1
10,0.0,456,15,1.2101,56.01,50.95,1.0,H,0.0344,above_bound,0.1000,0.1
10,0.0,456,16,1.1717,57.60,51.38,1.0,H,0.0367,above_bound,0.1000,0.1
10,0.0,456,17,1.0959,60.35,60.60,1.0,H,0.0298,above_bound,0.1000,0.1
10,0.0,456,18,1.0568,62.11,61.19,1.0,H,0.0303,above_bound,0.1000,0.1
10,0.0,456,19,1.0049,63.77,57.91,1.0,H,0.0255,above_bound,0.1000,0.1
10,0.0,456,20,0.9450,66.25,65.22,1.0,H,0.0282,above_bound,0.1000,0.1
10,0.0,456,21,0.9076,67.54,58.53,1.0,H,0.0304,above_bound,0.1000,0.1
10,0.0,456,22,0.8696,69.28,66.75,1.0,H,0.0274,above_bound,0.1000,0.1
10,0.0,456,23,0.8054,71.44,68.08,1.0,H,0.0242,above_bound,0.1000,0.1
10,0.0,456,24,0.8125,71.44,69.67,1.0,H,0.0299,above_bound,0.1000,0.1
10,0.0,456,25,0.7630,73.07,71.54,1.0,H,0.0262,above_bound,0.1000,0.1
10,0.0,456,26,0.7440,73.73,65.19,1.0,H,0.0237,above_bound,0.1000,0.1
10,0.0,456,27,0.7164,74.84,73.98,1.0,H,0.0212,above_bound,0.1000,0.1
10,0.0,456,28,0.7040,75.05,66.90,1.0,H,0.0266,above_bound,0.1000,0.1
10,0.0,456,29,0.6812,76.13,73.87,1.0,H,0.0212,above_bound,0.1000,0.1
10,0.0,456,30,0.6747,76.34,76.43,1.0,H,0.0240,above_bound,0.1000,0.1
10,0.0,456,31,0.5627,80.29,80.27,1.0,H,0.0147,above_bound,0.7838,0.1
10,0.0,456,32,0.5470,81.03,79.81,1.0,H,0.0097,above_bound,0.7838,0.1
10,0.0,456,33,0.5336,81.54,79.77,1.0,H,0.0091,above_bound,0.7838,0.1
10,0.0,456,34,0.5261,81.67,80.40,1.0,H,0.0090,above_bound,0.7838,0.1
10,0.0,456,35,0.5196,81.73,80.48,1.0,H,0.0093,above_bound,0.7838,0.1
10,0.0,456,36,0.5125,81.92,81.01,1.0,H,0.0096,above_bound,0.7838,0.1
10,0.0,456,37,0.5030,82.24,80.70,1.0,H,0.0129,above_bound,0.7838,0.1
10,0.0,456,38,0.5051,82.27,80.89,1.0,H,0.0142,above_bound,0.7838,0.1
10,0.0,456,39,0.4908,82.95,79.63,1.0,H,0.0139,above_bound,0.7838,0.1
10,0.0,456,40,0.4939,82.72,80.70,1.0,H,0.0182,above_bound,0.7838,0.1
10,0.0,456,41,0.4614,83.99,82.14,1.0,H,0.0061,above_bound,0.9500,0.1
10,0.0,456,42,0.4536,84.12,82.32,1.0,H,0.0034,above_bound,0.9500,0.1
10,0.0,456,43,0.4504,84.13,82.30,1.0,H,0.0089,above_bound,0.9500,0.1
10,0.0,456,44,0.4469,84.48,82.44,1.0,H,0.0067,above_bound,0.9500,0.1
10,0.0,456,45,0.4428,84.42,82.52,1.0,H,0.0070,above_bound,0.9500,0.1
10,0.0,456,46,0.4386,84.72,82.23,1.0,H,0.0021,above_bound,0.9500,0.1
10,0.0,456,47,0.4336,84.87,82.67,1.0,H,0.0076,above_bound,0.9500,0.1
10,0.0,456,48,0.4345,84.84,82.58,1.0,H,0.0100,above_bound,0.9500,0.1
10,0.0,456,49,0.4301,84.81,82.49,1.0,H,0.0075,above_bound,0.9500,0.1
10,0.0,456,50,0.4236,85.13,82.64,1.0,H,0.0091,above_bound,0.9500,0.1
