tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,0.0,42,1,2.3349,19.55,26.59,0.05,C,0.0767
20,0.0,42,2,1.9357,26.78,27.78,0.05,C,0.0318
20,0.0,42,3,1.8545,29.48,32.84,0.05,C,0.0294
20,0.0,42,4,1.7755,31.95,31.03,0.05,C,0.0164
20,0.0,42,5,1.7367,33.40,36.00,0.05,C,0.0310
20,0.0,42,6,1.6680,36.60,35.73,0.05,C,0.0172
20,0.0,42,7,1.6555,36.89,37.74,0.05,C,0.0191
20,0.0,42,8,1.6173,38.07,41.43,0.05,C,0.0142
20,0.0,42,9,1.5811,40.69,42.69,0.05,C,0.0191
20,0.0,42,10,1.5457,41.83,43.55,0.05,C,0.0158
20,0.0,42,11,1.5090,43.70,40.47,0.05,C,0.0159
20,0.0,42,12,1.5120,43.41,42.59,0.05,C,0.0172
20,0.0,42,13,1.4718,44.91,43.81,0.05,C,0.0212
20,0.0,42,14,1.4487,46.04,46.74,0.05,C,0.0174
20,0.0,42,15,1.4217,47.36,46.04,0.05,C,0.0139
20,0.0,42,16,1.4333,46.70,49.08,0.05,C,0.0255
20,0.0,42,17,1.3728,49.41,49.97,0.05,C,0.0151
20,0.0,42,18,1.3638,49.88,50.75,0.05,C,0.0226
20,0.0,42,19,1.3524,50.68,50.04,0.05,C,0.0222
20,0.0,42,20,1.3079,52.29,52.27,0.05,C,0.0125
20,0.0,42,21,1.2960,52.74,54.78,0.05,C,0.0191
20,0.0,42,22,1.2720,53.65,52.91,0.05,C,0.0252
20,0.0,42,23,1.2657,53.69,55.51,0.05,C,0.0162
20,0.0,42,24,1.2574,54.01,50.03,0.05,C,0.0203
20,0.0,42,25,1.2611,53.99,55.65,0.05,C,0.0218
20,0.0,42,26,1.2146,55.82,57.54,0.05,C,0.0190
20,0.0,42,27,1.2059,56.45,54.38,0.05,C,0.0115
20,0.0,42,28,1.1859,56.91,59.87,0.05,C,0.0194
20,0.0,42,29,1.1665,57.90,56.62,0.05,C,0.0115
20,0.0,42,30,1.1717,57.27,57.38,0.05,C,0.0109
20,0.0,42,31,1.1062,60.18,61.14,0.05,C,0.0587
20,0.0,42,32,1.0921,61.11,61.37,0.05,C,0.0052
20,0.0,42,33,1.0883,61.15,61.58,0.05,C,0.0002
20,0.0,42,34,1.0861,61.43,61.49,0.05,C,0.0026
20,0.0,42,35,1.0845,61.47,61.65,0.05,C,0.0012
20,0.0,42,36,1.0816,61.32,61.67,0.05,C,0.0008
20,0.0,42,37,1.0797,61.47,61.90,0.05,C,0.0082
20,0.0,42,38,1.0774,61.61,61.72,0.05,C,0.0045
20,0.0,42,39,1.0748,61.73,61.93,0.05,C,0.0065
20,0.0,42,40,1.0774,61.67,61.94,0.05,C,-0.0005
20,0.0,42,41,1.0699,62.09,61.64,0.05,C,-0.0039
20,0.0,42,42,1.0747,61.54,62.05,0.05,C,0.0046
20,0.0,42,43,1.0715,61.89,61.79,0.05,C,0.0010
20,0.0,42,44,1.0740,61.87,61.91,0.05,C,-0.0006
20,0.0,42,45,1.0695,61.94,62.13,0.05,C,-0.0013
20,0.0,42,46,1.0738,61.47,62.13,0.05,C,0.0024
20,0.0,42,47,1.0708,62.00,61.96,0.05,C,0.0034
20,0.0,42,48,1.0729,61.90,61.88,0.05,C,-0.0068
20,0.0,42,49,1.0737,61.75,61.98,0.05,C,-0.0056
20,0.0,42,50,1.0740,61.75,62.15,0.05,C,-0.0028
