tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
20,0.0,456,1,4.3470,10.93,14.33,1.0,G,0.1054,above_bound,0.0000
20,0.0,456,2,2.2716,15.42,16.12,1.0,G,0.0893,above_bound,-0.1142
20,0.0,456,3,2.2127,16.76,16.90,1.0,G,0.0974,above_bound,-0.1142
20,0.0,456,4,2.1595,17.66,17.62,1.0,G,0.0619,above_bound,-0.1142
20,0.0,456,5,2.1187,18.64,18.88,1.0,G,0.0470,above_bound,-0.1142
20,0.0,456,6,2.0997,20.04,20.59,1.0,G,0.0575,above_bound,-0.1142
20,0.0,456,7,2.0615,21.13,23.78,1.0,G,0.0506,above_bound,-0.1142
20,0.0,456,8,2.0356,22.07,22.50,1.0,G,0.0460,above_bound,-0.1142
20,0.0,456,9,2.0271,22.68,25.10,1.0,G,0.0367,above_bound,-0.1142
20,0.0,456,10,1.9783,24.37,21.86,1.0,G,0.0276,above_bound,-0.1142
20,0.0,456,11,1.9503,25.68,29.05,1.0,G,0.0354,above_bound,-0.1142
20,0.0,456,12,1.9157,27.44,29.40,1.0,G,0.0293,above_bound,-0.1142
20,0.0,456,13,1.8791,29.11,28.54,1.0,G,0.0301,above_bound,-0.1142
20,0.0,456,14,1.8817,29.24,29.31,1.0,G,0.0318,above_bound,-0.1142
20,0.0,456,15,1.7962,32.20,33.66,1.0,G,0.0340,above_bound,-0.1142
20,0.0,456,16,1.7940,33.21,37.35,1.0,G,0.0309,above_bound,-0.1142
20,0.0,456,17,1.7314,35.71,30.36,1.0,G,0.0196,above_bound,-0.1142
20,0.0,456,18,1.7015,36.27,32.69,1.0,G,0.0207,above_bound,-0.1142
20,0.0,456,19,1.6493,38.74,39.17,1.0,G,0.0281,above_bound,-0.1142
20,0.0,456,20,1.6290,39.80,40.28,1.0,G,0.0194,above_bound,-0.1142
20,0.0,456,21,1.6163,40.36,45.33,1.0,G,0.0200,above_bound,-0.1142
20,0.0,456,22,1.5516,43.01,43.86,1.0,G,0.0224,above_bound,-0.1142
20,0.0,456,23,1.5441,42.92,43.92,1.0,G,0.0221,above_bound,-0.1142
20,0.0,456,24,1.5355,43.94,45.41,1.0,G,0.0171,above_bound,-0.1142
20,0.0,456,25,1.4770,46.11,46.50,1.0,G,0.0152,above_bound,-0.1142
20,0.0,456,26,1.4445,47.18,49.57,1.0,G,0.0136,above_bound,-0.1142
20,0.0,456,27,1.4167,48.37,47.30,1.0,G,0.0195,above_bound,-0.1142
20,0.0,456,28,1.4270,47.73,50.22,1.0,G,0.0224,above_bound,-0.1142
20,0.0,456,29,1.3857,49.44,45.06,1.0,G,0.0118,above_bound,-0.1142
20,0.0,456,30,1.3278,51.69,49.21,1.0,G,0.0149,above_bound,-0.1142
20,0.0,456,31,1.2722,54.02,52.19,1.0,G,0.0561,above_bound,0.8528
20,0.0,456,32,1.2733,53.66,55.15,1.0,G,0.0661,above_bound,0.8528
20,0.0,456,33,1.2304,55.54,56.50,1.0,G,0.0571,above_bound,0.8528
20,0.0,456,34,1.2331,55.17,54.36,1.0,G,0.0651,above_bound,0.8528
20,0.0,456,35,1.2054,56.55,52.51,1.0,G,0.0584,above_bound,0.8528
20,0.0,456,36,1.2053,56.28,57.94,1.0,G,0.0693,above_bound,0.8528
20,0.0,456,37,1.1577,58.45,57.23,1.0,G,0.0555,above_bound,0.8528
20,0.0,456,38,1.1327,59.19,60.85,1.0,G,0.0588,above_bound,0.8528
20,0.0,456,39,1.1030,60.45,60.18,1.0,G,0.0487,above_bound,0.8528
20,0.0,456,40,1.1229,59.84,63.77,1.0,G,0.0643,above_bound,0.8528
20,0.0,456,41,0.9592,66.01,67.67,1.0,G,0.0157,above_bound,0.9500
20,0.0,456,42,0.9353,66.95,68.11,1.0,G,0.0030,above_bound,0.9500
20,0.0,456,43,0.9213,67.51,68.47,1.0,G,0.0063,above_bound,0.9500
20,0.0,456,44,0.9073,68.16,68.17,1.0,G,0.0041,above_bound,0.9500
20,0.0,456,45,0.8965,68.42,68.99,1.0,G,0.0053,above_bound,0.9500
20,0.0,456,46,0.8925,68.49,69.35,1.0,G,0.0078,above_bound,0.9500
20,0.0,456,47,0.8851,68.64,69.58,1.0,G,0.0090,above_bound,0.9500
20,0.0,456,48,0.8743,69.30,69.44,1.0,G,0.0120,above_bound,0.9500
20,0.0,456,49,0.8674,69.42,69.57,1.0,G,0.0045,above_bound,0.9500
20,0.0,456,50,0.8551,69.78,69.53,1.0,G,0.0131,above_bound,0.9500
