tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
5,-0.1,456,1,2.4953,20.13,30.61,1.0,F,0.1106
5,-0.1,456,2,1.8197,30.90,35.61,1.0,F,0.0845
5,-0.1,456,3,1.6682,36.70,41.41,1.0,F,0.0763
5,-0.1,456,4,1.5661,41.36,41.42,1.0,F,0.0693
5,-0.1,456,5,1.4731,45.48,42.23,1.0,F,0.0596
5,-0.1,456,6,1.3922,48.38,46.91,1.0,F,0.0713
5,-0.1,456,7,1.2698,53.70,55.99,1.0,F,0.0584
5,-0.1,456,8,1.1910,56.79,56.50,1.0,F,0.0558
5,-0.1,456,9,1.1064,60.06,57.93,1.0,F,0.0543
5,-0.1,456,10,1.0286,63.00,62.18,1.0,F,0.0505
5,-0.1,456,11,0.9602,65.81,62.84,1.0,F,0.0521
5,-0.1,456,12,0.8916,68.35,69.99,1.0,F,0.0476
5,-0.1,456,13,0.8363,70.32,71.07,1.0,F,0.0376
5,-0.1,456,14,0.7802,72.56,68.69,1.0,F,0.0356
5,-0.1,456,15,0.7592,73.47,71.79,1.0,F,0.0399
5,-0.1,456,16,0.7075,75.09,71.31,1.0,F,0.0287
5,-0.1,456,17,0.6842,76.10,75.37,1.0,F,0.0365
5,-0.1,456,18,0.6586,77.01,74.07,1.0,F,0.0340
5,-0.1,456,19,0.6354,77.84,76.18,1.0,F,0.0314
5,-0.1,456,20,0.6101,78.66,72.41,1.0,F,0.0295
5,-0.1,456,21,0.5848,79.65,78.87,1.0,F,0.0328
5,-0.1,456,22,0.5638,80.48,69.32,1.0,F,0.0255
5,-0.1,456,23,0.5531,80.76,77.26,1.0,F,0.0259
5,-0.1,456,24,0.5375,81.37,71.91,1.0,F,0.0303
5,-0.1,456,25,0.5202,82.00,77.21,1.0,F,0.0261
5,-0.1,456,26,0.5081,82.37,78.26,1.0,F,0.0274
5,-0.1,456,27,0.4882,82.97,76.58,1.0,F,0.0288
5,-0.1,456,28,0.4794,83.45,76.08,1.0,F,0.0254
5,-0.1,456,29,0.4697,83.71,77.39,1.0,F,0.0245
5,-0.1,456,30,0.4561,84.21,78.96,1.0,F,0.0244
5,-0.1,456,31,0.3861,86.80,84.40,1.0,F,0.0075
5,-0.1,456,32,0.3776,87.08,84.75,1.0,F,0.0025
5,-0.1,456,33,0.3706,87.16,85.00,1.0,F,0.0032
5,-0.1,456,34,0.3663,87.58,84.86,1.0,F,0.0041
5,-0.1,456,35,0.3635,87.42,84.82,1.0,F,0.0050
5,-0.1,456,36,0.3581,87.80,85.01,1.0,F,0.0007
5,-0.1,456,37,0.3584,87.74,85.05,1.0,F,0.0025
5,-0.1,456,38,0.3569,87.81,85.20,1.0,F,0.0005
5,-0.1,456,39,0.3537,87.82,85.14,1.0,F,0.0025
5,-0.1,456,40,0.3494,87.90,84.89,1.0,F,0.0009
5,-0.1,456,41,0.3447,88.10,85.15,1.0,F,-0.0001
5,-0.1,456,42,0.3431,88.22,85.19,1.0,F,-0.0042
5,-0.1,456,43,0.3425,88.24,85.38,1.0,F,0.0027
5,-0.1,456,44,0.3399,88.33,85.14,1.0,F,0.0011
5,-0.1,456,45,0.3452,88.24,85.18,1.0,F,-0.0016
5,-0.1,456,46,0.3455,88.11,85.27,1.0,F,0.0012
5,-0.1,456,47,0.3421,88.15,85.16,1.0,F,-0.0013
5,-0.1,456,48,0.3417,88.22,85.34,1.0,F,-0.0007
5,-0.1,456,49,0.3446,88.29,85.18,1.0,F,-0.0033
5,-0.1,456,50,0.3406,88.29,85.02,1.0,F,-0.0027
