tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
10,0.0,42,1,3.1008,10.90,11.44,1.0,G,0.1121,at_bound,0.0000
10,0.0,42,2,2.2793,12.39,14.33,1.0,G,0.0218,at_bound,0.0000
10,0.0,42,3,2.1638,18.42,22.25,1.0,G,0.0667,at_bound,0.0000
10,0.0,42,4,2.0247,22.81,28.34,1.0,G,0.0682,at_bound,0.0000
10,0.0,42,5,1.9064,26.94,33.24,1.0,G,0.0592,at_bound,0.0000
10,0.0,42,6,1.8290,30.70,32.54,1.0,G,0.0440,at_bound,0.0000
10,0.0,42,7,1.7573,33.40,30.20,1.0,G,0.0361,at_bound,0.0000
10,0.0,42,8,1.7028,35.64,38.30,1.0,G,0.0562,at_bound,0.0000
10,0.0,42,9,1.6427,38.30,35.59,1.0,G,0.0426,at_bound,0.0000
10,0.0,42,10,1.5757,41.10,41.78,1.0,G,0.0413,at_bound,0.0000
10,0.0,42,11,1.5216,43.42,42.54,1.0,G,0.0488,at_bound,0.0000
10,0.0,42,12,1.4359,47.00,47.69,1.0,G,0.0406,at_bound,0.0000
10,0.0,42,13,1.3838,49.26,41.94,1.0,G,0.0361,at_bound,0.0000
10,0.0,42,14,1.3218,51.54,52.05,1.0,G,0.0312,at_bound,0.0000
10,0.0,42,15,1.2478,54.38,54.98,1.0,G,0.0254,at_bound,0.0000
10,0.0,42,16,1.1907,56.42,56.91,1.0,G,0.0323,at_bound,0.0000
10,0.0,42,17,1.1433,58.63,57.35,1.0,G,0.0284,at_bound,0.0000
10,0.0,42,18,1.1029,60.27,58.17,1.0,G,0.0325,at_bound,0.0000
10,0.0,42,19,1.0458,62.14,58.04,1.0,G,0.0314,at_bound,0.0000
10,0.0,42,20,1.0005,64.11,59.86,1.0,G,0.0302,at_bound,0.0000
10,0.0,42,21,0.9311,66.80,65.37,1.0,G,0.0294,at_bound,0.0000
10,0.0,42,22,0.8973,68.01,66.30,1.0,G,0.0321,at_bound,0.0000
10,0.0,42,23,0.8553,69.81,68.62,1.0,G,0.0234,at_bound,0.0000
10,0.0,42,24,0.8277,70.77,61.91,1.0,G,0.0244,at_bound,0.0000
10,0.0,42,25,0.7859,72.33,71.20,1.0,G,0.0214,at_bound,0.0000
10,0.0,42,26,0.7619,73.05,69.20,1.0,G,0.0186,at_bound,0.0000
10,0.0,42,27,0.7341,74.22,70.61,1.0,G,0.0229,at_bound,0.0000
10,0.0,42,28,0.7008,75.44,73.63,1.0,G,0.0240,at_bound,0.0000
10,0.0,42,29,0.6644,76.75,73.07,1.0,G,0.0181,at_bound,0.0000
10,0.0,42,30,0.6617,76.87,73.81,1.0,G,0.0177,at_bound,0.0000
10,0.0,42,31,0.5612,80.53,80.40,1.0,G,0.0120,at_bound,0.6838
10,0.0,42,32,0.5469,81.01,80.38,1.0,G,0.0051,at_bound,0.6838
10,0.0,42,33,0.5359,81.41,80.65,1.0,G,0.0075,at_bound,0.6838
10,0.0,42,34,0.5291,81.74,81.14,1.0,G,0.0077,at_bound,0.6838
10,0.0,42,35,0.5206,81.96,80.94,1.0,G,0.0097,at_bound,0.6838
10,0.0,42,36,0.5108,82.32,80.81,1.0,G,0.0064,at_bound,0.6838
10,0.0,42,37,0.5077,82.33,81.74,1.0,G,0.0084,at_bound,0.6838
10,0.0,42,38,0.5060,82.62,81.51,1.0,G,0.0088,at_bound,0.6838
10,0.0,42,39,0.4920,82.91,81.42,1.0,G,0.0136,at_bound,0.6838
10,0.0,42,40,0.4906,83.11,81.12,1.0,G,0.0094,at_bound,0.6838
10,0.0,42,41,0.4692,83.78,82.36,1.0,G,0.0066,at_bound,0.9000
10,0.0,42,42,0.4657,83.91,82.44,1.0,G,0.0012,at_bound,0.9000
10,0.0,42,43,0.4630,84.06,82.61,1.0,G,0.0052,at_bound,0.9000
10,0.0,42,44,0.4607,84.02,82.49,1.0,G,0.0013,at_bound,0.9000
10,0.0,42,45,0.4545,84.12,82.68,1.0,G,0.0037,at_bound,0.9000
10,0.0,42,46,0.4531,84.30,82.59,1.0,G,0.0021,at_bound,0.9000
10,0.0,42,47,0.4540,84.21,82.72,1.0,G,0.0016,at_bound,0.9000
10,0.0,42,48,0.4486,84.35,82.52,1.0,G,0.0045,at_bound,0.9000
10,0.0,42,49,0.4473,84.47,83.04,1.0,G,0.0036,at_bound,0.9000
10,0.0,42,50,0.4447,84.54,82.60,1.0,G,0.0077,at_bound,0.9000
