tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,-0.9,42,1,3.7813,11.45,11.73,1.0,F,0.1110
20,-0.9,42,2,2.2950,12.73,12.30,1.0,F,0.0503
20,-0.9,42,3,2.2812,13.85,13.91,1.0,F,0.0263
20,-0.9,42,4,2.2506,16.20,16.78,1.0,F,0.0512
20,-0.9,42,5,2.1652,18.72,20.52,1.0,F,0.0626
20,-0.9,42,6,2.0501,20.85,22.35,1.0,F,0.0409
20,-0.9,42,7,1.9964,22.51,26.01,1.0,F,0.0213
20,-0.9,42,8,1.9376,25.09,26.18,1.0,F,0.0234
20,-0.9,42,9,1.8955,26.16,29.70,1.0,F,0.0316
20,-0.9,42,10,1.8485,28.73,31.57,1.0,F,0.0176
20,-0.9,42,11,1.8036,30.17,32.27,1.0,F,0.0218
20,-0.9,42,12,1.7615,31.94,32.20,1.0,F,0.0187
20,-0.9,42,13,1.7123,33.96,32.69,1.0,F,0.0280
20,-0.9,42,14,1.6970,34.93,38.22,1.0,F,0.0290
20,-0.9,42,15,1.6358,37.72,37.81,1.0,F,0.0220
20,-0.9,42,16,1.6230,38.25,39.63,1.0,F,0.0306
20,-0.9,42,17,1.5980,39.52,39.28,1.0,F,0.0193
20,-0.9,42,18,1.5463,41.87,37.63,1.0,F,0.0120
20,-0.9,42,19,1.5030,44.00,41.64,1.0,F,0.0251
20,-0.9,42,20,1.4513,46.02,42.89,1.0,F,0.0145
20,-0.9,42,21,1.4198,47.28,45.58,1.0,F,0.0176
20,-0.9,42,22,1.3863,48.84,50.37,1.0,F,0.0221
20,-0.9,42,23,1.3158,51.56,50.12,1.0,F,0.0223
20,-0.9,42,24,1.2898,52.50,51.27,1.0,F,0.0111
20,-0.9,42,25,1.3143,51.92,51.59,1.0,F,0.0117
20,-0.9,42,26,1.2219,55.53,52.88,1.0,F,0.0187
20,-0.9,42,27,1.2018,56.09,50.14,1.0,F,0.0153
20,-0.9,42,28,1.1527,57.88,55.36,1.0,F,0.0189
20,-0.9,42,29,1.1313,58.60,58.71,1.0,F,0.0113
20,-0.9,42,30,1.0952,60.53,58.11,1.0,F,0.0142
20,-0.9,42,31,0.9810,64.91,66.11,1.0,F,0.0371
20,-0.9,42,32,0.9470,66.04,66.57,1.0,F,0.0063
20,-0.9,42,33,0.9362,66.46,67.16,1.0,F,-0.0011
20,-0.9,42,34,0.9308,66.69,67.63,1.0,F,0.0064
20,-0.9,42,35,0.9202,67.09,67.42,1.0,F,0.0047
20,-0.9,42,36,0.9153,67.35,67.76,1.0,F,0.0049
20,-0.9,42,37,0.9087,67.42,67.98,1.0,F,-0.0001
20,-0.9,42,38,0.9038,67.73,68.11,1.0,F,0.0042
20,-0.9,42,39,0.8971,67.92,68.38,1.0,F,0.0087
20,-0.9,42,40,0.8955,67.88,68.53,1.0,F,0.0016
20,-0.9,42,41,0.8847,68.30,68.31,1.0,F,0.0004
20,-0.9,42,42,0.8880,68.18,68.41,1.0,F,0.0026
20,-0.9,42,43,0.8857,68.37,68.66,1.0,F,0.0005
20,-0.9,42,44,0.8868,68.29,68.68,1.0,F,0.0015
20,-0.9,42,45,0.8819,68.30,68.66,1.0,F,-0.0033
20,-0.9,42,46,0.8860,68.14,68.94,1.0,F,-0.0001
20,-0.9,42,47,0.8820,68.59,68.79,1.0,F,-0.0017
20,-0.9,42,48,0.8844,68.50,68.83,1.0,F,-0.0058
20,-0.9,42,49,0.8818,68.26,68.86,1.0,F,-0.0002
20,-0.9,42,50,0.8800,68.56,68.81,1.0,F,0.0000
