tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
0,0.95,42,1,1.8081,32.75,41.65,1.0,A,
0,0.95,42,2,1.3594,50.71,58.29,1.0,A,
0,0.95,42,3,1.1014,60.71,62.57,1.0,A,
0,0.95,42,4,0.9466,66.38,67.11,1.0,A,
0,0.95,42,5,0.8211,70.99,66.12,1.0,A,
0,0.95,42,6,0.7303,74.46,72.98,1.0,A,
0,0.95,42,7,0.6705,76.67,76.08,1.0,A,
0,0.95,42,8,0.6170,78.64,75.91,1.0,A,
0,0.95,42,9,0.5836,79.85,78.10,1.0,A,
0,0.95,42,10,0.5521,80.84,78.32,1.0,A,
0,0.95,42,11,0.5246,81.73,77.02,1.0,A,
0,0.95,42,12,0.5081,82.48,79.33,1.0,A,
0,0.95,42,13,0.4885,83.30,78.06,1.0,A,
0,0.95,42,14,0.4771,83.51,77.75,1.0,A,
0,0.95,42,15,0.4597,83.97,80.17,1.0,A,
0,0.95,42,16,0.4452,84.44,82.57,1.0,A,
0,0.95,42,17,0.4374,84.82,78.47,1.0,A,
0,0.95,42,18,0.4371,84.76,81.49,1.0,A,
0,0.95,42,19,0.4246,85.27,82.53,1.0,A,
0,0.95,42,20,0.4228,85.33,78.39,1.0,A,
0,0.95,42,21,0.4170,85.62,82.77,1.0,A,
0,0.95,42,22,0.4115,85.76,82.30,1.0,A,
0,0.95,42,23,0.4044,86.08,81.75,1.0,A,
0,0.95,42,24,0.3953,86.32,83.64,1.0,A,
0,0.95,42,25,0.3925,86.42,82.58,1.0,A,
0,0.95,42,26,0.3895,86.50,82.54,1.0,A,
0,0.95,42,27,0.3834,86.86,83.17,1.0,A,
0,0.95,42,28,0.3755,86.98,80.85,1.0,A,
0,0.95,42,29,0.3739,86.96,83.61,1.0,A,
0,0.95,42,30,0.3709,86.99,84.66,1.0,A,
0,0.95,42,31,0.2553,91.14,89.28,1.0,A,
0,0.95,42,32,0.2221,92.34,89.36,1.0,A,
0,0.95,42,33,0.2042,92.89,89.78,1.0,A,
0,0.95,42,34,0.1938,93.27,89.85,1.0,A,
0,0.95,42,35,0.1872,93.49,89.73,1.0,A,
0,0.95,42,36,0.1806,93.68,90.12,1.0,A,
0,0.95,42,37,0.1742,93.96,90.08,1.0,A,
0,0.95,42,38,0.1701,94.22,89.94,1.0,A,
0,0.95,42,39,0.1663,94.20,89.89,1.0,A,
0,0.95,42,40,0.1596,94.39,90.02,1.0,A,
0,0.95,42,41,0.1456,94.93,90.25,1.0,A,
0,0.95,42,42,0.1387,95.33,90.30,1.0,A,
0,0.95,42,43,0.1406,95.14,90.34,1.0,A,
0,0.95,42,44,0.1407,95.10,90.30,1.0,A,
0,0.95,42,45,0.1361,95.35,90.43,1.0,A,
0,0.95,42,46,0.1340,95.45,90.43,1.0,A,
0,0.95,42,47,0.1352,95.41,90.44,1.0,A,
0,0.95,42,48,0.1358,95.29,90.49,1.0,A,
0,0.95,42,49,0.1339,95.43,90.49,1.0,A,
0,0.95,42,50,0.1326,95.44,90.50,1.0,A,
