tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
20,0.0,42,1,4.3672,10.80,10.66,1.0,H,0.0665,above_bound,0.0000,0.5
20,0.0,42,2,2.3010,10.71,9.95,1.0,H,0.0372,above_bound,0.0858,0.5
20,0.0,42,3,2.2973,11.06,10.69,1.0,H,0.0052,above_bound,0.0858,0.5
20,0.0,42,4,2.2948,10.61,10.51,1.0,H,0.0423,above_bound,0.0858,0.5
20,0.0,42,5,2.2903,11.53,11.36,1.0,H,0.0151,above_bound,0.0858,0.5
20,0.0,42,6,2.2775,12.24,12.18,1.0,H,0.0247,above_bound,0.0858,0.5
20,0.0,42,7,2.1957,14.93,16.85,1.0,H,0.0769,above_bound,0.0858,0.5
20,0.0,42,8,2.1235,16.71,18.03,1.0,H,0.0381,above_bound,0.0858,0.5
20,0.0,42,9,2.0956,18.89,18.74,1.0,H,0.0300,above_bound,0.0858,0.5
20,0.0,42,10,2.0991,18.45,14.94,1.0,H,0.0349,above_bound,0.0858,0.5
20,0.0,42,11,2.0631,19.57,21.01,1.0,H,0.0569,above_bound,0.0858,0.5
20,0.0,42,12,2.0413,20.26,21.41,1.0,H,0.0380,above_bound,0.0858,0.5
20,0.0,42,13,1.9902,22.01,23.07,1.0,H,0.0399,above_bound,0.0858,0.5
20,0.0,42,14,1.9831,22.34,20.25,1.0,H,0.0169,above_bound,0.0858,0.5
20,0.0,42,15,1.9972,22.35,25.40,1.0,H,0.0476,above_bound,0.0858,0.5
20,0.0,42,16,1.9380,24.54,25.64,1.0,H,0.0348,above_bound,0.0858,0.5
20,0.0,42,17,1.9442,24.09,23.66,1.0,H,0.0281,above_bound,0.0858,0.5
20,0.0,42,18,1.9306,25.32,23.84,1.0,H,0.0479,above_bound,0.0858,0.5
20,0.0,42,19,1.9060,26.29,24.63,1.0,H,0.0287,above_bound,0.0858,0.5
20,0.0,42,20,1.9004,26.87,28.74,1.0,H,0.0410,above_bound,0.0858,0.5
20,0.0,42,21,1.8486,29.11,24.83,1.0,H,0.0270,above_bound,0.0858,0.5
20,0.0,42,22,1.8729,28.32,28.62,1.0,H,0.0509,above_bound,0.0858,0.5
20,0.0,42,23,1.8216,30.61,28.12,1.0,H,0.0311,above_bound,0.0858,0.5
20,0.0,42,24,1.7868,32.55,32.90,1.0,H,0.0367,above_bound,0.0858,0.5
20,0.0,42,25,1.7552,33.48,33.70,1.0,H,0.0236,above_bound,0.0858,0.5
20,0.0,42,26,1.7578,34.04,33.35,1.0,H,0.0286,above_bound,0.0858,0.5
20,0.0,42,27,1.7350,34.98,33.53,1.0,H,0.0380,above_bound,0.0858,0.5
20,0.0,42,28,1.6771,36.98,33.04,1.0,H,0.0337,above_bound,0.0858,0.5
20,0.0,42,29,1.6963,36.28,34.55,1.0,H,0.0338,above_bound,0.0858,0.5
20,0.0,42,30,1.6314,39.28,39.58,1.0,H,0.0317,above_bound,0.0858,0.5
20,0.0,42,31,2.4149,17.81,15.06,1.0,H,0.3242,above_bound,0.9500,0.5
20,0.0,42,32,2.1261,18.16,18.02,1.0,H,0.2696,above_bound,0.9500,0.5
20,0.0,42,33,2.1592,19.47,21.75,1.0,H,0.4076,above_bound,0.9500,0.5
20,0.0,42,34,2.0290,21.95,22.71,1.0,H,0.3202,above_bound,0.9500,0.5
20,0.0,42,35,2.0473,22.41,25.12,1.0,H,0.3522,above_bound,0.9500,0.5
20,0.0,42,36,2.0529,23.63,22.35,1.0,H,0.3203,above_bound,0.9500,0.5
20,0.0,42,37,1.9578,25.42,26.76,1.0,H,0.3127,above_bound,0.9500,0.5
20,0.0,42,38,1.8879,28.04,28.42,1.0,H,0.2702,above_bound,0.9500,0.5
20,0.0,42,39,1.9120,27.38,28.27,1.0,H,0.3167,above_bound,0.9500,0.5
20,0.0,42,40,1.9493,28.20,21.12,1.0,H,0.3143,above_bound,0.9500,0.5
20,0.0,42,41,1.9132,27.72,32.38,1.0,H,0.3356,above_bound,0.9500,0.5
20,0.0,42,42,1.7764,32.71,34.56,1.0,H,0.0817,above_bound,0.9500,0.5
20,0.0,42,43,1.7456,34.18,35.35,1.0,H,0.0383,above_bound,0.9500,0.5
20,0.0,42,44,1.7244,34.81,35.99,1.0,H,0.0257,above_bound,0.9500,0.5
20,0.0,42,45,1.7047,35.82,36.76,1.0,H,0.0272,above_bound,0.9500,0.5
20,0.0,42,46,1.6876,36.26,37.24,1.0,H,0.0234,above_bound,0.9500,0.5
20,0.0,42,47,1.6729,37.02,37.89,1.0,H,0.0116,above_bound,0.9500,0.5
20,0.0,42,48,1.6606,37.46,39.04,1.0,H,0.0167,above_bound,0.9500,0.5
20,0.0,42,49,1.6436,38.10,39.79,1.0,H,0.0141,above_bound,0.9500,0.5
20,0.0,42,50,1.6282,38.92,40.16,1.0,H,0.0294,above_bound,0.9500,0.5
