tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
0,0.3,123,1,1.5979,40.38,40.33,1.0,E,
0,0.3,123,2,1.2022,56.46,53.72,1.0,E,
0,0.3,123,3,1.0008,64.29,64.48,1.0,E,
0,0.3,123,4,0.8631,69.39,70.23,1.0,E,
0,0.3,123,5,0.7630,73.25,70.89,1.0,E,
0,0.3,123,6,0.7068,75.16,67.05,1.0,E,
0,0.3,123,7,0.6519,77.29,69.21,1.0,E,
0,0.3,123,8,0.6140,78.64,75.75,1.0,E,
0,0.3,123,9,0.5839,79.64,71.47,1.0,E,
0,0.3,123,10,0.5543,80.65,72.22,1.0,E,
0,0.3,123,11,0.5282,81.71,75.75,1.0,E,
0,0.3,123,12,0.5101,82.38,78.31,1.0,E,
0,0.3,123,13,0.4879,82.99,79.28,1.0,E,
0,0.3,123,14,0.4693,83.67,78.69,1.0,E,
0,0.3,123,15,0.4595,84.06,74.33,1.0,E,
0,0.3,123,16,0.4447,84.47,72.54,1.0,E,
0,0.3,123,17,0.4285,85.17,80.57,1.0,E,
0,0.3,123,18,0.4140,85.51,79.29,1.0,E,
0,0.3,123,19,0.4042,85.92,77.79,1.0,E,
0,0.3,123,20,0.3906,86.34,82.32,1.0,E,
0,0.3,123,21,0.3823,86.72,82.96,1.0,E,
0,0.3,123,22,0.3732,86.94,81.25,1.0,E,
0,0.3,123,23,0.3622,87.35,81.86,1.0,E,
0,0.3,123,24,0.3545,87.51,80.39,1.0,E,
0,0.3,123,25,0.3486,88.01,79.08,1.0,E,
0,0.3,123,26,0.3410,88.21,82.72,1.0,E,
0,0.3,123,27,0.3287,88.48,81.25,1.0,E,
0,0.3,123,28,0.3210,88.79,77.86,1.0,E,
0,0.3,123,29,0.3175,88.92,84.67,1.0,E,
0,0.3,123,30,0.3129,89.07,84.11,1.0,E,
0,0.3,123,31,0.2489,91.42,87.65,1.0,E,
0,0.3,123,32,0.2345,92.10,87.49,1.0,E,
0,0.3,123,33,0.2275,92.29,87.74,1.0,E,
0,0.3,123,34,0.2190,92.56,87.97,1.0,E,
0,0.3,123,35,0.2173,92.65,87.97,1.0,E,
0,0.3,123,36,0.2160,92.60,88.02,1.0,E,
0,0.3,123,37,0.2154,92.72,87.73,1.0,E,
0,0.3,123,38,0.2120,92.82,87.71,1.0,E,
0,0.3,123,39,0.2103,92.68,87.59,1.0,E,
0,0.3,123,40,0.2057,93.01,87.53,1.0,E,
0,0.3,123,41,0.2008,93.13,87.68,1.0,E,
0,0.3,123,42,0.1980,93.20,87.76,1.0,E,
0,0.3,123,43,0.1962,93.24,87.81,1.0,E,
0,0.3,123,44,0.1960,93.32,87.85,1.0,E,
0,0.3,123,45,0.1951,93.30,87.91,1.0,E,
0,0.3,123,46,0.1987,93.25,87.94,1.0,E,
0,0.3,123,47,0.1970,93.27,87.86,1.0,E,
0,0.3,123,48,0.1983,93.18,87.82,1.0,E,
0,0.3,123,49,0.1954,93.35,87.91,1.0,E,
0,0.3,123,50,0.1980,93.09,87.90,1.0,E,
