tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
10,0.0,123,1,3.2254,11.40,11.49,1.0,H,0.0591,above_bound,0.0000,0.7
10,0.0,123,2,2.2731,15.08,11.98,1.0,H,0.1066,above_bound,0.7000,0.7
10,0.0,123,3,2.1188,19.16,19.41,1.0,H,0.1514,above_bound,0.7000,0.7
10,0.0,123,4,2.0060,22.79,25.49,1.0,H,0.1350,above_bound,0.7000,0.7
10,0.0,123,5,1.9458,25.46,29.48,1.0,H,0.1446,above_bound,0.7000,0.7
10,0.0,123,6,1.8948,27.89,26.00,1.0,H,0.1503,above_bound,0.7000,0.7
10,0.0,123,7,1.8092,30.89,34.29,1.0,H,0.1496,above_bound,0.7000,0.7
10,0.0,123,8,1.7538,33.00,35.32,1.0,H,0.1428,above_bound,0.7000,0.7
10,0.0,123,9,1.6490,38.12,40.12,1.0,H,0.1244,above_bound,0.7000,0.7
10,0.0,123,10,1.6016,40.14,39.54,1.0,H,0.1186,above_bound,0.7000,0.7
10,0.0,123,11,1.5343,42.86,42.65,1.0,H,0.1079,above_bound,0.7000,0.7
10,0.0,123,12,1.4520,46.54,34.39,1.0,H,0.0929,above_bound,0.7000,0.7
10,0.0,123,13,1.3620,50.00,48.43,1.0,H,0.0930,above_bound,0.7000,0.7
10,0.0,123,14,1.2755,53.32,45.26,1.0,H,0.0851,above_bound,0.7000,0.7
10,0.0,123,15,1.2096,56.07,52.92,1.0,H,0.0820,above_bound,0.7000,0.7
10,0.0,123,16,1.1010,60.46,57.34,1.0,H,0.0709,above_bound,0.7000,0.7
10,0.0,123,17,1.0731,61.73,57.97,1.0,H,0.0730,above_bound,0.7000,0.7
10,0.0,123,18,0.9815,64.96,56.57,1.0,H,0.0574,above_bound,0.7000,0.7
10,0.0,123,19,0.9416,66.78,66.42,1.0,H,0.0599,above_bound,0.7000,0.7
10,0.0,123,20,0.8867,68.69,66.35,1.0,H,0.0527,above_bound,0.7000,0.7
10,0.0,123,21,0.8365,70.66,67.23,1.0,H,0.0460,above_bound,0.7000,0.7
10,0.0,123,22,0.8165,71.53,64.68,1.0,H,0.0512,above_bound,0.7000,0.7
10,0.0,123,23,0.7589,73.61,64.33,1.0,H,0.0408,above_bound,0.7000,0.7
10,0.0,123,24,0.7339,74.50,67.72,1.0,H,0.0423,above_bound,0.7000,0.7
10,0.0,123,25,0.7085,75.53,67.60,1.0,H,0.0408,above_bound,0.7000,0.7
10,0.0,123,26,0.6797,76.38,67.36,1.0,H,0.0380,above_bound,0.7000,0.7
10,0.0,123,27,0.6479,77.50,73.36,1.0,H,0.0354,above_bound,0.7000,0.7
10,0.0,123,28,0.6486,77.66,77.86,1.0,H,0.0420,above_bound,0.7000,0.7
10,0.0,123,29,0.6189,78.60,62.45,1.0,H,0.0353,above_bound,0.7000,0.7
10,0.0,123,30,0.5868,79.64,72.15,1.0,H,0.0338,above_bound,0.7000,0.7
10,0.0,123,31,0.4826,83.24,82.76,1.0,H,0.0244,above_bound,0.9500,0.7
10,0.0,123,32,0.4551,84.07,83.00,1.0,H,0.0176,above_bound,0.9500,0.7
10,0.0,123,33,0.4574,84.03,81.96,1.0,H,0.0277,above_bound,0.9500,0.7
10,0.0,123,34,0.4551,84.10,81.19,1.0,H,0.0338,above_bound,0.9500,0.7
10,0.0,123,35,0.4415,84.75,82.41,1.0,H,0.0282,above_bound,0.9500,0.7
10,0.0,123,36,0.4346,84.91,83.65,1.0,H,0.0303,above_bound,0.9500,0.7
10,0.0,123,37,0.4261,85.33,82.86,1.0,H,0.0302,above_bound,0.9500,0.7
10,0.0,123,38,0.4377,84.74,79.87,1.0,H,0.0399,above_bound,0.9500,0.7
10,0.0,123,39,0.4345,84.91,83.49,1.0,H,0.0362,above_bound,0.9500,0.7
10,0.0,123,40,0.4125,85.59,82.27,1.0,H,0.0344,above_bound,0.9500,0.7
10,0.0,123,41,0.3519,87.90,85.74,1.0,H,0.0104,above_bound,0.9500,0.7
10,0.0,123,42,0.3264,88.74,86.18,1.0,H,0.0025,above_bound,0.9500,0.7
10,0.0,123,43,0.3212,88.97,86.36,1.0,H,-0.0008,above_bound,0.9500,0.7
10,0.0,123,44,0.3164,88.98,86.32,1.0,H,0.0003,above_bound,0.9500,0.7
10,0.0,123,45,0.3123,89.21,86.38,1.0,H,0.0012,above_bound,0.9500,0.7
10,0.0,123,46,0.3108,89.28,86.53,1.0,H,0.0017,above_bound,0.9500,0.7
10,0.0,123,47,0.3043,89.54,86.40,1.0,H,0.0007,above_bound,0.9500,0.7
10,0.0,123,48,0.3039,89.50,86.21,1.0,H,0.0000,above_bound,0.9500,0.7
10,0.0,123,49,0.3028,89.53,86.56,1.0,H,0.0019,above_bound,0.9500,0.7
10,0.0,123,50,0.3016,89.58,86.57,1.0,H,0.0022,above_bound,0.9500,0.7
