tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
0,0.7,123,1,1.5465,43.14,39.43,1.0,E,
0,0.7,123,2,1.0718,61.56,63.42,1.0,E,
0,0.7,123,3,0.8792,68.78,67.44,1.0,E,
0,0.7,123,4,0.7585,73.39,73.04,1.0,E,
0,0.7,123,5,0.6795,76.25,74.01,1.0,E,
0,0.7,123,6,0.6293,78.06,75.78,1.0,E,
0,0.7,123,7,0.5800,79.82,74.30,1.0,E,
0,0.7,123,8,0.5502,80.99,71.89,1.0,E,
0,0.7,123,9,0.5212,81.97,77.52,1.0,E,
0,0.7,123,10,0.4971,82.67,78.26,1.0,E,
0,0.7,123,11,0.4721,83.54,80.74,1.0,E,
0,0.7,123,12,0.4541,84.32,77.11,1.0,E,
0,0.7,123,13,0.4378,84.95,79.95,1.0,E,
0,0.7,123,14,0.4184,85.46,83.48,1.0,E,
0,0.7,123,15,0.4071,85.75,81.93,1.0,E,
0,0.7,123,16,0.3983,86.13,80.65,1.0,E,
0,0.7,123,17,0.3826,86.68,83.96,1.0,E,
0,0.7,123,18,0.3764,86.97,84.08,1.0,E,
0,0.7,123,19,0.3642,87.27,83.04,1.0,E,
0,0.7,123,20,0.3575,87.58,84.46,1.0,E,
0,0.7,123,21,0.3424,88.22,83.39,1.0,E,
0,0.7,123,22,0.3333,88.41,82.32,1.0,E,
0,0.7,123,23,0.3286,88.69,81.71,1.0,E,
0,0.7,123,24,0.3220,88.63,82.37,1.0,E,
0,0.7,123,25,0.3155,89.05,82.79,1.0,E,
0,0.7,123,26,0.3098,89.18,83.66,1.0,E,
0,0.7,123,27,0.3033,89.40,84.93,1.0,E,
0,0.7,123,28,0.2948,89.79,85.70,1.0,E,
0,0.7,123,29,0.2848,90.03,85.03,1.0,E,
0,0.7,123,30,0.2898,89.85,85.41,1.0,E,
0,0.7,123,31,0.2192,92.52,88.67,1.0,E,
0,0.7,123,32,0.1938,93.37,88.70,1.0,E,
0,0.7,123,33,0.1873,93.58,88.63,1.0,E,
0,0.7,123,34,0.1778,93.82,88.85,1.0,E,
0,0.7,123,35,0.1752,94.02,88.96,1.0,E,
0,0.7,123,36,0.1721,94.11,89.09,1.0,E,
0,0.7,123,37,0.1661,94.33,88.96,1.0,E,
0,0.7,123,38,0.1660,94.26,88.92,1.0,E,
0,0.7,123,39,0.1614,94.42,89.01,1.0,E,
0,0.7,123,40,0.1601,94.41,89.02,1.0,E,
0,0.7,123,41,0.1514,94.87,89.14,1.0,E,
0,0.7,123,42,0.1514,94.87,89.17,1.0,E,
0,0.7,123,43,0.1478,94.97,89.14,1.0,E,
0,0.7,123,44,0.1485,94.97,89.19,1.0,E,
0,0.7,123,45,0.1491,94.86,89.15,1.0,E,
0,0.7,123,46,0.1485,95.01,89.18,1.0,E,
0,0.7,123,47,0.1464,95.10,89.14,1.0,E,
0,0.7,123,48,0.1485,94.91,89.16,1.0,E,
0,0.7,123,49,0.1467,95.03,89.14,1.0,E,
0,0.7,123,50,0.1456,95.04,89.23,1.0,E,
