tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
20,0.0,456,1,4.3470,10.93,14.33,1.0,H,0.1054,above_bound,0.0000,0.5
20,0.0,456,2,2.2662,15.62,16.29,1.0,H,0.0948,above_bound,0.0858,0.5
20,0.0,456,3,2.1924,16.89,17.75,1.0,H,0.0746,above_bound,0.0858,0.5
20,0.0,456,4,2.1348,18.34,17.73,1.0,H,0.0591,above_bound,0.0858,0.5
20,0.0,456,5,2.1291,18.90,20.43,1.0,H,0.0522,above_bound,0.0858,0.5
20,0.0,456,6,2.0920,20.49,21.98,1.0,H,0.0802,above_bound,0.0858,0.5
20,0.0,456,7,2.0692,20.95,22.10,1.0,H,0.0311,above_bound,0.0858,0.5
20,0.0,456,8,2.0419,22.21,21.27,1.0,H,0.0469,above_bound,0.0858,0.5
20,0.0,456,9,2.0011,23.44,22.93,1.0,H,0.0294,above_bound,0.0858,0.5
20,0.0,456,10,2.0029,23.31,23.21,1.0,H,0.0736,above_bound,0.0858,0.5
20,0.0,456,11,1.9711,25.23,24.70,1.0,H,0.0307,above_bound,0.0858,0.5
20,0.0,456,12,1.9066,28.23,30.17,1.0,H,0.0401,above_bound,0.0858,0.5
20,0.0,456,13,1.9071,28.71,29.57,1.0,H,0.0335,above_bound,0.0858,0.5
20,0.0,456,14,1.8637,30.47,31.81,1.0,H,0.0395,above_bound,0.0858,0.5
20,0.0,456,15,1.7957,32.63,30.62,1.0,H,0.0338,above_bound,0.0858,0.5
20,0.0,456,16,1.7976,33.19,39.97,1.0,H,0.0413,above_bound,0.0858,0.5
20,0.0,456,17,1.7293,35.95,36.46,1.0,H,0.0251,above_bound,0.0858,0.5
20,0.0,456,18,1.6989,36.80,38.07,1.0,H,0.0276,above_bound,0.0858,0.5
20,0.0,456,19,1.6725,38.02,36.47,1.0,H,0.0270,above_bound,0.0858,0.5
20,0.0,456,20,1.6638,38.22,38.39,1.0,H,0.0277,above_bound,0.0858,0.5
20,0.0,456,21,1.6251,39.84,44.12,1.0,H,0.0344,above_bound,0.0858,0.5
20,0.0,456,22,1.5866,40.90,42.85,1.0,H,0.0173,above_bound,0.0858,0.5
20,0.0,456,23,1.5606,42.54,40.46,1.0,H,0.0193,above_bound,0.0858,0.5
20,0.0,456,24,1.5459,42.57,44.36,1.0,H,0.0299,above_bound,0.0858,0.5
20,0.0,456,25,1.5048,44.07,45.60,1.0,H,0.0143,above_bound,0.0858,0.5
20,0.0,456,26,1.4803,44.94,45.08,1.0,H,0.0249,above_bound,0.0858,0.5
20,0.0,456,27,1.4632,45.93,48.28,1.0,H,0.0212,above_bound,0.0858,0.5
20,0.0,456,28,1.4324,47.07,50.18,1.0,H,0.0195,above_bound,0.0858,0.5
20,0.0,456,29,1.4408,47.17,45.61,1.0,H,0.0167,above_bound,0.0858,0.5
20,0.0,456,30,1.3918,49.13,48.63,1.0,H,0.0206,above_bound,0.0858,0.5
20,0.0,456,31,2.1982,25.34,19.83,1.0,H,0.2559,above_bound,0.9500,0.5
20,0.0,456,32,2.1021,23.20,25.78,1.0,H,0.3068,above_bound,0.9500,0.5
20,0.0,456,33,1.8815,30.25,32.39,1.0,H,0.2859,above_bound,0.9500,0.5
20,0.0,456,34,1.7845,34.94,34.95,1.0,H,0.2715,above_bound,0.9500,0.5
20,0.0,456,35,1.7472,35.63,34.89,1.0,H,0.2669,above_bound,0.9500,0.5
20,0.0,456,36,1.6627,38.75,39.31,1.0,H,0.2510,above_bound,0.9500,0.5
20,0.0,456,37,1.6357,40.25,39.26,1.0,H,0.2470,above_bound,0.9500,0.5
20,0.0,456,38,1.5357,42.70,38.64,1.0,H,0.2131,above_bound,0.9500,0.5
20,0.0,456,39,1.4928,44.95,40.64,1.0,H,0.1978,above_bound,0.9500,0.5
20,0.0,456,40,1.5365,43.29,41.98,1.0,H,0.2400,above_bound,0.9500,0.5
20,0.0,456,41,1.3145,52.10,56.60,1.0,H,0.1545,above_bound,0.9500,0.5
20,0.0,456,42,1.2128,56.37,57.59,1.0,H,0.0139,above_bound,0.9500,0.5
20,0.0,456,43,1.1924,57.03,58.09,1.0,H,0.0052,above_bound,0.9500,0.5
20,0.0,456,44,1.1786,57.75,58.78,1.0,H,0.0052,above_bound,0.9500,0.5
20,0.0,456,45,1.1692,57.92,59.08,1.0,H,0.0023,above_bound,0.9500,0.5
20,0.0,456,46,1.1582,58.33,59.44,1.0,H,0.0060,above_bound,0.9500,0.5
20,0.0,456,47,1.1487,58.68,60.13,1.0,H,0.0044,above_bound,0.9500,0.5
20,0.0,456,48,1.1408,59.03,60.48,1.0,H,0.0027,above_bound,0.9500,0.5
20,0.0,456,49,1.1316,59.50,60.69,1.0,H,0.0015,above_bound,0.9500,0.5
20,0.0,456,50,1.1234,59.61,61.08,1.0,H,0.0076,above_bound,0.9500,0.5
