tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
20,0.0,42,1,4.3672,10.80,10.66,1.0,G,0.0665,below_bound,0.0000
20,0.0,42,2,2.3020,10.70,9.95,1.0,G,0.0403,below_bound,-0.7142
20,0.0,42,3,2.2990,10.66,10.61,1.0,G,0.0037,below_bound,-0.7142
20,0.0,42,4,2.2978,10.97,10.94,1.0,G,0.0409,below_bound,-0.7142
20,0.0,42,5,2.2959,11.00,10.12,1.0,G,0.0116,below_bound,-0.7142
20,0.0,42,6,2.2940,10.76,10.09,1.0,G,0.0013,below_bound,-0.7142
20,0.0,42,7,2.2919,10.92,10.57,1.0,G,0.0009,below_bound,-0.7142
20,0.0,42,8,2.2882,11.47,11.41,1.0,G,0.0149,below_bound,-0.7142
20,0.0,42,9,2.2805,12.13,12.00,1.0,G,0.0155,below_bound,-0.7142
20,0.0,42,10,2.2550,13.42,15.32,1.0,G,0.0710,below_bound,-0.7142
20,0.0,42,11,2.1475,16.32,16.90,1.0,G,0.0700,below_bound,-0.7142
20,0.0,42,12,2.0934,17.16,17.61,1.0,G,0.0292,below_bound,-0.7142
20,0.0,42,13,2.0705,17.81,19.49,1.0,G,0.0326,below_bound,-0.7142
20,0.0,42,14,2.0538,20.04,20.73,1.0,G,0.0268,below_bound,-0.7142
20,0.0,42,15,2.0386,20.18,19.69,1.0,G,0.0336,below_bound,-0.7142
20,0.0,42,16,2.0268,20.51,21.26,1.0,G,0.0420,below_bound,-0.7142
20,0.0,42,17,2.0122,20.40,20.92,1.0,G,0.0235,below_bound,-0.7142
20,0.0,42,18,2.0042,20.68,21.20,1.0,G,0.0132,below_bound,-0.7142
20,0.0,42,19,1.9908,21.17,20.59,1.0,G,0.0274,below_bound,-0.7142
20,0.0,42,20,1.9905,21.11,22.04,1.0,G,0.0336,below_bound,-0.7142
20,0.0,42,21,1.9605,21.67,21.45,1.0,G,0.0101,below_bound,-0.7142
20,0.0,42,22,1.9579,22.08,20.54,1.0,G,0.0344,below_bound,-0.7142
20,0.0,42,23,1.9442,22.52,20.27,1.0,G,0.0180,below_bound,-0.7142
20,0.0,42,24,1.9349,22.83,21.23,1.0,G,0.0124,below_bound,-0.7142
20,0.0,42,25,1.9260,23.43,21.52,1.0,G,0.0099,below_bound,-0.7142
20,0.0,42,26,1.9123,24.58,22.95,1.0,G,0.0216,below_bound,-0.7142
20,0.0,42,27,1.8886,25.17,23.65,1.0,G,0.0234,below_bound,-0.7142
20,0.0,42,28,1.8891,25.46,24.55,1.0,G,0.0223,below_bound,-0.7142
20,0.0,42,29,1.8345,28.31,24.35,1.0,G,0.0246,below_bound,-0.7142
20,0.0,42,30,1.8371,27.79,25.86,1.0,G,-0.0011,below_bound,-0.7142
20,0.0,42,31,1.7368,32.00,33.42,1.0,G,0.0742,below_bound,0.2528
20,0.0,42,32,1.7041,33.78,33.90,1.0,G,0.0218,below_bound,0.2528
20,0.0,42,33,1.6890,34.30,35.07,1.0,G,0.0166,below_bound,0.2528
20,0.0,42,34,1.6721,35.40,35.57,1.0,G,0.0373,below_bound,0.2528
20,0.0,42,35,1.6578,35.96,37.65,1.0,G,0.0173,below_bound,0.2528
20,0.0,42,36,1.6495,36.09,38.60,1.0,G,0.0307,below_bound,0.2528
20,0.0,42,37,1.6357,37.23,36.40,1.0,G,0.0248,below_bound,0.2528
20,0.0,42,38,1.6201,37.81,38.22,1.0,G,0.0230,below_bound,0.2528
20,0.0,42,39,1.6208,37.56,39.03,1.0,G,0.0287,below_bound,0.2528
20,0.0,42,40,1.6049,38.60,39.78,1.0,G,0.0106,below_bound,0.2528
20,0.0,42,41,1.5846,39.65,41.23,1.0,G,0.0193,below_bound,0.5586
20,0.0,42,42,1.5767,39.73,41.26,1.0,G,-0.0017,below_bound,0.5586
20,0.0,42,43,1.5720,40.06,41.72,1.0,G,0.0147,below_bound,0.5586
20,0.0,42,44,1.5703,40.08,41.64,1.0,G,-0.0008,below_bound,0.5586
20,0.0,42,45,1.5656,40.54,41.95,1.0,G,-0.0074,below_bound,0.5586
20,0.0,42,46,1.5682,40.24,42.04,1.0,G,0.0181,below_bound,0.5586
20,0.0,42,47,1.5609,40.66,42.03,1.0,G,0.0036,below_bound,0.5586
20,0.0,42,48,1.5608,40.70,42.03,1.0,G,0.0048,below_bound,0.5586
20,0.0,42,49,1.5589,40.78,42.28,1.0,G,-0.0022,below_bound,0.5586
20,0.0,42,50,1.5550,40.94,42.09,1.0,G,0.0178,below_bound,0.5586
