tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
5,0.0,456,1,2.5256,19.03,26.18,1.0,G,0.1006,neg_ramp,0.0000
5,0.0,456,2,1.7779,32.20,34.75,1.0,G,0.0612,neg_ramp,-0.8000
5,0.0,456,3,1.6771,36.13,37.67,1.0,G,0.0480,neg_ramp,-0.8000
5,0.0,456,4,1.5942,39.57,39.36,1.0,G,0.0481,neg_ramp,-0.8000
5,0.0,456,5,1.5202,43.22,40.21,1.0,G,0.0425,neg_ramp,-0.8000
5,0.0,456,6,1.4529,45.65,45.40,1.0,G,0.0533,neg_ramp,-0.8000
5,0.0,456,7,1.3748,49.08,43.97,1.0,G,0.0431,neg_ramp,-0.8000
5,0.0,456,8,1.2857,52.94,49.89,1.0,G,0.0502,neg_ramp,-0.8000
5,0.0,456,9,1.2150,55.51,57.89,1.0,G,0.0379,neg_ramp,-0.8000
5,0.0,456,10,1.1317,58.98,58.58,1.0,G,0.0444,neg_ramp,-0.8000
5,0.0,456,11,1.0597,61.79,63.36,1.0,G,0.0401,neg_ramp,-0.8000
5,0.0,456,12,1.0013,64.20,64.99,1.0,G,0.0406,neg_ramp,-0.8000
5,0.0,456,13,0.9474,66.12,63.15,1.0,G,0.0352,neg_ramp,-0.8000
5,0.0,456,14,0.8785,68.89,69.00,1.0,G,0.0301,neg_ramp,-0.8000
5,0.0,456,15,0.8497,69.83,65.75,1.0,G,0.0310,neg_ramp,-0.8000
5,0.0,456,16,0.8052,71.51,68.42,1.0,G,0.0282,neg_ramp,-0.8000
5,0.0,456,17,0.7685,73.01,70.55,1.0,G,0.0331,neg_ramp,-0.8000
5,0.0,456,18,0.7356,74.14,69.50,1.0,G,0.0329,neg_ramp,-0.8000
5,0.0,456,19,0.7151,74.78,74.54,1.0,G,0.0279,neg_ramp,-0.8000
5,0.0,456,20,0.6862,75.92,71.47,1.0,G,0.0283,neg_ramp,-0.8000
5,0.0,456,21,0.6547,76.99,71.00,1.0,G,0.0263,neg_ramp,-0.8000
5,0.0,456,22,0.6372,77.78,76.39,1.0,G,0.0246,neg_ramp,-0.8000
5,0.0,456,23,0.6217,78.24,74.57,1.0,G,0.0271,neg_ramp,-0.8000
5,0.0,456,24,0.6082,78.96,73.62,1.0,G,0.0311,neg_ramp,-0.8000
5,0.0,456,25,0.5879,79.51,76.67,1.0,G,0.0247,neg_ramp,-0.8000
5,0.0,456,26,0.5737,79.97,73.43,1.0,G,0.0266,neg_ramp,-0.8000
5,0.0,456,27,0.5524,80.88,76.33,1.0,G,0.0248,neg_ramp,-0.8000
5,0.0,456,28,0.5395,81.21,75.86,1.0,G,0.0212,neg_ramp,-0.8000
5,0.0,456,29,0.5307,81.61,77.81,1.0,G,0.0237,neg_ramp,-0.8000
5,0.0,456,30,0.5171,82.14,78.27,1.0,G,0.0248,neg_ramp,-0.8000
5,0.0,456,31,0.4825,83.09,80.64,1.0,G,0.0357,neg_ramp,0.7764
5,0.0,456,32,0.4764,83.48,80.21,1.0,G,0.0384,neg_ramp,0.7764
5,0.0,456,33,0.4667,83.76,77.34,1.0,G,0.0364,neg_ramp,0.7764
5,0.0,456,34,0.4624,83.87,80.55,1.0,G,0.0397,neg_ramp,0.7764
5,0.0,456,35,0.4527,84.26,81.67,1.0,G,0.0375,neg_ramp,0.7764
5,0.0,456,36,0.4428,84.52,80.22,1.0,G,0.0364,neg_ramp,0.7764
5,0.0,456,37,0.4418,84.71,82.34,1.0,G,0.0448,neg_ramp,0.7764
5,0.0,456,38,0.4316,85.12,81.48,1.0,G,0.0355,neg_ramp,0.7764
5,0.0,456,39,0.4247,85.01,82.32,1.0,G,0.0340,neg_ramp,0.7764
5,0.0,456,40,0.4169,85.45,81.72,1.0,G,0.0353,neg_ramp,0.7764
5,0.0,456,41,0.3713,87.08,84.52,1.0,G,0.0095,neg_ramp,0.9293
5,0.0,456,42,0.3643,87.47,84.43,1.0,G,0.0042,neg_ramp,0.9293
5,0.0,456,43,0.3556,87.74,84.60,1.0,G,0.0088,neg_ramp,0.9293
5,0.0,456,44,0.3553,87.63,84.62,1.0,G,0.0076,neg_ramp,0.9293
5,0.0,456,45,0.3531,87.71,84.42,1.0,G,0.0062,neg_ramp,0.9293
5,0.0,456,46,0.3500,87.77,84.88,1.0,G,0.0067,neg_ramp,0.9293
5,0.0,456,47,0.3479,87.86,84.84,1.0,G,0.0060,neg_ramp,0.9293
5,0.0,456,48,0.3455,88.01,84.76,1.0,G,0.0124,neg_ramp,0.9293
5,0.0,456,49,0.3368,88.14,84.31,1.0,G,0.0079,neg_ramp,0.9293
5,0.0,456,50,0.3383,88.27,85.03,1.0,G,0.0106,neg_ramp,0.9293
