tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,-0.1,123,1,4.4039,10.87,13.72,1.0,F,0.0833
20,-0.1,123,2,2.2393,15.45,17.75,1.0,F,0.0929
20,-0.1,123,3,2.1499,18.83,20.00,1.0,F,0.0495
20,-0.1,123,4,2.0842,20.76,22.29,1.0,F,0.0282
20,-0.1,123,5,2.0319,23.01,22.36,1.0,F,0.0254
20,-0.1,123,6,1.9887,24.76,26.10,1.0,F,0.0326
20,-0.1,123,7,1.9701,25.47,26.87,1.0,F,0.0310
20,-0.1,123,8,1.9446,26.49,30.37,1.0,F,0.0355
20,-0.1,123,9,1.8979,27.76,28.66,1.0,F,0.0317
20,-0.1,123,10,1.8772,28.74,33.71,1.0,F,0.0370
20,-0.1,123,11,1.8273,31.10,32.48,1.0,F,0.0198
20,-0.1,123,12,1.7887,32.16,33.88,1.0,F,0.0290
20,-0.1,123,13,1.7474,33.77,32.61,1.0,F,0.0228
20,-0.1,123,14,1.7216,34.56,35.20,1.0,F,0.0242
20,-0.1,123,15,1.6564,37.93,32.44,1.0,F,0.0211
20,-0.1,123,16,1.6571,38.43,39.05,1.0,F,0.0281
20,-0.1,123,17,1.6235,39.03,39.34,1.0,F,0.0280
20,-0.1,123,18,1.5815,41.00,40.13,1.0,F,0.0191
20,-0.1,123,19,1.5598,41.95,43.10,1.0,F,0.0194
20,-0.1,123,20,1.5418,42.57,44.04,1.0,F,0.0165
20,-0.1,123,21,1.5020,44.59,43.93,1.0,F,0.0177
20,-0.1,123,22,1.4930,44.94,43.23,1.0,F,0.0215
20,-0.1,123,23,1.4665,45.69,44.25,1.0,F,0.0266
20,-0.1,123,24,1.4470,46.34,46.89,1.0,F,0.0228
20,-0.1,123,25,1.4202,47.40,49.25,1.0,F,0.0137
20,-0.1,123,26,1.4084,48.30,44.59,1.0,F,0.0213
20,-0.1,123,27,1.3754,49.47,49.28,1.0,F,0.0221
20,-0.1,123,28,1.3309,51.13,49.83,1.0,F,0.0152
20,-0.1,123,29,1.2821,53.05,53.62,1.0,F,0.0222
20,-0.1,123,30,1.2786,53.44,52.19,1.0,F,0.0163
20,-0.1,123,31,1.1228,59.90,61.59,1.0,F,0.0607
20,-0.1,123,32,1.0727,61.58,62.19,1.0,F,0.0102
20,-0.1,123,33,1.0575,62.38,62.54,1.0,F,0.0051
20,-0.1,123,34,1.0438,62.70,62.88,1.0,F,0.0047
20,-0.1,123,35,1.0324,63.14,63.21,1.0,F,0.0072
20,-0.1,123,36,1.0243,63.29,63.67,1.0,F,0.0036
20,-0.1,123,37,1.0157,63.81,63.90,1.0,F,0.0039
20,-0.1,123,38,1.0114,63.83,64.09,1.0,F,0.0024
20,-0.1,123,39,0.9976,64.37,64.70,1.0,F,0.0007
20,-0.1,123,40,0.9955,64.54,64.70,1.0,F,0.0028
20,-0.1,123,41,0.9880,64.74,64.99,1.0,F,0.0075
20,-0.1,123,42,0.9866,64.86,64.76,1.0,F,0.0022
20,-0.1,123,43,0.9851,64.66,64.69,1.0,F,0.0048
20,-0.1,123,44,0.9869,64.61,64.85,1.0,F,-0.0005
20,-0.1,123,45,0.9824,64.93,64.92,1.0,F,0.0021
20,-0.1,123,46,0.9848,64.83,65.00,1.0,F,-0.0001
20,-0.1,123,47,0.9823,65.00,64.93,1.0,F,-0.0015
20,-0.1,123,48,0.9866,64.61,65.00,1.0,F,-0.0008
20,-0.1,123,49,0.9823,65.06,64.89,1.0,F,0.0003
20,-0.1,123,50,0.9835,64.90,64.97,1.0,F,-0.0009
