tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
10,0.0,42,1,3.1008,10.90,11.44,1.0,H,0.1121,above_bound,0.0000,0.1
10,0.0,42,2,2.2763,12.51,15.14,1.0,H,0.0384,above_bound,0.1000,0.1
10,0.0,42,3,2.1514,18.64,21.49,1.0,H,0.0538,above_bound,0.1000,0.1
10,0.0,42,4,2.0178,22.68,24.73,1.0,H,0.0578,above_bound,0.1000,0.1
10,0.0,42,5,1.9084,26.99,28.21,1.0,H,0.0677,above_bound,0.1000,0.1
10,0.0,42,6,1.8280,29.85,28.85,1.0,H,0.0432,above_bound,0.1000,0.1
10,0.0,42,7,1.7693,32.40,34.09,1.0,H,0.0540,above_bound,0.1000,0.1
10,0.0,42,8,1.7004,35.65,40.54,1.0,H,0.0533,above_bound,0.1000,0.1
10,0.0,42,9,1.6438,38.01,37.38,1.0,H,0.0473,above_bound,0.1000,0.1
10,0.0,42,10,1.5866,40.33,43.49,1.0,H,0.0501,above_bound,0.1000,0.1
10,0.0,42,11,1.5275,43.12,46.51,1.0,H,0.0442,above_bound,0.1000,0.1
10,0.0,42,12,1.4632,45.66,44.77,1.0,H,0.0432,above_bound,0.1000,0.1
10,0.0,42,13,1.4026,48.11,42.87,1.0,H,0.0360,above_bound,0.1000,0.1
10,0.0,42,14,1.3353,50.73,53.52,1.0,H,0.0367,above_bound,0.1000,0.1
10,0.0,42,15,1.2584,53.87,56.22,1.0,H,0.0310,above_bound,0.1000,0.1
10,0.0,42,16,1.2071,56.02,49.20,1.0,H,0.0361,above_bound,0.1000,0.1
10,0.0,42,17,1.1503,58.09,55.73,1.0,H,0.0294,above_bound,0.1000,0.1
10,0.0,42,18,1.1082,59.63,60.52,1.0,H,0.0319,above_bound,0.1000,0.1
10,0.0,42,19,1.0489,62.07,58.06,1.0,H,0.0318,above_bound,0.1000,0.1
10,0.0,42,20,1.0205,63.12,62.89,1.0,H,0.0350,above_bound,0.1000,0.1
10,0.0,42,21,0.9451,66.16,60.13,1.0,H,0.0298,above_bound,0.1000,0.1
10,0.0,42,22,0.9205,66.93,63.93,1.0,H,0.0286,above_bound,0.1000,0.1
10,0.0,42,23,0.8856,68.55,68.62,1.0,H,0.0237,above_bound,0.1000,0.1
10,0.0,42,24,0.8374,70.26,66.39,1.0,H,0.0271,above_bound,0.1000,0.1
10,0.0,42,25,0.7933,71.94,69.10,1.0,H,0.0250,above_bound,0.1000,0.1
10,0.0,42,26,0.7563,73.21,70.83,1.0,H,0.0213,above_bound,0.1000,0.1
10,0.0,42,27,0.7402,74.04,71.84,1.0,H,0.0232,above_bound,0.1000,0.1
10,0.0,42,28,0.6990,75.58,73.84,1.0,H,0.0211,above_bound,0.1000,0.1
10,0.0,42,29,0.6753,76.45,66.63,1.0,H,0.0196,above_bound,0.1000,0.1
10,0.0,42,30,0.6663,76.74,73.21,1.0,H,0.0219,above_bound,0.1000,0.1
10,0.0,42,31,0.5644,80.41,80.24,1.0,H,0.0147,above_bound,0.7838,0.1
10,0.0,42,32,0.5460,80.97,80.37,1.0,H,0.0089,above_bound,0.7838,0.1
10,0.0,42,33,0.5332,81.32,80.16,1.0,H,0.0139,above_bound,0.7838,0.1
10,0.0,42,34,0.5300,81.53,80.64,1.0,H,0.0127,above_bound,0.7838,0.1
10,0.0,42,35,0.5195,81.85,80.43,1.0,H,0.0131,above_bound,0.7838,0.1
10,0.0,42,36,0.5111,82.28,80.33,1.0,H,0.0117,above_bound,0.7838,0.1
10,0.0,42,37,0.4986,82.65,80.36,1.0,H,0.0148,above_bound,0.7838,0.1
10,0.0,42,38,0.4946,82.75,81.34,1.0,H,0.0150,above_bound,0.7838,0.1
10,0.0,42,39,0.4889,82.96,81.00,1.0,H,0.0203,above_bound,0.7838,0.1
10,0.0,42,40,0.4868,82.80,81.26,1.0,H,0.0141,above_bound,0.7838,0.1
10,0.0,42,41,0.4497,84.52,82.46,1.0,H,0.0109,above_bound,0.9500,0.1
10,0.0,42,42,0.4459,84.51,82.73,1.0,H,0.0068,above_bound,0.9500,0.1
10,0.0,42,43,0.4445,84.43,82.61,1.0,H,0.0062,above_bound,0.9500,0.1
10,0.0,42,44,0.4372,84.63,82.81,1.0,H,0.0066,above_bound,0.9500,0.1
10,0.0,42,45,0.4309,84.98,82.93,1.0,H,0.0100,above_bound,0.9500,0.1
10,0.0,42,46,0.4246,85.22,83.04,1.0,H,0.0061,above_bound,0.9500,0.1
10,0.0,42,47,0.4250,85.11,82.93,1.0,H,0.0076,above_bound,0.9500,0.1
10,0.0,42,48,0.4228,85.40,83.01,1.0,H,0.0098,above_bound,0.9500,0.1
10,0.0,42,49,0.4182,85.43,83.41,1.0,H,0.0074,above_bound,0.9500,0.1
10,0.0,42,50,0.4141,85.55,83.29,1.0,H,0.0114,above_bound,0.9500,0.1
