tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
5,0.0,456,1,2.5256,19.03,26.18,1.0,G,0.1006,below_bound,0.0000
5,0.0,456,2,1.8433,29.70,28.78,1.0,G,0.0892,below_bound,-0.0071
5,0.0,456,3,1.6910,35.42,39.54,1.0,G,0.0799,below_bound,-0.0071
5,0.0,456,4,1.6026,39.13,35.25,1.0,G,0.0735,below_bound,-0.0071
5,0.0,456,5,1.5222,42.54,48.78,1.0,G,0.0768,below_bound,-0.0071
5,0.0,456,6,1.4284,46.65,47.20,1.0,G,0.0710,below_bound,-0.0071
5,0.0,456,7,1.3239,51.14,51.02,1.0,G,0.0645,below_bound,-0.0071
5,0.0,456,8,1.2185,55.42,46.45,1.0,G,0.0625,below_bound,-0.0071
5,0.0,456,9,1.1309,58.92,61.17,1.0,G,0.0640,below_bound,-0.0071
5,0.0,456,10,1.0394,62.59,64.73,1.0,G,0.0550,below_bound,-0.0071
5,0.0,456,11,0.9560,65.64,67.23,1.0,G,0.0529,below_bound,-0.0071
5,0.0,456,12,0.8915,68.33,65.56,1.0,G,0.0518,below_bound,-0.0071
5,0.0,456,13,0.8290,70.44,70.47,1.0,G,0.0438,below_bound,-0.0071
5,0.0,456,14,0.7664,73.00,69.48,1.0,G,0.0410,below_bound,-0.0071
5,0.0,456,15,0.7372,74.26,73.82,1.0,G,0.0390,below_bound,-0.0071
5,0.0,456,16,0.6946,75.59,69.46,1.0,G,0.0353,below_bound,-0.0071
5,0.0,456,17,0.6607,77.00,75.52,1.0,G,0.0379,below_bound,-0.0071
5,0.0,456,18,0.6328,77.87,74.14,1.0,G,0.0358,below_bound,-0.0071
5,0.0,456,19,0.6140,78.68,75.32,1.0,G,0.0329,below_bound,-0.0071
5,0.0,456,20,0.5868,79.77,74.43,1.0,G,0.0305,below_bound,-0.0071
5,0.0,456,21,0.5619,80.58,77.54,1.0,G,0.0343,below_bound,-0.0071
5,0.0,456,22,0.5483,80.98,77.68,1.0,G,0.0307,below_bound,-0.0071
5,0.0,456,23,0.5326,81.63,78.76,1.0,G,0.0305,below_bound,-0.0071
5,0.0,456,24,0.5192,81.91,75.76,1.0,G,0.0321,below_bound,-0.0071
5,0.0,456,25,0.5041,82.56,77.38,1.0,G,0.0270,below_bound,-0.0071
5,0.0,456,26,0.4921,82.91,76.19,1.0,G,0.0284,below_bound,-0.0071
5,0.0,456,27,0.4728,83.76,72.98,1.0,G,0.0300,below_bound,-0.0071
5,0.0,456,28,0.4629,83.96,79.51,1.0,G,0.0244,below_bound,-0.0071
5,0.0,456,29,0.4513,84.27,80.80,1.0,G,0.0235,below_bound,-0.0071
5,0.0,456,30,0.4466,84.40,78.94,1.0,G,0.0251,below_bound,-0.0071
5,0.0,456,31,0.3707,87.26,85.65,1.0,G,0.0088,below_bound,0.4764
5,0.0,456,32,0.3567,87.81,85.58,1.0,G,0.0031,below_bound,0.4764
5,0.0,456,33,0.3505,88.00,85.36,1.0,G,0.0031,below_bound,0.4764
5,0.0,456,34,0.3483,87.95,85.52,1.0,G,0.0065,below_bound,0.4764
5,0.0,456,35,0.3417,88.34,85.87,1.0,G,0.0059,below_bound,0.4764
5,0.0,456,36,0.3379,88.31,85.44,1.0,G,0.0034,below_bound,0.4764
5,0.0,456,37,0.3372,88.32,85.85,1.0,G,0.0071,below_bound,0.4764
5,0.0,456,38,0.3342,88.51,85.74,1.0,G,0.0022,below_bound,0.4764
5,0.0,456,39,0.3297,88.51,85.94,1.0,G,0.0037,below_bound,0.4764
5,0.0,456,40,0.3255,88.70,85.62,1.0,G,0.0056,below_bound,0.4764
5,0.0,456,41,0.3166,89.02,86.09,1.0,G,0.0019,below_bound,0.6293
5,0.0,456,42,0.3154,89.03,86.15,1.0,G,-0.0006,below_bound,0.6293
5,0.0,456,43,0.3158,88.97,85.89,1.0,G,0.0010,below_bound,0.6293
5,0.0,456,44,0.3130,89.11,86.10,1.0,G,0.0004,below_bound,0.6293
5,0.0,456,45,0.3130,89.20,85.93,1.0,G,-0.0027,below_bound,0.6293
5,0.0,456,46,0.3116,89.04,86.02,1.0,G,-0.0011,below_bound,0.6293
5,0.0,456,47,0.3127,89.18,86.06,1.0,G,0.0036,below_bound,0.6293
5,0.0,456,48,0.3111,89.15,86.14,1.0,G,0.0024,below_bound,0.6293
5,0.0,456,49,0.3096,89.28,86.20,1.0,G,0.0006,below_bound,0.6293
5,0.0,456,50,0.3064,89.40,86.19,1.0,G,-0.0023,below_bound,0.6293
