tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
20,0.0,456,1,4.3470,10.93,14.33,1.0,G,0.1054,at_bound,0.0000
20,0.0,456,2,2.2763,15.26,15.76,1.0,G,0.0838,at_bound,-0.4142
20,0.0,456,3,2.2335,16.51,16.63,1.0,G,0.1096,at_bound,-0.4142
20,0.0,456,4,2.1793,17.56,17.65,1.0,G,0.0656,at_bound,-0.4142
20,0.0,456,5,2.1303,18.63,18.12,1.0,G,0.0560,at_bound,-0.4142
20,0.0,456,6,2.1081,19.13,19.43,1.0,G,0.0347,at_bound,-0.4142
20,0.0,456,7,2.0807,20.26,20.73,1.0,G,0.0436,at_bound,-0.4142
20,0.0,456,8,2.0395,22.08,21.98,1.0,G,0.0454,at_bound,-0.4142
20,0.0,456,9,2.0243,22.78,22.84,1.0,G,0.0241,at_bound,-0.4142
20,0.0,456,10,2.0089,22.84,21.93,1.0,G,0.0189,at_bound,-0.4142
20,0.0,456,11,1.9811,23.70,22.28,1.0,G,0.0242,at_bound,-0.4142
20,0.0,456,12,1.9343,25.95,25.96,1.0,G,0.0368,at_bound,-0.4142
20,0.0,456,13,1.9091,27.60,29.78,1.0,G,0.0185,at_bound,-0.4142
20,0.0,456,14,1.8815,28.44,29.73,1.0,G,0.0132,at_bound,-0.4142
20,0.0,456,15,1.8177,30.89,28.13,1.0,G,0.0173,at_bound,-0.4142
20,0.0,456,16,1.8344,30.56,32.44,1.0,G,0.0231,at_bound,-0.4142
20,0.0,456,17,1.7592,34.02,31.92,1.0,G,0.0223,at_bound,-0.4142
20,0.0,456,18,1.7228,35.40,39.34,1.0,G,0.0173,at_bound,-0.4142
20,0.0,456,19,1.7042,35.52,33.93,1.0,G,0.0297,at_bound,-0.4142
20,0.0,456,20,1.6424,38.55,37.57,1.0,G,0.0249,at_bound,-0.4142
20,0.0,456,21,1.6286,39.16,41.42,1.0,G,0.0156,at_bound,-0.4142
20,0.0,456,22,1.6111,40.84,36.52,1.0,G,0.0067,at_bound,-0.4142
20,0.0,456,23,1.5945,41.12,40.79,1.0,G,0.0307,at_bound,-0.4142
20,0.0,456,24,1.5455,42.68,44.84,1.0,G,0.0145,at_bound,-0.4142
20,0.0,456,25,1.5072,44.40,42.84,1.0,G,0.0067,at_bound,-0.4142
20,0.0,456,26,1.4889,45.38,42.74,1.0,G,0.0201,at_bound,-0.4142
20,0.0,456,27,1.4633,45.76,47.28,1.0,G,0.0152,at_bound,-0.4142
20,0.0,456,28,1.4565,46.59,44.08,1.0,G,0.0094,at_bound,-0.4142
20,0.0,456,29,1.4245,47.70,46.94,1.0,G,0.0216,at_bound,-0.4142
20,0.0,456,30,1.3791,49.55,51.31,1.0,G,0.0126,at_bound,-0.4142
20,0.0,456,31,1.2543,54.59,55.98,1.0,G,0.0222,at_bound,0.5528
20,0.0,456,32,1.2218,55.67,56.52,1.0,G,0.0061,at_bound,0.5528
20,0.0,456,33,1.2003,56.50,56.13,1.0,G,0.0091,at_bound,0.5528
20,0.0,456,34,1.1866,56.89,57.29,1.0,G,0.0097,at_bound,0.5528
20,0.0,456,35,1.1766,57.55,58.30,1.0,G,0.0102,at_bound,0.5528
20,0.0,456,36,1.1637,57.88,56.81,1.0,G,0.0112,at_bound,0.5528
20,0.0,456,37,1.1547,58.32,57.95,1.0,G,0.0142,at_bound,0.5528
20,0.0,456,38,1.1369,58.80,58.18,1.0,G,0.0177,at_bound,0.5528
20,0.0,456,39,1.1280,59.42,59.58,1.0,G,0.0120,at_bound,0.5528
20,0.0,456,40,1.1302,59.09,59.23,1.0,G,0.0225,at_bound,0.5528
20,0.0,456,41,1.0774,61.39,61.54,1.0,G,0.0095,at_bound,0.8586
20,0.0,456,42,1.0707,61.65,61.97,1.0,G,0.0009,at_bound,0.8586
20,0.0,456,43,1.0602,62.17,61.99,1.0,G,0.0020,at_bound,0.8586
20,0.0,456,44,1.0586,62.08,61.77,1.0,G,0.0060,at_bound,0.8586
20,0.0,456,45,1.0538,62.11,62.24,1.0,G,0.0038,at_bound,0.8586
20,0.0,456,46,1.0478,62.52,62.35,1.0,G,0.0062,at_bound,0.8586
20,0.0,456,47,1.0440,62.71,62.71,1.0,G,0.0029,at_bound,0.8586
20,0.0,456,48,1.0389,63.15,62.72,1.0,G,0.0081,at_bound,0.8586
20,0.0,456,49,1.0360,62.68,63.00,1.0,G,0.0068,at_bound,0.8586
20,0.0,456,50,1.0293,63.09,63.06,1.0,G,0.0163,at_bound,0.8586
