tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
10,0.0,42,1,3.1008,10.90,11.44,1.0,G,0.1121,below_bound,0.0000
10,0.0,42,2,2.2830,12.18,13.77,1.0,G,0.0372,below_bound,-0.3000
10,0.0,42,3,2.1940,17.00,20.82,1.0,G,0.0741,below_bound,-0.3000
10,0.0,42,4,2.0738,21.63,24.82,1.0,G,0.0468,below_bound,-0.3000
10,0.0,42,5,1.9605,25.32,28.73,1.0,G,0.0653,below_bound,-0.3000
10,0.0,42,6,1.8614,28.64,29.59,1.0,G,0.0341,below_bound,-0.3000
10,0.0,42,7,1.7967,31.91,32.51,1.0,G,0.0323,below_bound,-0.3000
10,0.0,42,8,1.7350,34.48,35.32,1.0,G,0.0376,below_bound,-0.3000
10,0.0,42,9,1.6658,37.55,35.41,1.0,G,0.0302,below_bound,-0.3000
10,0.0,42,10,1.6210,38.88,43.53,1.0,G,0.0359,below_bound,-0.3000
10,0.0,42,11,1.5533,42.15,43.82,1.0,G,0.0317,below_bound,-0.3000
10,0.0,42,12,1.4995,44.44,44.64,1.0,G,0.0357,below_bound,-0.3000
10,0.0,42,13,1.4489,46.54,47.18,1.0,G,0.0309,below_bound,-0.3000
10,0.0,42,14,1.3749,49.32,45.54,1.0,G,0.0279,below_bound,-0.3000
10,0.0,42,15,1.3373,50.67,52.65,1.0,G,0.0283,below_bound,-0.3000
10,0.0,42,16,1.2632,54.00,47.75,1.0,G,0.0265,below_bound,-0.3000
10,0.0,42,17,1.2150,55.98,52.15,1.0,G,0.0224,below_bound,-0.3000
10,0.0,42,18,1.1931,56.67,55.48,1.0,G,0.0317,below_bound,-0.3000
10,0.0,42,19,1.1355,58.97,55.34,1.0,G,0.0253,below_bound,-0.3000
10,0.0,42,20,1.0897,60.79,58.37,1.0,G,0.0297,below_bound,-0.3000
10,0.0,42,21,1.0448,62.72,65.13,1.0,G,0.0320,below_bound,-0.3000
10,0.0,42,22,0.9856,64.81,61.34,1.0,G,0.0239,below_bound,-0.3000
10,0.0,42,23,0.9617,65.67,64.01,1.0,G,0.0203,below_bound,-0.3000
10,0.0,42,24,0.9150,67.65,64.59,1.0,G,0.0243,below_bound,-0.3000
10,0.0,42,25,0.8761,68.93,69.30,1.0,G,0.0224,below_bound,-0.3000
10,0.0,42,26,0.8454,70.08,69.35,1.0,G,0.0179,below_bound,-0.3000
10,0.0,42,27,0.8119,71.47,69.33,1.0,G,0.0217,below_bound,-0.3000
10,0.0,42,28,0.7848,72.40,69.50,1.0,G,0.0226,below_bound,-0.3000
10,0.0,42,29,0.7498,73.52,66.09,1.0,G,0.0186,below_bound,-0.3000
10,0.0,42,30,0.7475,73.89,71.67,1.0,G,0.0189,below_bound,-0.3000
10,0.0,42,31,0.6367,77.81,77.95,1.0,G,0.0121,below_bound,0.3838
10,0.0,42,32,0.6198,78.24,78.37,1.0,G,0.0032,below_bound,0.3838
10,0.0,42,33,0.6096,78.83,78.34,1.0,G,0.0083,below_bound,0.3838
10,0.0,42,34,0.6042,78.94,78.36,1.0,G,0.0019,below_bound,0.3838
10,0.0,42,35,0.5993,79.11,78.81,1.0,G,0.0062,below_bound,0.3838
10,0.0,42,36,0.5920,79.36,78.80,1.0,G,0.0026,below_bound,0.3838
10,0.0,42,37,0.5849,79.71,78.82,1.0,G,0.0062,below_bound,0.3838
10,0.0,42,38,0.5820,79.89,79.14,1.0,G,0.0053,below_bound,0.3838
10,0.0,42,39,0.5712,80.06,79.45,1.0,G,0.0135,below_bound,0.3838
10,0.0,42,40,0.5706,80.10,79.19,1.0,G,0.0022,below_bound,0.3838
10,0.0,42,41,0.5529,80.78,79.64,1.0,G,0.0037,below_bound,0.6000
10,0.0,42,42,0.5530,80.75,79.56,1.0,G,0.0048,below_bound,0.6000
10,0.0,42,43,0.5534,80.78,79.79,1.0,G,0.0024,below_bound,0.6000
10,0.0,42,44,0.5505,80.91,79.87,1.0,G,0.0002,below_bound,0.6000
10,0.0,42,45,0.5466,80.94,79.83,1.0,G,0.0029,below_bound,0.6000
10,0.0,42,46,0.5505,80.83,79.87,1.0,G,0.0034,below_bound,0.6000
10,0.0,42,47,0.5468,80.88,79.89,1.0,G,0.0008,below_bound,0.6000
10,0.0,42,48,0.5473,80.96,79.90,1.0,G,0.0049,below_bound,0.6000
10,0.0,42,49,0.5461,81.02,80.04,1.0,G,-0.0005,below_bound,0.6000
10,0.0,42,50,0.5406,81.25,80.03,1.0,G,0.0024,below_bound,0.6000
