tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
5,0.0,42,1,2.4457,19.52,21.96,1.0,G,0.1091,neg_ramp,0.0000
5,0.0,42,2,1.7962,31.27,37.27,1.0,G,0.0451,neg_ramp,-0.8000
5,0.0,42,3,1.6697,36.68,39.79,1.0,G,0.0563,neg_ramp,-0.8000
5,0.0,42,4,1.5771,41.21,44.09,1.0,G,0.0432,neg_ramp,-0.8000
5,0.0,42,5,1.4845,44.58,33.89,1.0,G,0.0467,neg_ramp,-0.8000
5,0.0,42,6,1.4015,48.32,48.68,1.0,G,0.0517,neg_ramp,-0.8000
5,0.0,42,7,1.3201,51.51,48.42,1.0,G,0.0546,neg_ramp,-0.8000
5,0.0,42,8,1.2348,54.98,57.21,1.0,G,0.0444,neg_ramp,-0.8000
5,0.0,42,9,1.1637,57.37,53.42,1.0,G,0.0400,neg_ramp,-0.8000
5,0.0,42,10,1.1031,60.01,54.40,1.0,G,0.0365,neg_ramp,-0.8000
5,0.0,42,11,1.0520,62.05,60.55,1.0,G,0.0340,neg_ramp,-0.8000
5,0.0,42,12,0.9982,63.95,59.64,1.0,G,0.0337,neg_ramp,-0.8000
5,0.0,42,13,0.9464,65.97,59.88,1.0,G,0.0348,neg_ramp,-0.8000
5,0.0,42,14,0.8911,68.32,65.69,1.0,G,0.0320,neg_ramp,-0.8000
5,0.0,42,15,0.8482,69.87,63.13,1.0,G,0.0317,neg_ramp,-0.8000
5,0.0,42,16,0.8112,71.35,71.50,1.0,G,0.0315,neg_ramp,-0.8000
5,0.0,42,17,0.7858,72.23,71.17,1.0,G,0.0333,neg_ramp,-0.8000
5,0.0,42,18,0.7567,73.39,71.85,1.0,G,0.0322,neg_ramp,-0.8000
5,0.0,42,19,0.7289,74.14,73.58,1.0,G,0.0253,neg_ramp,-0.8000
5,0.0,42,20,0.7028,75.33,71.88,1.0,G,0.0341,neg_ramp,-0.8000
5,0.0,42,21,0.6800,75.97,71.38,1.0,G,0.0252,neg_ramp,-0.8000
5,0.0,42,22,0.6624,76.75,69.76,1.0,G,0.0280,neg_ramp,-0.8000
5,0.0,42,23,0.6420,77.60,75.13,1.0,G,0.0269,neg_ramp,-0.8000
5,0.0,42,24,0.6284,77.93,75.09,1.0,G,0.0241,neg_ramp,-0.8000
5,0.0,42,25,0.6164,78.47,77.50,1.0,G,0.0294,neg_ramp,-0.8000
5,0.0,42,26,0.5958,79.27,76.96,1.0,G,0.0278,neg_ramp,-0.8000
5,0.0,42,27,0.5855,79.63,76.79,1.0,G,0.0253,neg_ramp,-0.8000
5,0.0,42,28,0.5676,80.10,77.14,1.0,G,0.0230,neg_ramp,-0.8000
5,0.0,42,29,0.5546,80.62,74.25,1.0,G,0.0277,neg_ramp,-0.8000
5,0.0,42,30,0.5424,81.33,76.40,1.0,G,0.0242,neg_ramp,-0.8000
5,0.0,42,31,0.5102,82.18,80.00,1.0,G,0.0406,neg_ramp,0.7764
5,0.0,42,32,0.4952,82.92,78.57,1.0,G,0.0357,neg_ramp,0.7764
5,0.0,42,33,0.4983,82.53,75.51,1.0,G,0.0446,neg_ramp,0.7764
5,0.0,42,34,0.4858,83.02,78.07,1.0,G,0.0428,neg_ramp,0.7764
5,0.0,42,35,0.4750,83.49,79.87,1.0,G,0.0364,neg_ramp,0.7764
5,0.0,42,36,0.4704,83.57,81.97,1.0,G,0.0407,neg_ramp,0.7764
5,0.0,42,37,0.4642,83.86,80.06,1.0,G,0.0389,neg_ramp,0.7764
5,0.0,42,38,0.4622,83.94,80.19,1.0,G,0.0472,neg_ramp,0.7764
5,0.0,42,39,0.4450,84.48,80.94,1.0,G,0.0402,neg_ramp,0.7764
5,0.0,42,40,0.4479,84.42,81.57,1.0,G,0.0358,neg_ramp,0.7764
5,0.0,42,41,0.3900,86.68,83.67,1.0,G,0.0103,neg_ramp,0.9293
5,0.0,42,42,0.3839,86.89,83.72,1.0,G,0.0104,neg_ramp,0.9293
5,0.0,42,43,0.3804,86.83,84.13,1.0,G,0.0115,neg_ramp,0.9293
5,0.0,42,44,0.3788,86.99,84.21,1.0,G,0.0100,neg_ramp,0.9293
5,0.0,42,45,0.3715,87.13,83.75,1.0,G,0.0113,neg_ramp,0.9293
5,0.0,42,46,0.3706,87.04,83.85,1.0,G,0.0127,neg_ramp,0.9293
5,0.0,42,47,0.3661,87.43,84.16,1.0,G,0.0067,neg_ramp,0.9293
5,0.0,42,48,0.3654,87.44,83.97,1.0,G,0.0100,neg_ramp,0.9293
5,0.0,42,49,0.3623,87.31,83.96,1.0,G,0.0101,neg_ramp,0.9293
5,0.0,42,50,0.3615,87.47,84.42,1.0,G,0.0101,neg_ramp,0.9293
