tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
5,0.0,42,1,2.4457,19.52,21.96,1.0,H,0.1091,above_bound,0.0000,0.7
5,0.0,42,2,2.4498,10.69,10.11,1.0,H,0.4738,above_bound,0.9500,0.7
5,0.0,42,3,2.3462,11.80,12.56,1.0,H,0.4569,above_bound,0.9500,0.7
5,0.0,42,4,2.3883,11.25,10.55,1.0,H,0.5195,above_bound,0.9500,0.7
5,0.0,42,5,2.3870,11.89,10.00,1.0,H,0.5767,above_bound,0.9500,0.7
5,0.0,42,6,2.4669,12.76,9.98,1.0,H,0.5872,above_bound,0.9500,0.7
5,0.0,42,7,2.4523,11.80,18.41,1.0,H,0.5565,above_bound,0.9500,0.7
5,0.0,42,8,2.4288,12.53,7.79,1.0,H,0.5660,above_bound,0.9500,0.7
5,0.0,42,9,2.3865,13.74,17.43,1.0,H,0.6010,above_bound,0.9500,0.7
5,0.0,42,10,2.7322,13.16,11.33,1.0,H,0.4880,above_bound,0.9500,0.7
5,0.0,42,11,2.4455,10.88,10.00,1.0,H,0.6272,above_bound,0.9500,0.7
5,0.0,42,12,2.4506,9.84,10.00,1.0,H,0.6895,above_bound,0.9500,0.7
5,0.0,42,13,2.3894,10.08,10.06,1.0,H,0.6239,above_bound,0.9500,0.7
5,0.0,42,14,2.3714,10.25,10.00,1.0,H,0.5842,above_bound,0.9500,0.7
5,0.0,42,15,2.3783,10.10,13.16,1.0,H,0.5982,above_bound,0.9500,0.7
5,0.0,42,16,2.4153,10.63,10.00,1.0,H,0.6307,above_bound,0.9500,0.7
5,0.0,42,17,2.4063,9.80,10.00,1.0,H,0.6580,above_bound,0.9500,0.7
5,0.0,42,18,2.4030,10.00,10.00,1.0,H,0.6488,above_bound,0.9500,0.7
5,0.0,42,19,2.3815,10.14,10.00,1.0,H,0.5815,above_bound,0.9500,0.7
5,0.0,42,20,2.3907,10.08,10.00,1.0,H,0.6150,above_bound,0.9500,0.7
5,0.0,42,21,2.3774,9.90,10.00,1.0,H,0.6007,above_bound,0.9500,0.7
5,0.0,42,22,2.3718,9.86,10.00,1.0,H,0.5832,above_bound,0.9500,0.7
5,0.0,42,23,2.3849,10.10,10.00,1.0,H,0.6039,above_bound,0.9500,0.7
5,0.0,42,24,2.3601,10.07,10.00,1.0,H,0.5313,above_bound,0.9500,0.7
5,0.0,42,25,2.3465,10.04,10.00,1.0,H,0.5008,above_bound,0.9500,0.7
5,0.0,42,26,2.3327,9.94,10.00,1.0,H,0.3869,above_bound,0.9500,0.7
5,0.0,42,27,2.3550,10.30,10.00,1.0,H,0.5308,above_bound,0.9500,0.7
5,0.0,42,28,2.3834,9.98,10.00,1.0,H,0.5986,above_bound,0.9500,0.7
5,0.0,42,29,2.3928,10.07,10.00,1.0,H,0.6372,above_bound,0.9500,0.7
5,0.0,42,30,2.3729,10.05,10.00,1.0,H,0.5788,above_bound,0.9500,0.7
5,0.0,42,31,2.3103,9.84,10.00,1.0,H,0.1038,above_bound,0.9500,0.7
5,0.0,42,32,2.3029,10.05,10.00,1.0,H,-0.0160,above_bound,0.9500,0.7
5,0.0,42,33,2.3031,9.87,10.00,1.0,H,0.0118,above_bound,0.9500,0.7
5,0.0,42,34,2.3031,9.95,10.00,1.0,H,0.0057,above_bound,0.9500,0.7
5,0.0,42,35,2.3030,9.86,10.00,1.0,H,0.0034,above_bound,0.9500,0.7
5,0.0,42,36,2.3030,9.93,10.00,1.0,H,-0.0283,above_bound,0.9500,0.7
5,0.0,42,37,2.3032,9.87,10.00,1.0,H,0.0306,above_bound,0.9500,0.7
5,0.0,42,38,2.3031,9.78,10.00,1.0,H,0.0341,above_bound,0.9500,0.7
5,0.0,42,39,2.3031,9.98,10.00,1.0,H,0.0211,above_bound,0.9500,0.7
5,0.0,42,40,2.3031,9.81,10.00,1.0,H,0.0060,above_bound,0.9500,0.7
5,0.0,42,41,2.3028,10.00,10.00,1.0,H,0.0381,above_bound,0.9500,0.7
5,0.0,42,42,2.3027,9.94,10.00,1.0,H,0.0271,above_bound,0.9500,0.7
5,0.0,42,43,2.3027,9.93,10.00,1.0,H,-0.0153,above_bound,0.9500,0.7
5,0.0,42,44,2.3026,9.92,10.00,1.0,H,-0.0194,above_bound,0.9500,0.7
5,0.0,42,45,2.3026,9.71,10.00,1.0,H,0.0122,above_bound,0.9500,0.7
5,0.0,42,46,2.3026,9.68,10.00,1.0,H,0.0274,above_bound,0.9500,0.7
5,0.0,42,47,2.3026,9.52,10.00,1.0,H,-0.0130,above_bound,0.9500,0.7
5,0.0,42,48,2.3027,9.63,10.00,1.0,H,-0.0271,above_bound,0.9500,0.7
5,0.0,42,49,2.3026,9.90,10.00,1.0,H,-0.0241,above_bound,0.9500,0.7
5,0.0,42,50,2.3026,9.92,10.00,1.0,H,0.0006,above_bound,0.9500,0.7
