tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
5,0.1,42,1,2.4716,19.81,28.43,1.0,B,0.1169
5,0.1,42,2,1.8481,28.96,32.72,1.0,B,0.0891
5,0.1,42,3,1.7176,34.44,36.80,1.0,B,0.0937
5,0.1,42,4,1.6175,39.19,35.94,1.0,B,0.0923
5,0.1,42,5,1.5207,43.14,38.15,1.0,B,0.0827
5,0.1,42,6,1.4468,46.65,45.90,1.0,B,0.0900
5,0.1,42,7,1.3634,49.68,46.05,1.0,B,0.0856
5,0.1,42,8,1.2541,53.98,53.37,1.0,B,0.0728
5,0.1,42,9,1.1548,57.83,56.07,1.0,B,0.0660
5,0.1,42,10,1.0992,60.31,61.03,1.0,B,0.0703
5,0.1,42,11,1.0110,63.71,63.81,1.0,B,0.0554
5,0.1,42,12,0.9406,66.25,65.10,1.0,B,0.0551
5,0.1,42,13,0.8841,68.39,57.52,1.0,B,0.0527
5,0.1,42,14,0.8276,70.42,63.30,1.0,B,0.0489
5,0.1,42,15,0.7827,72.21,64.96,1.0,B,0.0452
5,0.1,42,16,0.7417,73.80,71.67,1.0,B,0.0476
5,0.1,42,17,0.7082,74.99,70.20,1.0,B,0.0419
5,0.1,42,18,0.6801,76.19,70.07,1.0,B,0.0440
5,0.1,42,19,0.6467,77.51,76.84,1.0,B,0.0335
5,0.1,42,20,0.6175,78.41,74.41,1.0,B,0.0323
5,0.1,42,21,0.5966,79.02,78.32,1.0,B,0.0351
5,0.1,42,22,0.5794,79.75,76.31,1.0,B,0.0342
5,0.1,42,23,0.5662,80.15,79.80,1.0,B,0.0335
5,0.1,42,24,0.5411,81.08,77.29,1.0,B,0.0311
5,0.1,42,25,0.5333,81.56,79.43,1.0,B,0.0381
5,0.1,42,26,0.5090,82.27,78.15,1.0,B,0.0307
5,0.1,42,27,0.4992,82.60,77.58,1.0,B,0.0321
5,0.1,42,28,0.4830,83.10,76.88,1.0,B,0.0308
5,0.1,42,29,0.4673,83.84,79.61,1.0,B,0.0288
5,0.1,42,30,0.4590,84.08,80.62,1.0,B,0.0283
5,0.1,42,31,0.3883,86.55,84.68,1.0,B,0.0075
5,0.1,42,32,0.3742,87.21,84.90,1.0,B,0.0033
5,0.1,42,33,0.3655,87.44,84.88,1.0,B,-0.0022
5,0.1,42,34,0.3634,87.57,85.10,1.0,B,0.0031
5,0.1,42,35,0.3619,87.38,85.06,1.0,B,0.0015
5,0.1,42,36,0.3598,87.70,84.84,1.0,B,0.0007
5,0.1,42,37,0.3527,87.94,85.29,1.0,B,0.0020
5,0.1,42,38,0.3527,87.98,85.00,1.0,B,0.0075
5,0.1,42,39,0.3491,88.01,85.11,1.0,B,0.0044
5,0.1,42,40,0.3469,87.99,85.15,1.0,B,0.0041
5,0.1,42,41,0.3399,88.31,85.28,1.0,B,0.0044
5,0.1,42,42,0.3439,88.09,85.27,1.0,B,0.0035
5,0.1,42,43,0.3382,88.30,85.20,1.0,B,0.0023
5,0.1,42,44,0.3422,88.12,85.32,1.0,B,-0.0043
5,0.1,42,45,0.3405,88.24,85.11,1.0,B,0.0003
5,0.1,42,46,0.3392,88.33,85.19,1.0,B,0.0009
5,0.1,42,47,0.3406,88.29,85.29,1.0,B,-0.0005
5,0.1,42,48,0.3401,88.30,85.39,1.0,B,-0.0002
5,0.1,42,49,0.3384,88.32,85.19,1.0,B,0.0005
5,0.1,42,50,0.3389,88.32,85.30,1.0,B,0.0049
