tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
10,0.0,42,1,3.1008,10.90,11.44,1.0,H,0.1121,above_bound,0.0000,0.7
10,0.0,42,2,2.2458,14.34,18.03,1.0,H,0.1001,above_bound,0.7000,0.7
10,0.0,42,3,2.1238,19.25,22.00,1.0,H,0.1483,above_bound,0.7000,0.7
10,0.0,42,4,2.0059,23.49,29.91,1.0,H,0.1570,above_bound,0.7000,0.7
10,0.0,42,5,1.9227,26.64,28.48,1.0,H,0.1500,above_bound,0.7000,0.7
10,0.0,42,6,1.8535,29.59,33.16,1.0,H,0.1313,above_bound,0.7000,0.7
10,0.0,42,7,1.7926,31.95,27.12,1.0,H,0.1265,above_bound,0.7000,0.7
10,0.0,42,8,1.7462,34.37,32.39,1.0,H,0.1275,above_bound,0.7000,0.7
10,0.0,42,9,1.6856,36.75,33.55,1.0,H,0.1261,above_bound,0.7000,0.7
10,0.0,42,10,1.6214,39.73,32.66,1.0,H,0.1212,above_bound,0.7000,0.7
10,0.0,42,11,1.5841,41.35,38.88,1.0,H,0.1271,above_bound,0.7000,0.7
10,0.0,42,12,1.4706,45.09,40.38,1.0,H,0.1157,above_bound,0.7000,0.7
10,0.0,42,13,1.3975,48.60,48.80,1.0,H,0.1082,above_bound,0.7000,0.7
10,0.0,42,14,1.3096,52.28,43.40,1.0,H,0.0966,above_bound,0.7000,0.7
10,0.0,42,15,1.2162,55.62,53.22,1.0,H,0.0920,above_bound,0.7000,0.7
10,0.0,42,16,1.1565,57.92,51.25,1.0,H,0.0849,above_bound,0.7000,0.7
10,0.0,42,17,1.0646,62.13,59.57,1.0,H,0.0767,above_bound,0.7000,0.7
10,0.0,42,18,1.0199,63.73,57.98,1.0,H,0.0721,above_bound,0.7000,0.7
10,0.0,42,19,0.9482,66.63,56.72,1.0,H,0.0647,above_bound,0.7000,0.7
10,0.0,42,20,0.8896,68.71,59.21,1.0,H,0.0593,above_bound,0.7000,0.7
10,0.0,42,21,0.8483,69.98,57.67,1.0,H,0.0593,above_bound,0.7000,0.7
10,0.0,42,22,0.8170,71.42,68.98,1.0,H,0.0583,above_bound,0.7000,0.7
10,0.0,42,23,0.7544,73.75,62.81,1.0,H,0.0458,above_bound,0.7000,0.7
10,0.0,42,24,0.7256,74.66,67.62,1.0,H,0.0433,above_bound,0.7000,0.7
10,0.0,42,25,0.6977,75.57,66.59,1.0,H,0.0398,above_bound,0.7000,0.7
10,0.0,42,26,0.6840,76.26,74.94,1.0,H,0.0414,above_bound,0.7000,0.7
10,0.0,42,27,0.6456,77.46,76.07,1.0,H,0.0388,above_bound,0.7000,0.7
10,0.0,42,28,0.6374,77.75,72.79,1.0,H,0.0412,above_bound,0.7000,0.7
10,0.0,42,29,0.5968,79.36,73.68,1.0,H,0.0338,above_bound,0.7000,0.7
10,0.0,42,30,0.6251,78.42,58.61,1.0,H,0.0394,above_bound,0.7000,0.7
10,0.0,42,31,0.4944,83.06,82.76,1.0,H,0.0311,above_bound,0.9500,0.7
10,0.0,42,32,0.4585,84.20,82.62,1.0,H,0.0239,above_bound,0.9500,0.7
10,0.0,42,33,0.4452,84.55,82.74,1.0,H,0.0267,above_bound,0.9500,0.7
10,0.0,42,34,0.4385,84.83,81.82,1.0,H,0.0262,above_bound,0.9500,0.7
10,0.0,42,35,0.4514,84.25,82.52,1.0,H,0.0337,above_bound,0.9500,0.7
10,0.0,42,36,0.4428,84.58,82.50,1.0,H,0.0360,above_bound,0.9500,0.7
10,0.0,42,37,0.4205,85.40,83.45,1.0,H,0.0300,above_bound,0.9500,0.7
10,0.0,42,38,0.4315,84.99,82.36,1.0,H,0.0365,above_bound,0.9500,0.7
10,0.0,42,39,0.4175,85.37,83.44,1.0,H,0.0369,above_bound,0.9500,0.7
10,0.0,42,40,0.4153,85.57,82.03,1.0,H,0.0368,above_bound,0.9500,0.7
10,0.0,42,41,0.3499,87.91,85.96,1.0,H,0.0150,above_bound,0.9500,0.7
10,0.0,42,42,0.3210,88.97,85.90,1.0,H,0.0017,above_bound,0.9500,0.7
10,0.0,42,43,0.3135,89.04,86.07,1.0,H,0.0034,above_bound,0.9500,0.7
10,0.0,42,44,0.3081,89.42,85.97,1.0,H,0.0001,above_bound,0.9500,0.7
10,0.0,42,45,0.3052,89.48,85.94,1.0,H,0.0013,above_bound,0.9500,0.7
10,0.0,42,46,0.3020,89.69,86.24,1.0,H,0.0015,above_bound,0.9500,0.7
10,0.0,42,47,0.3015,89.62,86.09,1.0,H,-0.0008,above_bound,0.9500,0.7
10,0.0,42,48,0.2986,89.69,86.17,1.0,H,0.0019,above_bound,0.9500,0.7
10,0.0,42,49,0.2946,89.83,86.33,1.0,H,0.0014,above_bound,0.9500,0.7
10,0.0,42,50,0.2904,89.92,86.14,1.0,H,0.0020,above_bound,0.9500,0.7
