tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
20,-0.9,123,1,4.0033,10.93,10.73,1.0,F,0.0696
20,-0.9,123,2,2.2558,15.18,17.50,1.0,F,0.0610
20,-0.9,123,3,2.1140,19.45,21.99,1.0,F,0.0679
20,-0.9,123,4,1.9991,23.38,25.00,1.0,F,0.0447
20,-0.9,123,5,1.9334,25.90,29.68,1.0,F,0.0246
20,-0.9,123,6,1.8812,28.59,29.57,1.0,F,0.0280
20,-0.9,123,7,1.8292,30.42,30.26,1.0,F,0.0264
20,-0.9,123,8,1.8042,31.73,37.35,1.0,F,0.0281
20,-0.9,123,9,1.7166,34.91,35.11,1.0,F,0.0278
20,-0.9,123,10,1.6686,37.17,41.01,1.0,F,0.0408
20,-0.9,123,11,1.6506,37.79,35.37,1.0,F,0.0255
20,-0.9,123,12,1.6165,39.98,39.77,1.0,F,0.0192
20,-0.9,123,13,1.5457,41.86,43.61,1.0,F,0.0179
20,-0.9,123,14,1.5343,42.87,46.02,1.0,F,0.0217
20,-0.9,123,15,1.4892,44.58,42.82,1.0,F,0.0197
20,-0.9,123,16,1.4302,47.17,48.83,1.0,F,0.0309
20,-0.9,123,17,1.4240,47.59,43.28,1.0,F,0.0180
20,-0.9,123,18,1.3608,49.79,49.96,1.0,F,0.0232
20,-0.9,123,19,1.3368,50.63,50.99,1.0,F,0.0151
20,-0.9,123,20,1.3127,51.71,50.93,1.0,F,0.0201
20,-0.9,123,21,1.2491,54.01,54.15,1.0,F,0.0187
20,-0.9,123,22,1.2117,55.97,55.39,1.0,F,0.0149
20,-0.9,123,23,1.2107,55.59,54.22,1.0,F,0.0169
20,-0.9,123,24,1.1589,57.63,59.89,1.0,F,0.0185
20,-0.9,123,25,1.1269,58.65,59.07,1.0,F,0.0118
20,-0.9,123,26,1.0792,60.69,58.18,1.0,F,0.0169
20,-0.9,123,27,1.0694,60.97,60.41,1.0,F,0.0125
20,-0.9,123,28,1.0282,62.81,61.42,1.0,F,0.0112
20,-0.9,123,29,0.9888,64.41,64.60,1.0,F,0.0148
20,-0.9,123,30,0.9784,64.86,62.79,1.0,F,0.0094
20,-0.9,123,31,0.8629,69.42,70.17,1.0,F,0.0305
20,-0.9,123,32,0.8327,70.45,70.66,1.0,F,0.0070
20,-0.9,123,33,0.8254,70.58,70.74,1.0,F,0.0031
20,-0.9,123,34,0.8135,71.06,71.03,1.0,F,0.0025
20,-0.9,123,35,0.8091,71.24,71.47,1.0,F,0.0050
20,-0.9,123,36,0.8032,71.28,71.57,1.0,F,0.0029
20,-0.9,123,37,0.7976,71.49,71.57,1.0,F,0.0005
20,-0.9,123,38,0.7965,71.72,71.99,1.0,F,0.0016
20,-0.9,123,39,0.7925,71.81,72.21,1.0,F,0.0042
20,-0.9,123,40,0.7849,72.21,71.91,1.0,F,0.0036
20,-0.9,123,41,0.7818,72.16,71.95,1.0,F,0.0024
20,-0.9,123,42,0.7812,72.44,72.19,1.0,F,-0.0002
20,-0.9,123,43,0.7799,72.47,72.13,1.0,F,0.0041
20,-0.9,123,44,0.7827,72.20,72.25,1.0,F,-0.0035
20,-0.9,123,45,0.7773,72.36,72.16,1.0,F,-0.0011
20,-0.9,123,46,0.7804,72.08,72.19,1.0,F,0.0041
20,-0.9,123,47,0.7765,72.47,72.31,1.0,F,0.0032
20,-0.9,123,48,0.7833,72.23,72.14,1.0,F,-0.0022
20,-0.9,123,49,0.7795,72.35,72.12,1.0,F,0.0017
20,-0.9,123,50,0.7758,72.51,72.25,1.0,F,0.0020
