tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
10,0.0,42,1,3.1008,10.90,11.44,1.0,G,0.1121,neg_ramp,0.0000
10,0.0,42,2,2.2872,11.79,13.26,1.0,G,0.0354,neg_ramp,-0.9000
10,0.0,42,3,2.2371,14.76,17.80,1.0,G,0.0848,neg_ramp,-0.9000
10,0.0,42,4,2.1412,19.68,22.10,1.0,G,0.1566,neg_ramp,-0.9000
10,0.0,42,5,2.0609,21.57,21.71,1.0,G,0.1852,neg_ramp,-0.9000
10,0.0,42,6,1.9632,24.70,22.92,1.0,G,0.1766,neg_ramp,-0.9000
10,0.0,42,7,1.9008,27.19,25.00,1.0,G,0.2666,neg_ramp,-0.9000
10,0.0,42,8,1.8341,29.67,32.58,1.0,G,0.2162,neg_ramp,-0.9000
10,0.0,42,9,1.7866,32.05,32.89,1.0,G,0.2755,neg_ramp,-0.9000
10,0.0,42,10,1.7296,34.44,37.24,1.0,G,0.2373,neg_ramp,-0.9000
10,0.0,42,11,1.6728,36.88,37.85,1.0,G,0.2094,neg_ramp,-0.9000
10,0.0,42,12,1.6349,38.80,38.21,1.0,G,0.2232,neg_ramp,-0.9000
10,0.0,42,13,1.5921,40.68,40.37,1.0,G,0.2024,neg_ramp,-0.9000
10,0.0,42,14,1.5592,41.60,44.63,1.0,G,0.2274,neg_ramp,-0.9000
10,0.0,42,15,1.5082,43.78,36.79,1.0,G,0.1804,neg_ramp,-0.9000
10,0.0,42,16,1.4710,45.43,44.09,1.0,G,0.1850,neg_ramp,-0.9000
10,0.0,42,17,1.4141,47.46,47.22,1.0,G,0.1471,neg_ramp,-0.9000
10,0.0,42,18,1.3762,49.46,48.90,1.0,G,0.1583,neg_ramp,-0.9000
10,0.0,42,19,1.3349,51.10,50.84,1.0,G,0.1594,neg_ramp,-0.9000
10,0.0,42,20,1.2887,52.95,47.60,1.0,G,0.1218,neg_ramp,-0.9000
10,0.0,42,21,1.2748,53.60,49.95,1.0,G,0.1689,neg_ramp,-0.9000
10,0.0,42,22,1.2279,54.95,53.77,1.0,G,0.1636,neg_ramp,-0.9000
10,0.0,42,23,1.2047,56.45,50.19,1.0,G,0.1570,neg_ramp,-0.9000
10,0.0,42,24,1.1571,58.01,55.07,1.0,G,0.1288,neg_ramp,-0.9000
10,0.0,42,25,1.1309,59.10,56.96,1.0,G,0.1350,neg_ramp,-0.9000
10,0.0,42,26,1.0851,60.78,61.30,1.0,G,0.1060,neg_ramp,-0.9000
10,0.0,42,27,1.0590,61.79,63.49,1.0,G,0.1049,neg_ramp,-0.9000
10,0.0,42,28,1.0328,62.78,55.23,1.0,G,0.1056,neg_ramp,-0.9000
10,0.0,42,29,1.0009,64.31,64.14,1.0,G,0.1011,neg_ramp,-0.9000
10,0.0,42,30,0.9770,65.04,62.12,1.0,G,0.0933,neg_ramp,-0.9000
10,0.0,42,31,0.8819,68.56,69.18,1.0,G,0.0258,neg_ramp,0.6838
10,0.0,42,32,0.8476,69.91,69.92,1.0,G,0.0145,neg_ramp,0.6838
10,0.0,42,33,0.8333,70.62,70.45,1.0,G,0.0226,neg_ramp,0.6838
10,0.0,42,34,0.8225,70.97,71.07,1.0,G,0.0247,neg_ramp,0.6838
10,0.0,42,35,0.8016,71.60,71.45,1.0,G,0.0190,neg_ramp,0.6838
10,0.0,42,36,0.7923,72.19,70.66,1.0,G,0.0258,neg_ramp,0.6838
10,0.0,42,37,0.7770,72.44,70.58,1.0,G,0.0310,neg_ramp,0.6838
10,0.0,42,38,0.7690,73.21,72.31,1.0,G,0.0306,neg_ramp,0.6838
10,0.0,42,39,0.7497,73.75,73.47,1.0,G,0.0361,neg_ramp,0.6838
10,0.0,42,40,0.7430,73.92,73.68,1.0,G,0.0306,neg_ramp,0.6838
10,0.0,42,41,0.6830,76.00,75.41,1.0,G,0.0096,neg_ramp,0.9000
10,0.0,42,42,0.6820,76.03,75.52,1.0,G,0.0065,neg_ramp,0.9000
10,0.0,42,43,0.6732,76.52,76.04,1.0,G,0.0064,neg_ramp,0.9000
10,0.0,42,44,0.6680,76.72,75.87,1.0,G,0.0101,neg_ramp,0.9000
10,0.0,42,45,0.6617,76.70,76.21,1.0,G,0.0100,neg_ramp,0.9000
10,0.0,42,46,0.6591,76.90,76.37,1.0,G,0.0121,neg_ramp,0.9000
10,0.0,42,47,0.6520,77.18,76.23,1.0,G,0.0080,neg_ramp,0.9000
10,0.0,42,48,0.6472,77.47,76.55,1.0,G,0.0110,neg_ramp,0.9000
10,0.0,42,49,0.6380,77.68,76.50,1.0,G,0.0090,neg_ramp,0.9000
10,0.0,42,50,0.6359,77.95,77.01,1.0,G,0.0107,neg_ramp,0.9000
