tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
20,0.0,123,1,4.4994,10.15,10.65,1.0,H,0.1340,above_bound,0.0000,0.7
20,0.0,123,2,2.2994,11.62,13.30,1.0,H,0.0473,above_bound,0.2858,0.7
20,0.0,123,3,2.2845,13.70,13.61,1.0,H,0.0366,above_bound,0.2858,0.7
20,0.0,123,4,2.2551,15.02,15.27,1.0,H,0.0600,above_bound,0.2858,0.7
20,0.0,123,5,2.2283,15.40,15.60,1.0,H,0.0806,above_bound,0.2858,0.7
20,0.0,123,6,2.1888,17.00,15.44,1.0,H,0.1186,above_bound,0.2858,0.7
20,0.0,123,7,2.1807,16.81,17.71,1.0,H,0.0711,above_bound,0.2858,0.7
20,0.0,123,8,2.1447,17.96,16.48,1.0,H,0.0703,above_bound,0.2858,0.7
20,0.0,123,9,2.1299,17.85,19.72,1.0,H,0.0702,above_bound,0.2858,0.7
20,0.0,123,10,2.0700,19.23,20.65,1.0,H,0.0731,above_bound,0.2858,0.7
20,0.0,123,11,2.0610,19.24,20.95,1.0,H,0.0611,above_bound,0.2858,0.7
20,0.0,123,12,2.0320,20.17,19.63,1.0,H,0.0500,above_bound,0.2858,0.7
20,0.0,123,13,2.0072,20.86,16.15,1.0,H,0.0356,above_bound,0.2858,0.7
20,0.0,123,14,2.0172,20.88,19.83,1.0,H,0.0646,above_bound,0.2858,0.7
20,0.0,123,15,1.9740,22.79,22.86,1.0,H,0.0558,above_bound,0.2858,0.7
20,0.0,123,16,1.9940,22.25,20.28,1.0,H,0.0475,above_bound,0.2858,0.7
20,0.0,123,17,1.9734,22.77,24.18,1.0,H,0.0500,above_bound,0.2858,0.7
20,0.0,123,18,1.9462,24.11,16.80,1.0,H,0.0406,above_bound,0.2858,0.7
20,0.0,123,19,1.8932,26.14,27.51,1.0,H,0.0514,above_bound,0.2858,0.7
20,0.0,123,20,1.8636,27.10,30.34,1.0,H,0.0446,above_bound,0.2858,0.7
20,0.0,123,21,1.8904,27.22,31.94,1.0,H,0.0334,above_bound,0.2858,0.7
20,0.0,123,22,1.7945,29.28,32.76,1.0,H,0.0417,above_bound,0.2858,0.7
20,0.0,123,23,1.8528,28.70,30.33,1.0,H,0.0325,above_bound,0.2858,0.7
20,0.0,123,24,1.7874,30.77,30.19,1.0,H,0.0339,above_bound,0.2858,0.7
20,0.0,123,25,1.7836,31.95,31.15,1.0,H,0.0281,above_bound,0.2858,0.7
20,0.0,123,26,1.7291,33.08,30.31,1.0,H,0.0326,above_bound,0.2858,0.7
20,0.0,123,27,1.7135,34.12,33.80,1.0,H,0.0388,above_bound,0.2858,0.7
20,0.0,123,28,1.7231,34.94,30.54,1.0,H,0.0343,above_bound,0.2858,0.7
20,0.0,123,29,1.6665,36.09,40.96,1.0,H,0.0476,above_bound,0.2858,0.7
20,0.0,123,30,1.6481,37.68,35.76,1.0,H,0.0316,above_bound,0.2858,0.7
20,0.0,123,31,2.1812,24.40,19.66,1.0,H,0.2787,above_bound,0.9500,0.7
20,0.0,123,32,2.1144,21.75,18.22,1.0,H,0.3315,above_bound,0.9500,0.7
20,0.0,123,33,2.0846,21.55,26.41,1.0,H,0.3240,above_bound,0.9500,0.7
20,0.0,123,34,1.8839,27.89,22.29,1.0,H,0.3228,above_bound,0.9500,0.7
20,0.0,123,35,1.8760,28.47,27.93,1.0,H,0.3121,above_bound,0.9500,0.7
20,0.0,123,36,1.8032,31.07,31.49,1.0,H,0.3121,above_bound,0.9500,0.7
20,0.0,123,37,1.7703,34.06,35.57,1.0,H,0.3013,above_bound,0.9500,0.7
20,0.0,123,38,1.6907,35.77,37.47,1.0,H,0.2811,above_bound,0.9500,0.7
20,0.0,123,39,1.7121,35.17,36.44,1.0,H,0.3002,above_bound,0.9500,0.7
20,0.0,123,40,1.6258,39.13,35.47,1.0,H,0.2575,above_bound,0.9500,0.7
20,0.0,123,41,1.5049,43.51,50.00,1.0,H,0.2234,above_bound,0.9500,0.7
20,0.0,123,42,1.3927,48.86,51.25,1.0,H,0.0395,above_bound,0.9500,0.7
20,0.0,123,43,1.3660,49.64,51.70,1.0,H,0.0123,above_bound,0.9500,0.7
20,0.0,123,44,1.3474,50.16,52.04,1.0,H,0.0036,above_bound,0.9500,0.7
20,0.0,123,45,1.3358,50.69,52.76,1.0,H,0.0065,above_bound,0.9500,0.7
20,0.0,123,46,1.3234,51.08,53.30,1.0,H,0.0083,above_bound,0.9500,0.7
20,0.0,123,47,1.3121,51.77,53.57,1.0,H,0.0035,above_bound,0.9500,0.7
20,0.0,123,48,1.3061,52.08,53.66,1.0,H,0.0038,above_bound,0.9500,0.7
20,0.0,123,49,1.2939,52.58,53.80,1.0,H,0.0136,above_bound,0.9500,0.7
20,0.0,123,50,1.2847,52.61,54.27,1.0,H,0.0058,above_bound,0.9500,0.7
