tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
20,0.0,123,1,4.4994,10.15,10.65,1.0,G,0.1340,below_bound,0.0000
20,0.0,123,2,2.3035,10.95,11.66,1.0,G,0.0507,below_bound,-0.7142
20,0.0,123,3,2.2975,12.77,12.66,1.0,G,0.0195,below_bound,-0.7142
20,0.0,123,4,2.2909,13.51,13.36,1.0,G,0.0439,below_bound,-0.7142
20,0.0,123,5,2.2835,13.78,13.49,1.0,G,0.0121,below_bound,-0.7142
20,0.0,123,6,2.2728,13.94,13.53,1.0,G,0.0585,below_bound,-0.7142
20,0.0,123,7,2.2597,14.20,14.45,1.0,G,0.0238,below_bound,-0.7142
20,0.0,123,8,2.2231,16.03,17.34,1.0,G,0.1003,below_bound,-0.7142
20,0.0,123,9,2.1351,17.42,18.21,1.0,G,0.0585,below_bound,-0.7142
20,0.0,123,10,2.0724,18.56,15.59,1.0,G,0.0270,below_bound,-0.7142
20,0.0,123,11,2.0659,18.53,20.38,1.0,G,0.0410,below_bound,-0.7142
20,0.0,123,12,2.0328,19.28,16.01,1.0,G,0.0226,below_bound,-0.7142
20,0.0,123,13,2.0149,20.02,20.15,1.0,G,0.0389,below_bound,-0.7142
20,0.0,123,14,1.9928,20.49,21.15,1.0,G,0.0313,below_bound,-0.7142
20,0.0,123,15,1.9668,21.85,20.06,1.0,G,0.0261,below_bound,-0.7142
20,0.0,123,16,1.9650,22.04,21.61,1.0,G,0.0301,below_bound,-0.7142
20,0.0,123,17,1.9499,22.18,20.41,1.0,G,0.0388,below_bound,-0.7142
20,0.0,123,18,1.9392,23.10,22.60,1.0,G,0.0178,below_bound,-0.7142
20,0.0,123,19,1.9178,24.01,23.64,1.0,G,0.0169,below_bound,-0.7142
20,0.0,123,20,1.9224,23.92,25.58,1.0,G,0.0203,below_bound,-0.7142
20,0.0,123,21,1.8842,26.32,19.36,1.0,G,0.0207,below_bound,-0.7142
20,0.0,123,22,1.9270,25.90,23.38,1.0,G,0.0086,below_bound,-0.7142
20,0.0,123,23,1.9265,25.91,29.34,1.0,G,0.0326,below_bound,-0.7142
20,0.0,123,24,1.8214,29.38,30.29,1.0,G,0.0176,below_bound,-0.7142
20,0.0,123,25,1.7766,31.72,27.20,1.0,G,0.0088,below_bound,-0.7142
20,0.0,123,26,1.7689,31.86,33.32,1.0,G,0.0139,below_bound,-0.7142
20,0.0,123,27,1.7313,33.48,34.04,1.0,G,0.0214,below_bound,-0.7142
20,0.0,123,28,1.7166,33.93,31.74,1.0,G,0.0089,below_bound,-0.7142
20,0.0,123,29,1.6932,35.01,32.57,1.0,G,0.0221,below_bound,-0.7142
20,0.0,123,30,1.6646,36.23,38.31,1.0,G,0.0168,below_bound,-0.7142
20,0.0,123,31,1.5583,41.95,43.31,1.0,G,0.0412,below_bound,0.2528
20,0.0,123,32,1.5349,42.88,43.77,1.0,G,0.0213,below_bound,0.2528
20,0.0,123,33,1.5211,43.30,44.20,1.0,G,0.0125,below_bound,0.2528
20,0.0,123,34,1.5099,43.75,44.29,1.0,G,0.0042,below_bound,0.2528
20,0.0,123,35,1.4997,44.02,44.93,1.0,G,0.0225,below_bound,0.2528
20,0.0,123,36,1.4844,44.75,46.25,1.0,G,0.0074,below_bound,0.2528
20,0.0,123,37,1.4731,45.27,44.14,1.0,G,0.0172,below_bound,0.2528
20,0.0,123,38,1.4686,45.47,45.74,1.0,G,0.0125,below_bound,0.2528
20,0.0,123,39,1.4591,45.86,43.66,1.0,G,0.0326,below_bound,0.2528
20,0.0,123,40,1.4491,46.38,43.63,1.0,G,0.0133,below_bound,0.2528
20,0.0,123,41,1.4263,47.39,48.39,1.0,G,0.0213,below_bound,0.5586
20,0.0,123,42,1.4229,47.61,48.36,1.0,G,0.0058,below_bound,0.5586
20,0.0,123,43,1.4180,47.73,48.56,1.0,G,0.0048,below_bound,0.5586
20,0.0,123,44,1.4169,47.71,48.47,1.0,G,0.0009,below_bound,0.5586
20,0.0,123,45,1.4121,48.01,48.75,1.0,G,-0.0009,below_bound,0.5586
20,0.0,123,46,1.4068,48.07,49.09,1.0,G,0.0030,below_bound,0.5586
20,0.0,123,47,1.4065,48.09,48.86,1.0,G,0.0084,below_bound,0.5586
20,0.0,123,48,1.4081,48.36,49.26,1.0,G,0.0025,below_bound,0.5586
20,0.0,123,49,1.4032,48.38,49.43,1.0,G,0.0136,below_bound,0.5586
20,0.0,123,50,1.4005,48.28,49.63,1.0,G,-0.0004,below_bound,0.5586
