tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
20,0.0,123,1,4.4994,10.15,10.65,1.0,G,0.1340,above_bound,0.0000
20,0.0,123,2,2.3017,11.26,11.71,1.0,G,0.0471,above_bound,-0.1142
20,0.0,123,3,2.2931,13.21,13.25,1.0,G,0.0278,above_bound,-0.1142
20,0.0,123,4,2.2801,13.99,13.38,1.0,G,0.0566,above_bound,-0.1142
20,0.0,123,5,2.2621,14.36,15.04,1.0,G,0.0440,above_bound,-0.1142
20,0.0,123,6,2.2105,16.45,16.58,1.0,G,0.0695,above_bound,-0.1142
20,0.0,123,7,2.1518,16.61,16.93,1.0,G,0.0533,above_bound,-0.1142
20,0.0,123,8,2.1271,17.74,16.37,1.0,G,0.0640,above_bound,-0.1142
20,0.0,123,9,2.1005,18.57,14.04,1.0,G,0.0278,above_bound,-0.1142
20,0.0,123,10,2.0692,19.12,18.71,1.0,G,0.0615,above_bound,-0.1142
20,0.0,123,11,2.0359,19.72,21.75,1.0,G,0.0623,above_bound,-0.1142
20,0.0,123,12,1.9963,21.33,17.19,1.0,G,0.0312,above_bound,-0.1142
20,0.0,123,13,1.9847,22.01,20.87,1.0,G,0.0210,above_bound,-0.1142
20,0.0,123,14,1.9685,22.97,22.81,1.0,G,0.0335,above_bound,-0.1142
20,0.0,123,15,1.9481,23.03,23.76,1.0,G,0.0230,above_bound,-0.1142
20,0.0,123,16,1.9711,23.37,22.58,1.0,G,0.0339,above_bound,-0.1142
20,0.0,123,17,1.9311,24.81,24.32,1.0,G,0.0498,above_bound,-0.1142
20,0.0,123,18,1.9087,25.07,26.26,1.0,G,0.0403,above_bound,-0.1142
20,0.0,123,19,1.8911,26.57,23.46,1.0,G,0.0317,above_bound,-0.1142
20,0.0,123,20,1.8863,27.28,30.99,1.0,G,0.0384,above_bound,-0.1142
20,0.0,123,21,1.8179,29.25,30.42,1.0,G,0.0109,above_bound,-0.1142
20,0.0,123,22,1.7896,30.00,29.28,1.0,G,0.0327,above_bound,-0.1142
20,0.0,123,23,1.8472,29.93,30.23,1.0,G,0.0450,above_bound,-0.1142
20,0.0,123,24,1.7435,32.19,34.55,1.0,G,0.0248,above_bound,-0.1142
20,0.0,123,25,1.7471,33.14,28.79,1.0,G,0.0200,above_bound,-0.1142
20,0.0,123,26,1.7183,33.81,35.78,1.0,G,0.0378,above_bound,-0.1142
20,0.0,123,27,1.6700,36.32,39.06,1.0,G,0.0216,above_bound,-0.1142
20,0.0,123,28,1.6710,36.71,40.61,1.0,G,0.0297,above_bound,-0.1142
20,0.0,123,29,1.6248,38.78,35.83,1.0,G,0.0294,above_bound,-0.1142
20,0.0,123,30,1.5759,40.23,42.87,1.0,G,0.0155,above_bound,-0.1142
20,0.0,123,31,1.5041,43.53,43.13,1.0,G,0.1042,above_bound,0.8528
20,0.0,123,32,1.4681,45.32,43.03,1.0,G,0.0965,above_bound,0.8528
20,0.0,123,33,1.5067,44.30,46.05,1.0,G,0.1172,above_bound,0.8528
20,0.0,123,34,1.4216,47.01,42.91,1.0,G,0.0815,above_bound,0.8528
20,0.0,123,35,1.4102,47.58,49.28,1.0,G,0.0900,above_bound,0.8528
20,0.0,123,36,1.4241,47.33,48.54,1.0,G,0.1077,above_bound,0.8528
20,0.0,123,37,1.3562,49.64,48.28,1.0,G,0.0819,above_bound,0.8528
20,0.0,123,38,1.3542,50.29,48.50,1.0,G,0.0866,above_bound,0.8528
20,0.0,123,39,1.3422,50.67,50.42,1.0,G,0.0950,above_bound,0.8528
20,0.0,123,40,1.3400,50.84,52.96,1.0,G,0.0968,above_bound,0.8528
20,0.0,123,41,1.1791,57.47,59.84,1.0,G,0.0384,above_bound,0.9500
20,0.0,123,42,1.1448,58.85,60.83,1.0,G,0.0066,above_bound,0.9500
20,0.0,123,43,1.1273,59.64,60.95,1.0,G,0.0098,above_bound,0.9500
20,0.0,123,44,1.1126,60.00,61.81,1.0,G,0.0092,above_bound,0.9500
20,0.0,123,45,1.0975,60.63,61.99,1.0,G,0.0143,above_bound,0.9500
20,0.0,123,46,1.0899,60.81,61.56,1.0,G,0.0342,above_bound,0.9500
20,0.0,123,47,1.0766,61.41,62.53,1.0,G,0.0327,above_bound,0.9500
20,0.0,123,48,1.0632,62.03,62.01,1.0,G,0.0226,above_bound,0.9500
20,0.0,123,49,1.0588,62.02,63.24,1.0,G,0.0523,above_bound,0.9500
20,0.0,123,50,1.0458,62.18,64.48,1.0,G,0.0488,above_bound,0.9500
