tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
5,0.0,123,1,2.3722,22.53,28.58,1.0,H,0.1022,above_bound,0.0000,0.5
5,0.0,123,2,2.2186,17.13,20.38,1.0,H,0.2423,above_bound,0.7929,0.5
5,0.0,123,3,1.9935,23.64,21.39,1.0,H,0.2998,above_bound,0.7929,0.5
5,0.0,123,4,1.8664,28.73,33.75,1.0,H,0.2716,above_bound,0.7929,0.5
5,0.0,123,5,1.7847,32.91,32.86,1.0,H,0.2607,above_bound,0.7929,0.5
5,0.0,123,6,1.6866,36.44,39.53,1.0,H,0.2380,above_bound,0.7929,0.5
5,0.0,123,7,1.6142,40.10,43.13,1.0,H,0.2415,above_bound,0.7929,0.5
5,0.0,123,8,1.5121,44.18,42.61,1.0,H,0.2192,above_bound,0.7929,0.5
5,0.0,123,9,1.4108,48.20,46.12,1.0,H,0.2091,above_bound,0.7929,0.5
5,0.0,123,10,1.2741,53.37,52.05,1.0,H,0.1771,above_bound,0.7929,0.5
5,0.0,123,11,1.1998,56.67,54.77,1.0,H,0.1701,above_bound,0.7929,0.5
5,0.0,123,12,1.1167,59.85,59.89,1.0,H,0.1538,above_bound,0.7929,0.5
5,0.0,123,13,0.9966,64.09,59.42,1.0,H,0.1273,above_bound,0.7929,0.5
5,0.0,123,14,0.9343,66.78,60.86,1.0,H,0.1197,above_bound,0.7929,0.5
5,0.0,123,15,0.8589,69.72,55.55,1.0,H,0.1012,above_bound,0.7929,0.5
5,0.0,123,16,0.8041,71.64,67.88,1.0,H,0.0962,above_bound,0.7929,0.5
5,0.0,123,17,0.7508,73.82,72.28,1.0,H,0.0868,above_bound,0.7929,0.5
5,0.0,123,18,0.7194,74.83,69.12,1.0,H,0.0837,above_bound,0.7929,0.5
5,0.0,123,19,0.6806,76.28,70.83,1.0,H,0.0748,above_bound,0.7929,0.5
5,0.0,123,20,0.6610,76.95,76.40,1.0,H,0.0789,above_bound,0.7929,0.5
5,0.0,123,21,0.6246,78.36,74.68,1.0,H,0.0722,above_bound,0.7929,0.5
5,0.0,123,22,0.5953,79.28,67.66,1.0,H,0.0651,above_bound,0.7929,0.5
5,0.0,123,23,0.6059,79.14,79.07,1.0,H,0.0764,above_bound,0.7929,0.5
5,0.0,123,24,0.5584,80.55,69.37,1.0,H,0.0615,above_bound,0.7929,0.5
5,0.0,123,25,0.5337,81.47,74.71,1.0,H,0.0557,above_bound,0.7929,0.5
5,0.0,123,26,0.5230,81.80,73.60,1.0,H,0.0575,above_bound,0.7929,0.5
5,0.0,123,27,0.5236,81.75,79.93,1.0,H,0.0620,above_bound,0.7929,0.5
5,0.0,123,28,0.4992,82.57,79.49,1.0,H,0.0541,above_bound,0.7929,0.5
5,0.0,123,29,0.4852,83.10,76.49,1.0,H,0.0558,above_bound,0.7929,0.5
5,0.0,123,30,0.4668,83.94,75.75,1.0,H,0.0476,above_bound,0.7929,0.5
5,0.0,123,31,0.3685,87.17,85.34,1.0,H,0.0231,above_bound,0.9500,0.5
5,0.0,123,32,0.3444,88.22,85.80,1.0,H,0.0141,above_bound,0.9500,0.5
5,0.0,123,33,0.3363,88.35,85.54,1.0,H,0.0171,above_bound,0.9500,0.5
5,0.0,123,34,0.3297,88.55,85.14,1.0,H,0.0172,above_bound,0.9500,0.5
5,0.0,123,35,0.3228,88.79,85.82,1.0,H,0.0124,above_bound,0.9500,0.5
5,0.0,123,36,0.3210,89.12,86.18,1.0,H,0.0190,above_bound,0.9500,0.5
5,0.0,123,37,0.3154,89.01,84.74,1.0,H,0.0223,above_bound,0.9500,0.5
5,0.0,123,38,0.3169,89.07,86.56,1.0,H,0.0246,above_bound,0.9500,0.5
5,0.0,123,39,0.3070,89.35,86.14,1.0,H,0.0241,above_bound,0.9500,0.5
5,0.0,123,40,0.3039,89.33,85.42,1.0,H,0.0284,above_bound,0.9500,0.5
5,0.0,123,41,0.2622,90.83,87.65,1.0,H,0.0062,above_bound,0.9500,0.5
5,0.0,123,42,0.2490,91.45,87.86,1.0,H,0.0029,above_bound,0.9500,0.5
5,0.0,123,43,0.2460,91.50,87.78,1.0,H,0.0016,above_bound,0.9500,0.5
5,0.0,123,44,0.2388,91.70,87.91,1.0,H,-0.0004,above_bound,0.9500,0.5
5,0.0,123,45,0.2359,91.93,87.78,1.0,H,0.0014,above_bound,0.9500,0.5
5,0.0,123,46,0.2359,91.87,88.03,1.0,H,-0.0004,above_bound,0.9500,0.5
5,0.0,123,47,0.2305,92.01,87.99,1.0,H,0.0005,above_bound,0.9500,0.5
5,0.0,123,48,0.2332,91.85,87.89,1.0,H,0.0022,above_bound,0.9500,0.5
5,0.0,123,49,0.2319,91.84,87.99,1.0,H,-0.0007,above_bound,0.9500,0.5
5,0.0,123,50,0.2263,92.13,87.94,1.0,H,0.0014,above_bound,0.9500,0.5
