tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle
5,0.1,456,1,2.6074,18.44,21.68,1.0,B,0.1051
5,0.1,456,2,1.8777,28.32,32.91,1.0,B,0.0907
5,0.1,456,3,1.7101,34.65,38.99,1.0,B,0.0785
5,0.1,456,4,1.6013,39.66,39.26,1.0,B,0.0807
5,0.1,456,5,1.4933,44.29,46.51,1.0,B,0.0761
5,0.1,456,6,1.3796,48.90,47.11,1.0,B,0.0735
5,0.1,456,7,1.2691,53.59,51.28,1.0,B,0.0674
5,0.1,456,8,1.1796,57.06,57.29,1.0,B,0.0655
5,0.1,456,9,1.0995,60.17,62.23,1.0,B,0.0607
5,0.1,456,10,1.0139,63.47,60.42,1.0,B,0.0529
5,0.1,456,11,0.9592,65.52,66.45,1.0,B,0.0590
5,0.1,456,12,0.8899,68.24,67.88,1.0,B,0.0498
5,0.1,456,13,0.8328,70.28,65.42,1.0,B,0.0447
5,0.1,456,14,0.7756,72.62,70.03,1.0,B,0.0389
5,0.1,456,15,0.7401,73.81,71.93,1.0,B,0.0388
5,0.1,456,16,0.7016,75.28,75.36,1.0,B,0.0343
5,0.1,456,17,0.6679,76.62,75.69,1.0,B,0.0352
5,0.1,456,18,0.6350,77.67,74.93,1.0,B,0.0337
5,0.1,456,19,0.6211,78.12,76.42,1.0,B,0.0342
5,0.1,456,20,0.5978,79.17,74.64,1.0,B,0.0320
5,0.1,456,21,0.5716,80.09,74.94,1.0,B,0.0330
5,0.1,456,22,0.5598,80.42,75.54,1.0,B,0.0298
5,0.1,456,23,0.5424,81.19,77.00,1.0,B,0.0298
5,0.1,456,24,0.5269,81.78,78.96,1.0,B,0.0282
5,0.1,456,25,0.5130,82.11,74.85,1.0,B,0.0264
5,0.1,456,26,0.4997,82.71,79.83,1.0,B,0.0316
5,0.1,456,27,0.4866,83.16,77.60,1.0,B,0.0271
5,0.1,456,28,0.4744,83.38,73.77,1.0,B,0.0296
5,0.1,456,29,0.4624,83.84,80.17,1.0,B,0.0245
5,0.1,456,30,0.4508,84.16,80.97,1.0,B,0.0285
5,0.1,456,31,0.3820,86.78,85.34,1.0,B,0.0062
5,0.1,456,32,0.3671,87.38,85.32,1.0,B,-0.0001
5,0.1,456,33,0.3636,87.53,85.54,1.0,B,-0.0001
5,0.1,456,34,0.3589,87.66,85.56,1.0,B,0.0013
5,0.1,456,35,0.3582,87.66,85.55,1.0,B,-0.0001
5,0.1,456,36,0.3513,87.78,85.57,1.0,B,0.0025
5,0.1,456,37,0.3491,87.87,85.52,1.0,B,0.0048
5,0.1,456,38,0.3463,88.03,85.57,1.0,B,0.0016
5,0.1,456,39,0.3443,88.25,85.50,1.0,B,0.0033
5,0.1,456,40,0.3429,88.07,85.51,1.0,B,0.0022
5,0.1,456,41,0.3352,88.35,85.64,1.0,B,-0.0013
5,0.1,456,42,0.3350,88.45,85.67,1.0,B,-0.0035
5,0.1,456,43,0.3346,88.37,85.63,1.0,B,0.0036
5,0.1,456,44,0.3326,88.55,85.63,1.0,B,0.0016
5,0.1,456,45,0.3337,88.44,85.61,1.0,B,-0.0029
5,0.1,456,46,0.3384,88.34,85.57,1.0,B,0.0019
5,0.1,456,47,0.3322,88.64,85.55,1.0,B,-0.0001
5,0.1,456,48,0.3316,88.47,85.57,1.0,B,-0.0000
5,0.1,456,49,0.3312,88.53,85.67,1.0,B,-0.0036
5,0.1,456,50,0.3313,88.51,85.66,1.0,B,-0.0039
