tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied
20,0.0,42,1,4.3672,10.80,10.66,1.0,G,0.0665,above_bound,0.0000
20,0.0,42,2,2.3013,10.67,9.89,1.0,G,0.0406,above_bound,-0.1142
20,0.0,42,3,2.2980,10.87,10.62,1.0,G,0.0040,above_bound,-0.1142
20,0.0,42,4,2.2957,10.66,10.20,1.0,G,0.0460,above_bound,-0.1142
20,0.0,42,5,2.2933,11.24,10.97,1.0,G,0.0164,above_bound,-0.1142
20,0.0,42,6,2.2877,11.48,10.95,1.0,G,0.0120,above_bound,-0.1142
20,0.0,42,7,2.2808,11.86,12.50,1.0,G,0.0181,above_bound,-0.1142
20,0.0,42,8,2.2262,14.11,16.28,1.0,G,0.0956,above_bound,-0.1142
20,0.0,42,9,2.1167,16.46,15.61,1.0,G,0.0401,above_bound,-0.1142
20,0.0,42,10,2.0776,18.40,18.94,1.0,G,0.0419,above_bound,-0.1142
20,0.0,42,11,2.0718,18.71,15.84,1.0,G,0.0335,above_bound,-0.1142
20,0.0,42,12,2.0579,19.47,19.58,1.0,G,0.0555,above_bound,-0.1142
20,0.0,42,13,2.0558,19.41,18.97,1.0,G,0.0262,above_bound,-0.1142
20,0.0,42,14,2.0169,21.15,21.75,1.0,G,0.0369,above_bound,-0.1142
20,0.0,42,15,2.0136,21.56,21.52,1.0,G,0.0406,above_bound,-0.1142
20,0.0,42,16,1.9820,22.21,21.81,1.0,G,0.0286,above_bound,-0.1142
20,0.0,42,17,1.9470,23.00,23.41,1.0,G,0.0254,above_bound,-0.1142
20,0.0,42,18,1.9449,23.17,22.91,1.0,G,0.0302,above_bound,-0.1142
20,0.0,42,19,1.9205,24.51,24.91,1.0,G,0.0248,above_bound,-0.1142
20,0.0,42,20,1.9019,25.05,26.93,1.0,G,0.0184,above_bound,-0.1142
20,0.0,42,21,1.9047,25.29,28.91,1.0,G,0.0140,above_bound,-0.1142
20,0.0,42,22,1.9374,24.66,23.92,1.0,G,0.0289,above_bound,-0.1142
20,0.0,42,23,1.8433,28.19,23.56,1.0,G,0.0424,above_bound,-0.1142
20,0.0,42,24,1.8673,27.17,26.06,1.0,G,0.0380,above_bound,-0.1142
20,0.0,42,25,1.8229,28.63,31.49,1.0,G,0.0258,above_bound,-0.1142
20,0.0,42,26,1.8519,28.83,31.05,1.0,G,0.0274,above_bound,-0.1142
20,0.0,42,27,1.7929,30.58,27.38,1.0,G,0.0227,above_bound,-0.1142
20,0.0,42,28,1.7951,30.91,34.42,1.0,G,0.0280,above_bound,-0.1142
20,0.0,42,29,1.7582,32.50,30.55,1.0,G,0.0190,above_bound,-0.1142
20,0.0,42,30,1.7175,34.74,29.76,1.0,G,0.0201,above_bound,-0.1142
20,0.0,42,31,1.7300,34.40,34.46,1.0,G,0.1648,above_bound,0.8528
20,0.0,42,32,1.6500,37.27,34.89,1.0,G,0.1358,above_bound,0.8528
20,0.0,42,33,1.6476,38.06,36.65,1.0,G,0.1349,above_bound,0.8528
20,0.0,42,34,1.6245,38.90,36.78,1.0,G,0.1362,above_bound,0.8528
20,0.0,42,35,1.6036,40.20,40.02,1.0,G,0.1340,above_bound,0.8528
20,0.0,42,36,1.6252,39.70,44.10,1.0,G,0.1370,above_bound,0.8528
20,0.0,42,37,1.5422,42.77,39.16,1.0,G,0.1135,above_bound,0.8528
20,0.0,42,38,1.5404,42.46,41.62,1.0,G,0.1396,above_bound,0.8528
20,0.0,42,39,1.5259,43.12,37.88,1.0,G,0.1204,above_bound,0.8528
20,0.0,42,40,1.5391,43.82,41.49,1.0,G,0.1349,above_bound,0.8528
20,0.0,42,41,1.3817,49.87,50.95,1.0,G,0.0665,above_bound,0.9500
20,0.0,42,42,1.3354,51.25,52.26,1.0,G,0.0175,above_bound,0.9500
20,0.0,42,43,1.3167,52.31,52.74,1.0,G,0.0103,above_bound,0.9500
20,0.0,42,44,1.2974,52.88,53.63,1.0,G,0.0249,above_bound,0.9500
20,0.0,42,45,1.2798,53.60,54.20,1.0,G,0.0156,above_bound,0.9500
20,0.0,42,46,1.2660,54.16,54.23,1.0,G,0.0365,above_bound,0.9500
20,0.0,42,47,1.2572,54.26,54.73,1.0,G,0.0467,above_bound,0.9500
20,0.0,42,48,1.2463,54.96,55.69,1.0,G,0.0633,above_bound,0.9500
20,0.0,42,49,1.2464,54.74,54.98,1.0,G,0.0744,above_bound,0.9500
20,0.0,42,50,1.2194,55.82,56.92,1.0,G,0.0666,above_bound,0.9500
