tau,momentum,seed,epoch,train_loss,train_acc,test_acc,lr_scale,experiment,grad_angle,schedule,beta_applied,bound_offset
5,0.0,42,1,2.4457,19.52,21.96,1.0,H,0.1091,above_bound,0.0000,0.1
5,0.0,42,2,1.9761,24.99,32.65,1.0,H,0.1341,above_bound,0.3929,0.1
5,0.0,42,3,1.7833,32.12,32.38,1.0,H,0.1347,above_bound,0.3929,0.1
5,0.0,42,4,1.6516,37.64,43.20,1.0,H,0.1297,above_bound,0.3929,0.1
5,0.0,42,5,1.5383,42.30,40.73,1.0,H,0.1199,above_bound,0.3929,0.1
5,0.0,42,6,1.4241,46.90,49.36,1.0,H,0.1124,above_bound,0.3929,0.1
5,0.0,42,7,1.2966,51.97,48.69,1.0,H,0.1012,above_bound,0.3929,0.1
5,0.0,42,8,1.1782,57.09,45.63,1.0,H,0.0884,above_bound,0.3929,0.1
5,0.0,42,9,1.0892,60.73,56.34,1.0,H,0.0825,above_bound,0.3929,0.1
5,0.0,42,10,1.0071,63.87,63.65,1.0,H,0.0741,above_bound,0.3929,0.1
5,0.0,42,11,0.9169,67.25,63.57,1.0,H,0.0657,above_bound,0.3929,0.1
5,0.0,42,12,0.8564,69.32,68.24,1.0,H,0.0562,above_bound,0.3929,0.1
5,0.0,42,13,0.7964,71.76,62.49,1.0,H,0.0538,above_bound,0.3929,0.1
5,0.0,42,14,0.7607,72.91,70.13,1.0,H,0.0517,above_bound,0.3929,0.1
5,0.0,42,15,0.7098,75.16,71.25,1.0,H,0.0482,above_bound,0.3929,0.1
5,0.0,42,16,0.6888,75.97,72.90,1.0,H,0.0510,above_bound,0.3929,0.1
5,0.0,42,17,0.6421,77.55,68.55,1.0,H,0.0429,above_bound,0.3929,0.1
5,0.0,42,18,0.6297,78.03,69.77,1.0,H,0.0453,above_bound,0.3929,0.1
5,0.0,42,19,0.5922,79.33,75.74,1.0,H,0.0374,above_bound,0.3929,0.1
5,0.0,42,20,0.5739,79.93,76.39,1.0,H,0.0409,above_bound,0.3929,0.1
5,0.0,42,21,0.5527,80.66,78.76,1.0,H,0.0359,above_bound,0.3929,0.1
5,0.0,42,22,0.5426,81.00,78.56,1.0,H,0.0398,above_bound,0.3929,0.1
5,0.0,42,23,0.5226,81.73,80.04,1.0,H,0.0333,above_bound,0.3929,0.1
5,0.0,42,24,0.4996,82.44,75.80,1.0,H,0.0332,above_bound,0.3929,0.1
5,0.0,42,25,0.4976,82.73,79.60,1.0,H,0.0366,above_bound,0.3929,0.1
5,0.0,42,26,0.4760,83.41,81.14,1.0,H,0.0318,above_bound,0.3929,0.1
5,0.0,42,27,0.4579,84.25,79.52,1.0,H,0.0306,above_bound,0.3929,0.1
5,0.0,42,28,0.4470,84.44,77.04,1.0,H,0.0267,above_bound,0.3929,0.1
5,0.0,42,29,0.4464,84.33,82.07,1.0,H,0.0318,above_bound,0.3929,0.1
5,0.0,42,30,0.4286,85.24,80.85,1.0,H,0.0277,above_bound,0.3929,0.1
5,0.0,42,31,0.3581,87.73,84.82,1.0,H,0.0156,above_bound,0.8764,0.1
5,0.0,42,32,0.3447,87.93,84.34,1.0,H,0.0130,above_bound,0.8764,0.1
5,0.0,42,33,0.3380,88.38,84.44,1.0,H,0.0163,above_bound,0.8764,0.1
5,0.0,42,34,0.3327,88.44,84.73,1.0,H,0.0200,above_bound,0.8764,0.1
5,0.0,42,35,0.3291,88.57,84.43,1.0,H,0.0208,above_bound,0.8764,0.1
5,0.0,42,36,0.3271,88.45,84.83,1.0,H,0.0208,above_bound,0.8764,0.1
5,0.0,42,37,0.3192,88.88,85.67,1.0,H,0.0220,above_bound,0.8764,0.1
5,0.0,42,38,0.3136,88.99,84.56,1.0,H,0.0215,above_bound,0.8764,0.1
5,0.0,42,39,0.3118,89.03,85.56,1.0,H,0.0243,above_bound,0.8764,0.1
5,0.0,42,40,0.3066,89.22,84.78,1.0,H,0.0223,above_bound,0.8764,0.1
5,0.0,42,41,0.2676,90.71,86.52,1.0,H,0.0063,above_bound,0.9500,0.1
5,0.0,42,42,0.2595,90.91,86.43,1.0,H,0.0047,above_bound,0.9500,0.1
5,0.0,42,43,0.2516,91.33,86.69,1.0,H,0.0038,above_bound,0.9500,0.1
5,0.0,42,44,0.2524,91.24,86.58,1.0,H,0.0033,above_bound,0.9500,0.1
5,0.0,42,45,0.2481,91.36,86.78,1.0,H,0.0013,above_bound,0.9500,0.1
5,0.0,42,46,0.2479,91.32,86.53,1.0,H,0.0039,above_bound,0.9500,0.1
5,0.0,42,47,0.2466,91.43,86.92,1.0,H,0.0033,above_bound,0.9500,0.1
5,0.0,42,48,0.2389,91.61,86.80,1.0,H,0.0030,above_bound,0.9500,0.1
5,0.0,42,49,0.2384,91.70,86.71,1.0,H,0.0023,above_bound,0.9500,0.1
5,0.0,42,50,0.2393,91.63,86.86,1.0,H,0.0058,above_bound,0.9500,0.1
